title.year,actor,rank,high,med,low,title.year,actor,rank,high,med,low,title.year,actor,rank,high,med,low,title.year,actor,rank,high,med,low,title.year,actor,rank,high,med,low,title.year,actor,rank,high,med,low
2007,HÌ´kan Angser,1.5,0,1,0,2007,Eric BÌ_ckman,3,0,1,0,2007,Patrik Anders Edgren,4.5,0,1,0,2007,BjÌ_rn Englund,6,0,1,0,2007,Lennart Eriksson,7.5,0,1,0,2007,PÌ_r Fredriksson,9,0,1,0
1993,Jesse Bradford,1.5,0,1,0,1993,Jeroen KrabbÌ©,3,0,1,0,1993,Lisa Eichhorn,4.5,0,1,0,1993,Karen Allen,6,0,1,0,1993,Spalding Gray,7.5,0,1,0,1993,Elizabeth McGovern,9,0,1,0
1987,Mai Hayami,1.5,0,1,0,1987,Kaoru Mizuki,3,0,1,0,1987,Takeo Shinkai,4.5,0,1,0,1987,Yuischi Minato,6,0,1,0,1987,Shihori Nagasaka,7.5,0,1,0,1987,Jun Nakahara,9,0,1,0
1999,Sabine AzÌ©ma,1.5,0,1,0,1999,Emmanuelle BÌ©art,3,0,1,0,1999,Charlotte Gainsbourg,4.5,0,1,0,1999,Claude Rich,6,0,1,0,1999,FranÌ_oise Fabian,7.5,0,1,0,1999,Jean-Pierre Darroussin,9,0,1,0
1970,Helmut DÌ_ring,2,0,0,1,1970,Paul Glauer,4,0,0,1,1970,Gisela Hertwig,6,0,0,1,1970,Hertel Minkner,8,0,0,1,1970,Gertrud Piccini,10,0,0,1,1970,Marianne Saar,12,0,0,1
1944,Nikolai Cherkasov,1.5,0,1,0,1944,Lyudmila Tselikovskaya,3,0,1,0,1944,Serafima Birman,4.5,0,1,0,1944,Mikhail Nazvanov,6,0,1,0,1944,Mikhail Zharov,7.5,0,1,0,1944,Mikhail Kuznetsov,9,0,1,0
2012,Jamie Foxx,1.5,0,1,0,2012,Arsenio Hall,3,0,1,0,2012,Eddie Murphy,4.5,0,1,0,2012,Charlie Murphy,6,0,1,0,2012,Keenen Ivory Wayans,7.5,0,1,0,2012,Tyler Perry,9,0,1,0
2009,Rob Schneider,1.5,0,1,0,2009,Jenna Dewan,3,0,1,0,2009,Chase Ryan Jeffery,4.5,0,1,0,2009,Brianne Davis,6,0,1,0,2009,Elan Moss-Bachrach,7.5,0,1,0,2009,Ashley Schneider,9,0,1,0
1932,Edward G. Robinson,1.5,0,1,0,1932,Richard Arlen,3,0,1,0,1932,Zita Johann,4.5,0,1,0,1932,Leila Bennett,6,0,1,0,1932,J. Carrol Naish,7.5,0,1,0,1932,Vince Barnett,9,0,1,0
2012,Jeff Bridges,1.5,0,1,0,2012,Robert De Niro,3,0,1,0,2012,Robert Duvall,4.5,0,1,0,2012,Clint Eastwood,6,0,1,0,2012,John Travolta,7.5,0,1,0,2012,Jon Voight,9,0,1,0
1945,Gene Tierney,1.5,0,1,0,1945,Cornel Wilde,3,0,1,0,1945,Jeanne Crain,4.5,0,1,0,1945,Vincent Price,6,0,1,0,1945,Mary Philips,7.5,0,1,0,1945,Ray Collins,9,0,1,0
1969,Oliver Reed,1.5,0,1,0,1969,Diana Rigg,3,0,1,0,1969,Telly Savalas,4.5,0,1,0,1969,Curd JÌ_rgens,6,0,1,0,1969,Philippe Noiret,7.5,0,1,0,1969,Warren Mitchell,9,0,1,0
1982,Jean-Paul Belmondo,1.5,0,1,0,1982,Marie-France Pisier,3,0,1,0,1982,Rachid Ferrache,4.5,0,1,0,1982,Frank Hoffmann,6,0,1,0,1982,GÌ_nter Meisner,7.5,0,1,0,1982,Benno Sterzenbach,9,0,1,0
2014,Joey Lauren Adams,1.5,0,1,0,2014,Jack Black,3,0,1,0,2014,Miranda Cosgrove,4.5,0,1,0,2014,Julie Delpy,6,0,1,0,2014,Jay Duplass,7.5,0,1,0,2014,Mark Duplass,9,0,1,0
2015,Jonathan Pryce,1.5,0,1,0,2015,Ian Hart,3,0,1,0,2015,Pauline Collins,4.5,0,1,0,2015,Malachi Kirby,6,0,1,0,2015,Daniel Caltagirone,7.5,0,1,0,2015,Matt Devere,9,0,1,0
2009,Manny PÌ©rez,1.5,0,1,0,2009,Denise QuiÌ±ones,3,0,1,0,2009,Juan FernÌÁndez,4.5,0,1,0,2009,Paul Calderon,6,0,1,0,2009,Hemky Madera,7.5,0,1,0,2009,Margo Martindale,9,0,1,0
1974,Peter Yang Kwan,1.5,0,1,0,1974,Woo Gam,3,0,1,0,1974,Chen Ping,4.5,0,1,0,1974,Tanny Tien-Ni,6,0,1,0,1974,Chiang Nan,7.5,0,1,0,1974,Tin Ching,9,0,1,0
2013,Angela Schijf,1.5,0,1,0,2013,Fedja van HuÌ»t,3,0,1,0,2013,Monique van de Ven,4.5,0,1,0,2013,Derek de Lint,6,0,1,0,2013,Maartje van de Wetering,7.5,0,1,0,2013,Full Cast & Crew,9,0,1,0
2004,Steven Seagal,1.5,0,1,0,2004,Ida Nowakowska,3,0,1,0,2004,Agnieszka Wagner,4.5,0,1,0,2004,Krzysztof PieczyÅãski,6,0,1,0,2004,Robbie Gee,7.5,0,1,0,2004,Murat Yilmaz,9,0,1,0
1973,Richard Benjamin,1.5,0,1,0,1973,Dyan Cannon,3,0,1,0,1973,James Coburn,4.5,0,1,0,1973,Joan Hackett,6,0,1,0,1973,James Mason,7.5,0,1,0,1973,Ian McShane,9,0,1,0
2016,Jella Haase,1.5,0,1,0,2016,Lana Cooper,3,0,1,0,2016,Marie-Lou Sellem,4.5,0,1,0,2016,Marie-Lou Sellem,6,0,1,0,2016,Markus Hering,7.5,0,1,0,2016,Luisa-CÌ©line Gaffron,9,0,1,0
1981,Eva Gram Schjoldager,1.5,0,1,0,1981,Jan Johansen,3,0,1,0,1981,Lone Elliot,4.5,0,1,0,1981,Line Arlien-SÌüborg,6,0,1,0,1981,Marian Wendelbo,7.5,0,1,0,1981,Gitte Iben Andersen,9,0,1,0
2015,Akira Ishida,1.5,0,1,0,2015,Full Cast & Crew,3,0,1,0,2015,,4.5,0,1,0,2015,,6,0,1,0,2015,,7.5,0,1,0,2015,,9,0,1,0
2015,Danny Dyer,1.5,0,1,0,2015,Gary Kemp,3,0,1,0,2015,Martin Kemp,4.5,0,1,0,2015,Anouska Mond,6,0,1,0,2015,Deborah Moore,7.5,0,1,0,2015,Robert Cavanah,9,0,1,0
2002,Lisa Zane,1.5,0,1,0,2002,Erik von Detten,3,0,1,0,2002,Jonathan Hyde,4.5,0,1,0,2002,Omid Djalili,6,0,1,0,2002,Michael Brandon,7.5,0,1,0,2002,Georgina Rylance,9,0,1,0
1949,Humphrey Bogart,1.5,0,1,0,1949,John Derek,3,0,1,0,1949,George Macready,4.5,0,1,0,1949,Allene Roberts,6,0,1,0,1949,Candy Toxton,7.5,0,1,0,1949,Mickey Knox,9,0,1,0
2008,David Carradine,1.5,0,1,0,2008,Daryl Hannah,3,0,1,0,2008,Kay Tong Lim,4.5,0,1,0,2008,Lim Yu-Beng,6,0,1,0,2008,Jimmy Taenaka,7.5,0,1,0,2008,Osric Chau,9,0,1,0
2012,F. Murray Abraham,1.5,0,1,0,2012,Ramsey Nasr,3,0,1,0,2012,Kate Moran,4.5,0,1,0,2012,Pippo Delbono,6,0,1,0,2012,Giulio Berruti,7.5,0,1,0,2012,Anne Louise Hassing,9,0,1,0
2007,Malcolm McDowell,1.5,0,1,0,2007,Chuck Carrington,3,0,1,0,2007,Hilarie Burton,4.5,0,1,0,2007,Pat Hingle,6,0,1,0,2007,Mary Beth Peil,7.5,0,1,0,2007,Will Patton,9,0,1,0
2007,Gaspard Ulliel,1.5,0,1,0,2007,Marie-JosÌ©e Croze,3,0,1,0,2007,Albert Dupontel,4.5,0,1,0,2007,Jocelyn Quivrin,6,0,1,0,2007,Olivier Gourmet,7.5,0,1,0,2007,Judith Davis,9,0,1,0
2016,Kerenza Qayum,1.5,0,1,0,2016,Hannah Bury,3,0,1,0,2016,Full Cast & Crew,4.5,0,1,0,2016,,6,0,1,0,2016,,7.5,0,1,0,2016,,9,0,1,0
2006,Shakira,1.5,0,1,0,2006,Full Cast & Crew,3,0,1,0,2006,,4.5,0,1,0,2006,,6,0,1,0,2006,,7.5,0,1,0,2006,,9,0,1,0
2015,Angela Bassett,1.5,0,1,0,2015,John Goodman,3,0,1,0,2015,Frank Welker,4.5,0,1,0,2015,Jeff Bennett,6,0,1,0,2015,Alexander Polinsky,7.5,0,1,0,2015,Full Cast & Crew,9,0,1,0
2009,Fred Tatasciore,1.5,0,1,0,2009,Bryce Johnson,3,0,1,0,2009,Steve Blum,4.5,0,1,0,2009,Nolan North,6,0,1,0,2009,Michael Adamthwaite,7.5,0,1,0,2009,Graham McTavish,9,0,1,0
2006,Login to Edit Cast & Crew,1.5,0,1,0,2006,,3,0,1,0,2006,,4.5,0,1,0,2006,,6,0,1,0,2006,,7.5,0,1,0,2006,,9,0,1,0
2014,Tatsuya Fujiwara,1.5,0,1,0,2014,Koki Tanaka,3,0,1,0,2014,Ryuichi Kosugi,4.5,0,1,0,2014,Mika Nakashima,6,0,1,0,2014,Yosuke Kubozuka,7.5,0,1,0,2014,Shinnosuke Ikehata,9,0,1,0
2008,Billy West,1.5,0,1,0,2008,Katey Sagal,3,0,1,0,2008,John DiMaggio,4.5,0,1,0,2008,Tress MacNeille,6,0,1,0,2008,Maurice LaMarche,7.5,0,1,0,2008,David Herman,9,0,1,0
1989,Bruce Willis,1.5,0,1,0,1989,Emily Lloyd,3,0,1,0,1989,Joan Allen,4.5,0,1,0,1989,Kevin Anderson,6,0,1,0,1989,Full Cast & Crew,7.5,0,1,0,1989,,9,0,1,0
2013,Ellen Page,1.5,0,1,0,2013,Rosemarie DeWitt,3,0,1,0,2013,Scoot McNairy,4.5,0,1,0,2013,Allison Janney,6,0,1,0,2013,Ron Livingston,7.5,0,1,0,2013,Josh Pais,9,0,1,0
2011,Ryan Kwanten,1.5,0,1,0,2011,Maeve Dermody,3,0,1,0,2011,Marshall Napier,4.5,0,1,0,2011,Heather Mitchell,6,0,1,0,2011,Full Cast & Crew,7.5,0,1,0,2011,,9,0,1,0
1985,Lilli Carati,1.5,0,1,0,1985,Annie Belle,3,0,1,0,1985,Al Cliver,4.5,0,1,0,1985,Roberto Caruso,6,0,1,0,1985,Laura Gemser,7.5,0,1,0,1985,Nello Pazzafini,9,0,1,0
2008,Martin Landau,1.5,0,1,0,2008,Ellen Burstyn,3,0,1,0,2008,Adam Scott,4.5,0,1,0,2008,Elizabeth Banks,6,0,1,0,2008,Full Cast & Crew,7.5,0,1,0,2008,,9,0,1,0
2016,Ryosuke Yamada,1.5,0,1,0,2016,Masaki Suda,3,0,1,0,2016,Maika Yamamoto,4.5,0,1,0,2016,Seika Taketomi,6,0,1,0,2016,Mio Yuki,7.5,0,1,0,2016,Miku Uehara,9,0,1,0
2006,Mariel Hemingway,1.5,0,1,0,2006,David Keith,3,0,1,0,2006,David Millbern,4.5,0,1,0,2006,Jill Bennett,6,0,1,0,2006,Sydney Jackson,7.5,0,1,0,2006,Robbie Magasiva,9,0,1,0
2016,Candace Cameron Bure,1.5,0,1,0,2016,Marilu Henner,3,0,1,0,2016,Yannick Bisson,4.5,0,1,0,2016,Lexa Doig,6,0,1,0,2016,Peter Benson,7.5,0,1,0,2016,Dave Collette,9,0,1,0
2014,Shane Dawson,1.5,0,1,0,2014,Cherami Leigh,3,0,1,0,2014,Drew Monson,4.5,0,1,0,2014,Lisa Schwartz,6,0,1,0,2014,Michelle Veintimilla,7.5,0,1,0,2014,Full Cast & Crew,9,0,1,0
1990,Ewa BÅâaszczyk,1.5,0,1,0,1990,Piotr Machalica,3,0,1,0,1990,Jerzy Trela,4.5,0,1,0,1990,Artur BarciÅ_,6,0,1,0,1990,Jolanta Pi€ªtek-GÌ_recka,7.5,0,1,0,1990,Katarzyna Piwowarczyk,9,0,1,0
2014,Troy Baker,1.5,0,1,0,2014,Dee Bradley Baker,3,0,1,0,2014,John DiMaggio,4.5,0,1,0,2014,Grey Griffin,6,0,1,0,2014,Tom Kenny,7.5,0,1,0,2014,Khary Payton,9,0,1,0
2015,Norman Reedus,1.5,0,1,0,2015,Diane Kruger,3,0,1,0,2015,Gilles Lellouche,4.5,0,1,0,2015,Lena Dunham,6,0,1,0,2015,Q'orianka Kilcher,7.5,0,1,0,2015,Michelle Lombardo,9,0,1,0
1957,Tatyana Samoylova,1.5,0,1,0,1957,Aleksey Batalov,3,0,1,0,1957,Vasiliy Merkurev,4.5,0,1,0,1957,Aleksandr Shvorin,6,0,1,0,1957,Svetlana Kharitonova,7.5,0,1,0,1957,Konstantin Kadochnikov,9,0,1,0
2008,Luke Benward,1.5,0,1,0,2008,French Stewart,3,0,1,0,2008,Kelly Perine,4.5,0,1,0,2008,Kevin Farley,6,0,1,0,2008,Brittany Curran,7.5,0,1,0,2008,Denyse Tontz,9,0,1,0
1974,Peter Boyle,1.5,0,1,0,1974,Paula Prentiss,3,0,1,0,1974,Fred Williamson,4.5,0,1,0,1974,Rip Torn,6,0,1,0,1974,Charles Cioffi,7.5,0,1,0,1974,Luther Adler,9,0,1,0
1997,Stephen Dillane,1.5,0,1,0,1997,Woody Harrelson,3,0,1,0,1997,Marisa Tomei,4.5,0,1,0,1997,Goran Visnjic,6,0,1,0,1997,Emira NuÅÁevi€à,7.5,0,1,0,1997,Kerry Fox,9,0,1,0
1985,Gordon Warnecke,2,0,0,1,1985,Daniel Day-Lewis,4,0,0,1,1985,Roshan Seth,6,0,0,1,1985,Saeed Jaffrey,8,0,0,1,1985,Derrick Branche,10,0,0,1,1985,Rita Wolf,12,0,0,1
1998,Joaquin Phoenix,1.5,0,1,0,1998,Vince Vaughn,3,0,1,0,1998,Janeane Garofalo,4.5,0,1,0,1998,Gregory Sporleder,6,0,1,0,1998,Georgina Cates,7.5,0,1,0,1998,Vince Vieluf,9,0,1,0
2014,Lacey Chabert,1.5,0,1,0,2014,Stephen Hagan,3,0,1,0,2014,Jane Seymour,4.5,0,1,0,2014,Katherine Flynn,6,0,1,0,2014,Ionut Grama,7.5,0,1,0,2014,Mitchell Mullen,9,0,1,0
2006,Joel Edgerton,1.5,0,1,0,2006,Cybill Shepherd,3,0,1,0,2006,Robin Tunney,4.5,0,1,0,2006,Elliott Gould,6,0,1,0,2006,Scott Wilson,7.5,0,1,0,2006,Michaela Conlin,9,0,1,0
2007,Jeff Dunham,1.5,0,1,0,2007,Paige Dunham,3,0,1,0,2007,Full Cast & Crew,4.5,0,1,0,2007,,6,0,1,0,2007,,7.5,0,1,0,2007,,9,0,1,0
2004,Anne Heche,1.5,0,1,0,2004,Jonathan LaPaglia,3,0,1,0,2004,Eva Longoria,4.5,0,1,0,2004,Kathleen Quinlan,6,0,1,0,2004,Chris Sarandon,7.5,0,1,0,2004,David Andrews,9,0,1,0
1968,Clint Eastwood,1.5,0,1,0,1968,Lee J. Cobb,3,0,1,0,1968,Susan Clark,4.5,0,1,0,1968,Tisha Sterling,6,0,1,0,1968,Don Stroud,7.5,0,1,0,1968,Tom Tully,9,0,1,0
2004,Shah Rukh Khan,1.5,0,1,0,2004,Amrita Rao,3,0,1,0,2004,Zayed Khan,4.5,0,1,0,2004,Sushmita Sen,6,0,1,0,2004,Sunil Shetty,7.5,0,1,0,2004,Naseeruddin Shah,9,0,1,0
1998,Kyra Sedgwick,1.5,0,1,0,1998,Stanley Tucci,3,0,1,0,1998,Robin Tunney,4.5,0,1,0,1998,John Ritter,6,0,1,0,1998,Philip Seymour Hoffman,7.5,0,1,0,1998,Robbie Coltrane,9,0,1,0
2008,Kelly Stables,1.5,0,1,0,2008,Brad Johnson,3,0,1,0,2008,Maclain Nelson,4.5,0,1,0,2008,Adam Johnson,6,0,1,0,2008,Isaac C. Singleton Jr.,7.5,0,1,0,2008,Newell Alexander,9,0,1,0
2016,Greer Grammer,1.5,0,1,0,2016,Joey Lawrence,3,0,1,0,2016,Missi Pyle,4.5,0,1,0,2016,Jennifer Taylor,6,0,1,0,2016,Christina Robinson,7.5,0,1,0,2016,Ryan McCartan,9,0,1,0
2005,Masatoshi Nakamura,1.5,0,1,0,2005,Mikako Tabe,3,0,1,0,2005,Maki Horikita,4.5,0,1,0,2005,Ryoko Kobayashi,6,0,1,0,2005,Yuta Murakami,7.5,0,1,0,2005,Ryo Kato,9,0,1,0
2016,Rebecca Chulew,2,0,0,1,2016,Don Daro,4,0,0,1,2016,Tess Cline,6,0,0,1,2016,Deborah Abbott,8,0,0,1,2016,Mark Reininga,10,0,0,1,2016,Eric Reinholt,12,0,0,1
1945,Mervyn Johns,1.5,0,1,0,1945,Roland Culver,3,0,1,0,1945,Mary Merrall,4.5,0,1,0,1945,Googie Withers,6,0,1,0,1945,Frederick Valk,7.5,0,1,0,1945,Anthony Baird,9,0,1,0
2012,FÌ©lix Moati,1.5,0,1,0,2012,Sara Forestier,3,0,1,0,2012,Eric Elmosnino,4.5,0,1,0,2012,MaÌøwenn,6,0,1,0,2012,Zinedine Soualem,7.5,0,1,0,2012,Francois-Eric Gendron,9,0,1,0
1996,Chris Farley,1.5,0,1,0,1996,David Spade,3,0,1,0,1996,Grant Heslov,4.5,0,1,0,1996,Tim Matheson,6,0,1,0,1996,Gary Busey,7.5,0,1,0,1996,Bruce McGill,9,0,1,0
1995,Anthony LaPaglia,1.5,0,1,0,1995,Debi Mazar,3,0,1,0,1995,Maxwell Caulfield,4.5,0,1,0,1995,Liv Tyler,6,0,1,0,1995,Robin Tunney,7.5,0,1,0,1995,RenÌ©e Zellweger,9,0,1,0
2016,Hiroshi Abe,1.5,0,1,0,2016,YÅÇki Amami,3,0,1,0,2016,Full Cast & Crew,4.5,0,1,0,2016,,6,0,1,0,2016,,7.5,0,1,0,2016,,9,0,1,0
2000,Jason London,1.5,0,1,0,2000,Frank Langella,3,0,1,0,2000,Dennis Hopper,4.5,0,1,0,2000,Natasha Henstridge,6,0,1,0,2000,Derek Jacobi,7.5,0,1,0,2000,Angus Macfadyen,9,0,1,0
2015,Gael GarcÌ_a Bernal,1.5,0,1,0,2015,Denis Lavant,3,0,1,0,2015,Imanol Arias,4.5,0,1,0,2015,AilÌ_n Salas,6,0,1,0,2015,Daniel Fanego,7.5,0,1,0,2015,SofÌ_a Brito,9,0,1,0
2008,Mariana Cordero,1.5,0,1,0,2008,Eduard FernÌÁndez,3,0,1,0,2008,Elvira de ArmiÌ±ÌÁn,4.5,0,1,0,2008,VÌ_ctor Clavijo,6,0,1,0,2008,Nani JimÌ©nez,7.5,0,1,0,2008,Full Cast & Crew,9,0,1,0
2013,Maya Sansa,1.5,0,1,0,2013,Lambert Wilson,3,0,1,0,2013,Fabrice Luchini,4.5,0,1,0,2013,Camille Japy,6,0,1,0,2013,Philippe du Janerand,7.5,0,1,0,2013,Stefan Wojtowicz,9,0,1,0
2009,Violante Placido,1.5,0,1,0,2009,Giorgia Wurth,3,0,1,0,2009,Full Cast & Crew,4.5,0,1,0,2009,,6,0,1,0,2009,,7.5,0,1,0,2009,,9,0,1,0
1983,Martin Sheen,1.5,0,1,0,1983,Brigitte Fossey,3,0,1,0,1983,Sam Neill,4.5,0,1,0,1983,Derek Jacobi,6,0,1,0,1983,Michael Lonsdale,7.5,0,1,0,1983,Frank Finlay,9,0,1,0
1968,Alain Delon,1.5,0,1,0,1968,Charles Bronson,3,0,1,0,1968,Olga Georges-Picot,4.5,0,1,0,1968,Brigitte Fossey,6,0,1,0,1968,Bernard Fresson,7.5,0,1,0,1968,Marianna Falk,9,0,1,0
2008,Kenan Thompson,1.5,0,1,0,2008,Fran Kranz,3,0,1,0,2008,Zachary Levi,4.5,0,1,0,2008,Darrell Hammond,6,0,1,0,2008,Jenny McCarthy,7.5,0,1,0,2008,Andy Milonakis,9,0,1,0
2000,Kim Basinger,1.5,0,1,0,2000,Vincent PÌ©rez,3,0,1,0,2000,Liam Aiken,4.5,0,1,0,2000,Daniel Craig,6,0,1,0,2000,Eva Marie Saint,7.5,0,1,0,2000,Lance Reddick,9,0,1,0
1999,Jakob Eklund,1.5,0,1,0,1999,Peter Andersson,3,0,1,0,1999,Marie Richardson,4.5,0,1,0,1999,Jacqueline Ramel,6,0,1,0,1999,Hanna Alsterlund,7.5,0,1,0,1999,Fredrik Dolk,9,0,1,0
1978,Jackie Chan,1.5,0,1,0,1978,James Tien,3,0,1,0,1978,Bruce Leung Siu-Lung,4.5,0,1,0,1978,Wang Ping,6,0,1,0,1978,Liu Ming,7.5,0,1,0,1978,Wong Gwan,9,0,1,0
2002,Al Pacino,1.5,0,1,0,2002,Kim Basinger,3,0,1,0,2002,Ryan O'Neal,4.5,0,1,0,2002,TÌ©a Leoni,6,0,1,0,2002,Jonathan Walker,7.5,0,1,0,2002,Full Cast & Crew,9,0,1,0
2016,SebastiÌÁn Zurita,1.5,0,1,0,2016,Rafael SimÌ_n,3,0,1,0,2016,Omar Ayala,4.5,0,1,0,2016,Yadira Orozco,6,0,1,0,2016,Cristina Rodlo,7.5,0,1,0,2016,Full Cast & Crew,9,0,1,0
2013,Bruce Willis,2,0,0,1,2013,Emma Heming,4,0,0,1,2013,Kevin Costner,6,0,0,1,2013,M. Night Shyamalan,8,0,0,1,2013,Rumer Willis,10,0,0,1,2013,Sebastian Koch,12,0,0,1
2016,Shanty,1.5,0,1,0,2016,Tara Basro,3,0,1,0,2016,Tatyana Akman,4.5,0,1,0,2016,Titiek Puspa,6,0,1,0,2016,Ray Sahetapy,7.5,0,1,0,2016,Rio Dewanto,9,0,1,0
2015,Kelli Garner,1.5,0,1,0,2015,Susan Sarandon,3,0,1,0,2015,Emily Watson,4.5,0,1,0,2015,Jeffrey Dean Morgan,6,0,1,0,2015,Eva Amurri Martino,7.5,0,1,0,2015,Embeth Davidtz,9,0,1,0
1974,Alfred Acktun,1.5,0,1,0,1974,Puppa Armbruster,3,0,1,0,1974,Hans Bergmann,4.5,0,1,0,1974,Ulrike Butz,6,0,1,0,1974,Johannes Buzalski,7.5,0,1,0,1974,Peter BÌ_hlke,9,0,1,0
2016,Michael Godere,1.5,0,1,0,2016,Alice Frank,3,0,1,0,2016,Theodore Bouloukos,4.5,0,1,0,2016,Chelsea Lopez,6,0,1,0,2016,Full Cast & Crew,7.5,0,1,0,2016,,9,0,1,0
2012,Gavin Brown,2,0,0,1,2012,Ethan Philbeck,4,0,0,1,2012,Phyllis Munro,6,0,0,1,2012,Louie Lawless,8,0,0,1,2012,Alex Kogin,10,0,0,1,2012,Andy Alphonse,12,0,0,1
1993,Jackie Chan,1.5,0,1,0,1993,Kent Cheng,3,0,1,0,1993,Law Kar-Ying,4.5,0,1,0,1993,Au-Yeung Pui-San,6,0,1,0,1993,Christine Ng,7.5,0,1,0,1993,Poon Ling-Ling,9,0,1,0
1992,Jonathan Winters,1.5,0,1,0,1992,John Goodman,3,0,1,0,1992,Elisabeth Moss,4.5,0,1,0,1992,Brian Doyle-Murray,6,0,1,0,1992,Jan Hooks,7.5,0,1,0,1992,Andrea Martin,9,0,1,0
2000,JÌ©rÌ©mie ElkaÌøm,1.5,0,1,0,2000,StÌ©phane Rideau,3,0,1,0,2000,Dominique Reymond,4.5,0,1,0,2000,Marie Matheron,6,0,1,0,2000,Laetitia Legrix,7.5,0,1,0,2000,Nils Ohlund,9,0,1,0
2012,Mick Rossi,1.5,0,1,0,2012,Natasha Gregson Wagner,3,0,1,0,2012,Sean Power,4.5,0,1,0,2012,Patrick Bergin,6,0,1,0,2012,Robert Miano,7.5,0,1,0,2012,Full Cast & Crew,9,0,1,0
2001,Eliza Dushku,1.5,0,1,0,2001,Melissa Sagemiller,3,0,1,0,2001,Wes Bentley,4.5,0,1,0,2001,Casey Affleck,6,0,1,0,2001,Angela Featherstone,7.5,0,1,0,2001,Luke Wilson,9,0,1,0
2015,Josie Davis,1.5,0,1,0,2015,Sebastian Spence,3,0,1,0,2015,Caroline Cave,4.5,0,1,0,2015,Marc Menard,6,0,1,0,2015,Full Cast & Crew,7.5,0,1,0,2015,,9,0,1,0
2009,Andrew Howard,1.5,0,1,0,2009,Tess Panzer,3,0,1,0,2009,Ian Duncan,4.5,0,1,0,2009,Sarah Essex,6,0,1,0,2009,Dillon Borowski,7.5,0,1,0,2009,Athene Noelle,9,0,1,0
1962,Tadao Takashima,1.5,0,1,0,1962,Kenji Sahara,3,0,1,0,1962,YÌÈ Fujiki,4.5,0,1,0,1962,IchirÌ« Arishima,6,0,1,0,1962,Jun Tazaki,7.5,0,1,0,1962,Akihiko Hirata,9,0,1,0
2013,Claudia Galli,1.5,0,1,0,2013,Richard UlfsÌ_ter,3,0,1,0,2013,Eva Fritjofson,4.5,0,1,0,2013,Pamela Cortes Bruna,6,0,1,0,2013,Lennart JÌ_hkel,7.5,0,1,0,2013,Ann Westin,9,0,1,0
2007,Gabriel Byrne,1.5,0,1,0,2007,Susan Sarandon,3,0,1,0,2007,Max von Sydow,4.5,0,1,0,2007,Christopher Plummer,6,0,1,0,2007,Dakota Goy,7.5,0,1,0,2007,Kristen Holden-Ried,9,0,1,0
2008,Jemima Rooper,1.5,0,1,0,2008,Elliot Cowan,3,0,1,0,2008,Tom Mison,4.5,0,1,0,2008,Alex Kingston,6,0,1,0,2008,Hugh Bonneville,7.5,0,1,0,2008,Gemma Arterton,9,0,1,0
1999,Saffron Burrows,1.5,0,1,0,1999,Peter Mullan,3,0,1,0,1999,Maria Doyle Kennedy,4.5,0,1,0,1999,Joanna Page,6,0,1,0,1999,Eileen Walsh,7.5,0,1,0,1999,Tam Dean Burn,9,0,1,0
2008,Hiram Bleetman,1.5,0,1,0,2008,Carrie Cohen,3,0,1,0,2008,Nigel Croft-Adams,4.5,0,1,0,2008,Sara Dylan,6,0,1,0,2008,Rachel Mitchem,7.5,0,1,0,2008,Oliver Squires,9,0,1,0
2000,Nick Brimble,1.5,0,1,0,2000,Zdenek Maryska,3,0,1,0,2000,Rich Gold,4.5,0,1,0,2000,Renee Ackermann,6,0,1,0,2000,Full Cast & Crew,7.5,0,1,0,2000,,9,0,1,0
2011,Engin Altan DÌ_zyatan,1.5,0,1,0,2011,Ì_zge Ì_zpirinÌ_ci,3,0,1,0,2011,Hande SubaÅÙ€±,4.5,0,1,0,2011,Alper Sald€±ran,6,0,1,0,2011,Alpay Atalan,7.5,0,1,0,2011,€¡smail Filiz,9,0,1,0
2016,Nirina Zubir,1.5,0,1,0,2016,Teuku Rifnu Wikana,3,0,1,0,2016,Jefan Nathanio,4.5,0,1,0,2016,Full Cast & Crew,6,0,1,0,2016,,7.5,0,1,0,2016,,9,0,1,0
2013,Quim GutiÌ©rrez,1.5,0,1,0,2013,Antonio de la Torre,3,0,1,0,2013,Patrick Criado,4.5,0,1,0,2013,VerÌ_nica Echegui,6,0,1,0,2013,Roberto ÌÅlamo,7.5,0,1,0,2013,Alicia Rubio,9,0,1,0
1932,Miriam Hopkins,1.5,0,1,0,1932,Kay Francis,3,0,1,0,1932,Herbert Marshall,4.5,0,1,0,1932,Charles Ruggles,6,0,1,0,1932,Edward Everett Horton,7.5,0,1,0,1932,C. Aubrey Smith,9,0,1,0
1932,Boris Karloff,1.5,0,1,0,1932,Melvyn Douglas,3,0,1,0,1932,Gloria Stuart,4.5,0,1,0,1932,Charles Laughton,6,0,1,0,1932,Ernest Thesiger,7.5,0,1,0,1932,Lilian Bond,9,0,1,0
2015,Sullivan Stapleton,1.5,0,1,0,2015,Jessica De Gouw,3,0,1,0,2015,Alex Russell,4.5,0,1,0,2015,Richard Anastasios,6,0,1,0,2015,Paul Molder,7.5,0,1,0,2015,Megan Holloway,9,0,1,0
2013,Kyoko Hinami,1.5,0,1,0,2013,Munetaka Aoki,3,0,1,0,2013,Yuma Asami,4.5,0,1,0,2013,Masashi Goda,6,0,1,0,2013,Denden,7.5,0,1,0,2013,Miki Hirama,9,0,1,0
