title.year,actor,rank,high,med,low,title.year,actor,rank,high,med,low,title.year,actor,rank,high,med,low,title.year,actor,rank,high,med,low,title.year,actor,rank,high,med,low,title.year,actor,rank,high,med,low
1992,Carlos Gallardo,2,0,0,1,1992,Jaime de Hoyos,4,0,0,1,1992,Peter Marquardt,6,0,0,1,1992,Reinol Martinez,8,0,0,1,1992,Ramiro Gomez,10,0,0,1,1992,Consuelo GÌ_mez,12,0,0,1
2006,Josh Duhamel,1.5,0,1,0,2006,Melissa George,3,0,1,0,2006,Olivia Wilde,4.5,0,1,0,2006,Desmond Askew,6,0,1,0,2006,Beau Garrett,7.5,0,1,0,2006,Max Brown,9,0,1,0
2009,Sam Huntington,1.5,0,1,0,2009,Chris Marquette,3,0,1,0,2009,Dan Fogler,4.5,0,1,0,2009,Jay Baruchel,6,0,1,0,2009,Kristen Bell,7.5,0,1,0,2009,Seth Rogen,9,0,1,0
2004,Tony Leung Chiu-Wai,1.5,0,1,0,2004,Zhang Ziyi,3,0,1,0,2004,Faye Wong,4.5,0,1,0,2004,Takuya Kimura,6,0,1,0,2004,Gong Li,7.5,0,1,0,2004,Carina Lau,9,0,1,0
2009,Charlotte Frogner,2,0,0,1,2009,Stig Frode Henriksen,4,0,0,1,2009,Vegar Hoel,6,0,0,1,2009,Jeppe Beck Laursen,8,0,0,1,2009,Evy Kasseth RÌüsten,10,0,0,1,2009,Lasse Valdal,12,0,0,1
2006,George Carlin,1.5,0,1,0,2006,Andy Dick,3,0,1,0,2006,Sarah Michelle Gellar,4.5,0,1,0,2006,Lisa Kaplan,6,0,1,0,2006,Michael McShane,7.5,0,1,0,2006,Rob Paulsen,9,0,1,0
1992,Andy GarcÌ_a,1.5,0,1,0,1992,Lance Henriksen,3,0,1,0,1992,Uma Thurman,4.5,0,1,0,1992,Graham Beckel,6,0,1,0,1992,Kathy Baker,7.5,0,1,0,1992,Kevin Conway,9,0,1,0
1968,Jack Lemmon,1.5,0,1,0,1968,Walter Matthau,3,0,1,0,1968,John Fiedler,4.5,0,1,0,1968,Herb Edelman,6,0,1,0,1968,David Sheiner,7.5,0,1,0,1968,Larry Haines,9,0,1,0
1981,Sam Neill,1.5,0,1,0,1981,Rossano Brazzi,3,0,1,0,1981,Don Gordon,4.5,0,1,0,1981,Lisa Harrow,6,0,1,0,1981,Barnaby Holm,7.5,0,1,0,1981,Mason Adams,9,0,1,0
2016,Login to Edit Cast & Crew,1.5,0,1,0,2016,,3,0,1,0,2016,,4.5,0,1,0,2016,,6,0,1,0,2016,,7.5,0,1,0,2016,,9,0,1,0
2012,Maggie Smith,1.5,0,1,0,2012,Tom Courtenay,3,0,1,0,2012,Billy Connolly,4.5,0,1,0,2012,Pauline Collins,6,0,1,0,2012,Michael Gambon,7.5,0,1,0,2012,Sheridan Smith,9,0,1,0
2016,Greta Gerwig,1.5,0,1,0,2016,Julianne Moore,3,0,1,0,2016,Ethan Hawke,4.5,0,1,0,2016,Bill Hader,6,0,1,0,2016,Maya Rudolph,7.5,0,1,0,2016,Wallace Shawn,9,0,1,0
2015,Julie Benz,1.5,0,1,0,2015,Carter Jenkins,3,0,1,0,2015,Cesar Garcia,4.5,0,1,0,2015,Mercy Malick,6,0,1,0,2015,Lisa Pelikan,7.5,0,1,0,2015,Molly Jackson,9,0,1,0
1971,Angela Lansbury,1,1,0,0,1971,David Tomlinson,2,1,0,0,1971,Roddy McDowall,3,1,0,0,1971,Sam Jaffe,4,1,0,0,1971,John Ericson,5,1,0,0,1971,Bruce Forsyth,6,1,0,0
1975,Peter Sellers,1,1,0,0,1975,Christopher Plummer,2,1,0,0,1975,Herbert Lom,3,1,0,0,1975,Catherine Schell,4,1,0,0,1975,Peter Arne,5,1,0,0,1975,Peter Jeffrey,6,1,0,0
2000,Sandra Bullock,1.5,0,1,0,2000,Viggo Mortensen,3,0,1,0,2000,Dominic West,4.5,0,1,0,2000,Elizabeth Perkins,6,0,1,0,2000,Alan Tudyk,7.5,0,1,0,2000,Steve Buscemi,9,0,1,0
2011,Scout Taylor-Compton,2,0,0,1,2011,Travis Van Winkle,4,0,0,1,2011,Michael Copon,6,0,0,1,2011,Christina Ulloa,8,0,0,1,2011,Tyler Mane,10,0,0,1,2011,Michael Andrew,12,0,0,1
1996,Jean-Claude Van Damme,1.5,0,1,0,1996,Jean-Claude Van Damme,3,0,1,0,1996,Natasha Henstridge,4.5,0,1,0,1996,Jean-Hugues Anglade,6,0,1,0,1996,Zach Grenier,7.5,0,1,0,1996,Paul Ben-Victor,9,0,1,0
2012,Thor Kristjansson,1.5,0,1,0,2012,JÌ_hannes Haukur JÌ_hannesson,3,0,1,0,2012,Damon Younger,4.5,0,1,0,2012,MarÌ_a Birta,6,0,1,0,2012,Vignir Rafn ValÌ_Ì_rsson,7.5,0,1,0,2012,Egill Einarsson,9,0,1,0
1987,Sammo Hung,1.5,0,1,0,1987,Yuen Biao,3,0,1,0,1987,Joyce Godenzi,4.5,0,1,0,1987,Lam Ching-Ying,6,0,1,0,1987,Charlie Chin,7.5,0,1,0,1987,Cheung Kwok-Keung,9,0,1,0
1982,Leslie Nielsen,1.5,0,1,0,1982,Ed Harris,3,0,1,0,1982,Hal Holbrook,4.5,0,1,0,1982,Ted Danson,6,0,1,0,1982,Stephen King,7.5,0,1,0,1982,Adrienne Barbeau,9,0,1,0
1993,Gary Oldman,1.5,0,1,0,1993,Lena Olin,3,0,1,0,1993,Annabella Sciorra,4.5,0,1,0,1993,Juliette Lewis,6,0,1,0,1993,Roy Scheider,7.5,0,1,0,1993,David Proval,9,0,1,0
2009,Michael Shannon,1.5,0,1,0,2009,Willem Dafoe,3,0,1,0,2009,ChloÌÇ Sevigny,4.5,0,1,0,2009,Brad Dourif,6,0,1,0,2009,Michael PeÌ±a,7.5,0,1,0,2009,Loretta Devine,9,0,1,0
1996,Bruce Ramsay,2,0,0,1,1996,Valentina Vargas,4,0,0,1,1996,Charlotte Chatton,6,0,0,1,1996,Adam Scott,8,0,0,1,1996,Kim Myers,10,0,0,1,1996,Mickey Cottrell,12,0,0,1
2013,Andy Lau,1.5,0,1,0,2013,Gordon Lam Ka-Tung,3,0,1,0,2013,Yao Chen,4.5,0,1,0,2013,Hu Jun,6,0,1,0,2013,Ray Lui,7.5,0,1,0,2013,Philip Keung,9,0,1,0
2003,Antonio Banderas,1.5,0,1,0,2003,Carla Gugino,3,0,1,0,2003,Alexa PenaVega,4.5,0,1,0,2003,Daryl Sabara,6,0,1,0,2003,Sylvester Stallone,7.5,0,1,0,2003,Salma Hayek,9,0,1,0
2016,Armie Hammer,1.5,0,1,0,2016,Gabrielle Union,3,0,1,0,2016,Nate Parker,4.5,0,1,0,2016,Aja Naomi King,6,0,1,0,2016,Aunjanue Ellis,7.5,0,1,0,2016,Roger Guenveur Smith,9,0,1,0
1984,Robert Carradine,1.5,0,1,0,1984,Anthony Edwards,3,0,1,0,1984,Timothy Busfield,4.5,0,1,0,1984,Andrew Cassese,6,0,1,0,1984,Curtis Armstrong,7.5,0,1,0,1984,Larry B. Scott,9,0,1,0
2007,Artur ÅÈmijewski,2,0,0,1,2007,Maja Ostaszewska,4,0,0,1,2007,Andrzej Chyra,6,0,0,1,2007,Danuta Stenka,8,0,0,1,2007,Jan Englert,10,0,0,1,2007,Magdalena Cielecka,12,0,0,1
2006,Tim Allen,1.5,0,1,0,2006,Elizabeth Mitchell,3,0,1,0,2006,Eric Lloyd,4.5,0,1,0,2006,Judge Reinhold,6,0,1,0,2006,Wendy Crewson,7.5,0,1,0,2006,Martin Short,9,0,1,0
2012,PenÌ©lope Cruz,1.5,0,1,0,2012,Emile Hirsch,3,0,1,0,2012,Adnan Haskovic,4.5,0,1,0,2012,Pietro Castellitto,6,0,1,0,2012,Saadet Isil Aksoy,7.5,0,1,0,2012,Mira Furlan,9,0,1,0
2013,Chase Williamson,1.5,0,1,0,2013,Ashley Bell,3,0,1,0,2013,Clancy Brown,4.5,0,1,0,2013,Jake Busey,6,0,1,0,2013,William Katt,7.5,0,1,0,2013,Marina Squerciati,9,0,1,0
2012,Bill Moseley,1.5,0,1,0,2012,Jesse James,3,0,1,0,2012,Magda Apanowicz,4.5,0,1,0,2012,Geraldine Hughes,6,0,1,0,2012,Noah Fleiss,7.5,0,1,0,2012,Jaiden Kaine,9,0,1,0
1995,Peter Sallis,1.5,0,1,0,1995,Anne Reid,3,0,1,0,1995,Full Cast & Crew,4.5,0,1,0,1995,,6,0,1,0,1995,,7.5,0,1,0,1995,,9,0,1,0
1981,Bill Murray,1.5,0,1,0,1981,Harold Ramis,3,0,1,0,1981,Warren Oates,4.5,0,1,0,1981,P.J. Soles,6,0,1,0,1981,Sean Young,7.5,0,1,0,1981,John Candy,9,0,1,0
1998,Robby Benson,1.5,0,1,0,1998,Paige O'Hara,3,0,1,0,1998,David Ogden Stiers,4.5,0,1,0,1998,Jerry Orbach,6,0,1,0,1998,Kimmy Robertson,7.5,0,1,0,1998,Frank Welker,9,0,1,0
1982,Allan Edwall,1.5,0,1,0,1982,Ewa FrÌ_ling,3,0,1,0,1982,Erland Josephson,4.5,0,1,0,1982,Bertil Guve,6,0,1,0,1982,Pernilla Allwin,7.5,0,1,0,1982,Jan MalmsjÌ_,9,0,1,0
2008,Melissa Leo,1.5,0,1,0,2008,Misty Upham,3,0,1,0,2008,Charlie McDermott,4.5,0,1,0,2008,John Canoe,6,0,1,0,2008,Jay Klaitz,7.5,0,1,0,2008,Dylan Carusona,9,0,1,0
2015,Mia Goth,1.5,0,1,0,2015,Martin McCann,3,0,1,0,2015,Olwen FouÌ©rÌ©,4.5,0,1,0,2015,Barry Ward,6,0,1,0,2015,Andrew Simpson,7.5,0,1,0,2015,Ryan McParland,9,0,1,0
2003,Angelina Jolie,1.5,0,1,0,2003,Clive Owen,3,0,1,0,2003,Teri Polo,4.5,0,1,0,2003,Linus Roache,6,0,1,0,2003,Noah Emmerich,7.5,0,1,0,2003,Yorick van Wageningen,9,0,1,0
1967,Sidney Poitier,2,0,0,1,1967,Rod Steiger,4,0,0,1,1967,Warren Oates,6,0,0,1,1967,Lee Grant,8,0,0,1,1967,Larry Gates,10,0,0,1,1967,James Patterson,12,0,0,1
2010,Eva Green,2,0,0,1,2010,Matt Smith,4,0,0,1,2010,Lesley Manville,6,0,0,1,2010,Peter Wight,8,0,0,1,2010,IstvÌÁn LÌ©nÌÁrt,10,0,0,1,2010,Hannah Murray,12,0,0,1
2016,Kim Joo-hyuck,1.5,0,1,0,2016,Lee You-young,3,0,1,0,2016,Kim Ee-seong,4.5,0,1,0,2016,Kwon Hae-hyo,6,0,1,0,2016,Yu Jun-Sang,7.5,0,1,0,2016,Full Cast & Crew,9,0,1,0
2000,Ben Stiller,1.5,0,1,0,2000,Edward Norton,3,0,1,0,2000,Jenna Elfman,4.5,0,1,0,2000,Anne Bancroft,6,0,1,0,2000,Eli Wallach,7.5,0,1,0,2000,Ron Rifkin,9,0,1,0
2015,Sam Rockwell,1.5,0,1,0,2015,Jemaine Clement,3,0,1,0,2015,Amy Ryan,4.5,0,1,0,2015,Danny McBride,6,0,1,0,2015,Will Forte,7.5,0,1,0,2015,Leslie Bibb,9,0,1,0
2011,Karin Viard,1.5,0,1,0,2011,Gilles Lellouche,3,0,1,0,2011,Audrey Lamy,4.5,0,1,0,2011,Jean-Pierre Martins,6,0,1,0,2011,Zinedine Soualem,7.5,0,1,0,2011,RaphaÌÇle Godin,9,0,1,0
1998,Thomas Dekker,1.5,0,1,0,1998,Kenneth Mars,3,0,1,0,1998,Anndi McAfee,4.5,0,1,0,1998,Aria Curzon,6,0,1,0,1998,Jeff Bennett,7.5,0,1,0,1998,Nancy Cartwright,9,0,1,0
2012,Brittany Snow,1.5,0,1,0,2012,Jeffrey Combs,3,0,1,0,2012,Jonny Coyne,4.5,0,1,0,2012,Sasha Grey,6,0,1,0,2012,Lawrence Gilliard Jr.,7.5,0,1,0,2012,Enver Gjokaj,9,0,1,0
1965,Henry Fonda,1.5,0,1,0,1965,Robert Shaw,3,0,1,0,1965,Robert Ryan,4.5,0,1,0,1965,Dana Andrews,6,0,1,0,1965,George Montgomery,7.5,0,1,0,1965,Ty Hardin,9,0,1,0
1986,Ralph Macchio,2,0,0,1,1986,Pat Morita,4,0,0,1,1986,Martin Kove,6,0,0,1,1986,Charlie Tanimoto,8,0,0,1,1986,Yuji Okumoto,10,0,0,1,1986,Joey Miyashima,12,0,0,1
2015,Benjamin Bratt,1.5,0,1,0,2015,Michael C. Hall,3,0,1,0,2015,Tamara Taylor,4.5,0,1,0,2015,Jason Isaacs,6,0,1,0,2015,Paget Brewster,7.5,0,1,0,2015,C. Thomas Howell,9,0,1,0
1998,Kurt Russell,1,1,0,0,1998,Jason Scott Lee,2,1,0,0,1998,Jason Isaacs,3,1,0,0,1998,Connie Nielsen,4,1,0,0,1998,Sean Pertwee,5,1,0,0,1998,Gary Busey,6,1,0,0
2015,Ian McKellen,1.5,0,1,0,2015,Anthony Hopkins,3,0,1,0,2015,Emily Watson,4.5,0,1,0,2015,Vanessa Kirby,6,0,1,0,2015,Sarah Lancashire,7.5,0,1,0,2015,Edward Fox,9,0,1,0
2012,Sienna Miller,1.5,0,1,0,2012,Golshifteh Farahani,3,0,1,0,2012,Bahar Soomekh,4.5,0,1,0,2012,Tim Guinee,6,0,1,0,2012,Roschdy Zem,7.5,0,1,0,2012,Chafia Boudraa,9,0,1,0
2008,Kirk Cameron,2,0,0,1,2008,Erin Bethea,4,0,0,1,2008,Ken Bevel,6,0,0,1,2008,Stephen Dervan,8,0,0,1,2008,Eric Young,10,0,0,1,2008,Jason McLeod,12,0,0,1
2012,Charlie Sheen,1.5,0,1,0,2012,Jason Schwartzman,3,0,1,0,2012,Bill Murray,4.5,0,1,0,2012,Katheryn Winnick,6,0,1,0,2012,Patricia Arquette,7.5,0,1,0,2012,Aubrey Plaza,9,0,1,0
1996,Woody Harrelson,1.5,0,1,0,1996,Randy Quaid,3,0,1,0,1996,Vanessa Angel,4.5,0,1,0,1996,Bill Murray,6,0,1,0,1996,Chris Elliott,7.5,0,1,0,1996,William Jordan,9,0,1,0
2016,Login to Edit Cast & Crew,1.5,0,1,0,2016,,3,0,1,0,2016,,4.5,0,1,0,2016,,6,0,1,0,2016,,7.5,0,1,0,2016,,9,0,1,0
1990,Christopher Walken,2,0,0,1,1990,David Caruso,4,0,0,1,1990,Laurence Fishburne,6,0,0,1,1990,Victor Argo,8,0,0,1,1990,Wesley Snipes,10,0,0,1,1990,Janet Julian,12,0,0,1
2016,Emilia SchÌ_le,1.5,0,1,0,2016,Jannik SchÌ_mann,3,0,1,0,2016,Sina Tkotsch,4.5,0,1,0,2016,Kyra Sophia Kahre,6,0,1,0,2016,Anna Bederke,7.5,0,1,0,2016,Sandra Borgmann,9,0,1,0
2000,Michael Douglas,1.5,0,1,0,2000,Benicio del Toro,3,0,1,0,2000,Jacob Vargas,4.5,0,1,0,2000,TomÌÁs MiliÌÁn,6,0,1,0,2000,Russell G. Jones,7.5,0,1,0,2000,Michael O'Neill,9,0,1,0
1956,Walter Pidgeon,1.5,0,1,0,1956,Anne Francis,3,0,1,0,1956,Leslie Nielsen,4.5,0,1,0,1956,Warren Stevens,6,0,1,0,1956,Jack Kelly,7.5,0,1,0,1956,Richard Anderson,9,0,1,0
2004,Ashley Olsen,1.5,0,1,0,2004,Mary-Kate Olsen,3,0,1,0,2004,Eugene Levy,4.5,0,1,0,2004,Andy Richter,6,0,1,0,2004,Riley Smith,7.5,0,1,0,2004,Drew Pinsky,9,0,1,0
2013,ValÌ©rie Bonneton,1.5,0,1,0,2013,Denis MÌ©nochet,3,0,1,0,2013,BÌ©rangÌ¬re McNeese,4.5,0,1,0,2013,Albert Delpy,6,0,1,0,2013,Tiphanie Daviot,7.5,0,1,0,2013,Constance DollÌ©,9,0,1,0
2008,Julia Roberts,1.5,0,1,0,2008,Carrie-Anne Moss,3,0,1,0,2008,Willem Dafoe,4.5,0,1,0,2008,Emily Watson,6,0,1,0,2008,Ryan Reynolds,7.5,0,1,0,2008,Hayden Panettiere,9,0,1,0
2010,Adrienne Pickering,1.5,0,1,0,2010,Zoe Naylor,3,0,1,0,2010,Gyton Grantley,4.5,0,1,0,2010,Damian Walshe-Howling,6,0,1,0,2010,Kieran Darcy-Smith,7.5,0,1,0,2010,Full Cast & Crew,9,0,1,0
2005,Jay Chou,2,0,0,1,2005,Shawn Yue,4,0,0,1,2005,Edison Chen,6,0,0,1,2005,Anthony Wong,8,0,0,1,2005,Anne Suzuki,10,0,0,1,2005,Tsuyoshi Abe,12,0,0,1
2007,Radha Mitchell,1.5,0,1,0,2007,Michael Vartan,3,0,1,0,2007,Sam Worthington,4.5,0,1,0,2007,Mia Wasikowska,6,0,1,0,2007,Caroline Brazier,7.5,0,1,0,2007,Stephen Curry,9,0,1,0
2009,Rumer Willis,1.5,0,1,0,2009,Briana Evigan,3,0,1,0,2009,Jamie Chung,4.5,0,1,0,2009,Leah Pipes,6,0,1,0,2009,Teri Andrzejewski,7.5,0,1,0,2009,Adam Berry,9,0,1,0
2016,Login to Edit Cast & Crew,1.5,0,1,0,2016,,3,0,1,0,2016,,4.5,0,1,0,2016,,6,0,1,0,2016,,7.5,0,1,0,2016,,9,0,1,0
2014,Britt Robertson,2,0,0,1,2014,Christian Slater,4,0,0,1,2014,Justin Long,6,0,0,1,2014,Martin Sheen,8,0,0,1,2014,Andy Buckley,10,0,0,1,2014,Cathryn de Prume,12,0,0,1
2013,Paul Rudd,1.5,0,1,0,2013,Paul Giamatti,3,0,1,0,2013,Sally Hawkins,4.5,0,1,0,2013,Peter Hermann,6,0,1,0,2013,Michael Drayer,7.5,0,1,0,2013,Halley Feiffer,9,0,1,0
1987,Lou Diamond Phillips,1.5,0,1,0,1987,Danielle von Zerneck,3,0,1,0,1987,Elizabeth PeÌ±a,4.5,0,1,0,1987,Rosanna DeSoto,6,0,1,0,1987,Esai Morales,7.5,0,1,0,1987,Joe Pantoliano,9,0,1,0
2012,Jodelle Ferland,1.5,0,1,0,2012,Christian Martyn,3,0,1,0,2012,Ellie Harvie,4.5,0,1,0,2012,Peter DaCunha,6,0,1,0,2012,Doug Murray,7.5,0,1,0,2012,Malcolm McDowell,9,0,1,0
2003,Vladimir Garin,1.5,0,1,0,2003,Konstantin Lavronenko,3,0,1,0,2003,Nataliya Vdovina,4.5,0,1,0,2003,Vanya Dobronravov,6,0,1,0,2003,Yelizaveta Aleksandrova,7.5,0,1,0,2003,Lazar Dubovik,9,0,1,0
1993,Samuel L. Jackson,1.5,0,1,0,1993,Michael Lerner,3,0,1,0,1993,Margaret Colin,4.5,0,1,0,1993,Nicolas Cage,6,0,1,0,1993,Dabney Coleman,7.5,0,1,0,1993,Brad Dourif,9,0,1,0
2011,Jet Li,1.5,0,1,0,2011,Zhou Xun,3,0,1,0,2011,Chen Kun,4.5,0,1,0,2011,Kwai Lun-Mei,6,0,1,0,2011,Li Yu-Chun,7.5,0,1,0,2011,Fan Siu-Wong,9,0,1,0
1991,Miki Imai,1.5,0,1,0,1991,ToshirÅç Yanagiba,3,0,1,0,1991,YÅçko Honna,4.5,0,1,0,1991,Mayumi Iizuka,6,0,1,0,1991,Masahiro Itou,7.5,0,1,0,1991,Chie Kitagawa,9,0,1,0
2010,Jon Foo,1.5,0,1,0,2010,Kelly Overton,3,0,1,0,2010,Cary-Hiroyuki Tagawa,4.5,0,1,0,2010,Ian Anthony Dale,6,0,1,0,2010,Luke Goss,7.5,0,1,0,2010,Lateef Crowder,9,0,1,0
2015,Mark Hamill,1.5,0,1,0,2015,Troy Baker,3,0,1,0,2015,Nolan North,4.5,0,1,0,2015,Josh Keaton,6,0,1,0,2015,Khary Payton,7.5,0,1,0,2015,James Arnold Taylor,9,0,1,0
1991,Steven Seagal,1.5,0,1,0,1991,William Forsythe,3,0,1,0,1991,Anthony DeSando,4.5,0,1,0,1991,Dan Inosanto,6,0,1,0,1991,Jerry Orbach,7.5,0,1,0,1991,Jo Champa,9,0,1,0
1940,Cary Grant,1.5,0,1,0,1940,Katharine Hepburn,3,0,1,0,1940,James Stewart,4.5,0,1,0,1940,Ruth Hussey,6,0,1,0,1940,Roland Young,7.5,0,1,0,1940,Henry Daniell,9,0,1,0
2011,Joseph Cross,1.5,0,1,0,2011,John Pyper-Ferguson,3,0,1,0,2011,Brando Eaton,4.5,0,1,0,2011,Nicole Badaan,6,0,1,0,2011,Sherry Stringfield,7.5,0,1,0,2011,Sara Swain,9,0,1,0
2006,Abbie Cornish,1.5,0,1,0,2006,Heath Ledger,3,0,1,0,2006,Geoffrey Rush,4.5,0,1,0,2006,Tony Martin,6,0,1,0,2006,Noni Hazlehurst,7.5,0,1,0,2006,Roberto Meza-Mont,9,0,1,0
2015,YÅÇki Kaji,1.5,0,1,0,2015,Yui Ishikawa,3,0,1,0,2015,Marina Inoue,4.5,0,1,0,2015,Full Cast & Crew,6,0,1,0,2015,,7.5,0,1,0,2015,,9,0,1,0
2012,Ann Dowd,1.5,0,1,0,2012,Dreama Walker,3,0,1,0,2012,Pat Healy,4.5,0,1,0,2012,Philip Ettinger,6,0,1,0,2012,James McCaffrey,7.5,0,1,0,2012,Ashlie Atkinson,9,0,1,0
1966,Yul Brynner,1.5,0,1,0,1966,Robert Fuller,3,0,1,0,1966,JuliÌÁn Mateos,4.5,0,1,0,1966,Warren Oates,6,0,1,0,1966,Claude Akins,7.5,0,1,0,1966,Elisa MontÌ©s,9,0,1,0
2010,Emma Thompson,1.5,0,1,0,2010,Ralph Fiennes,3,0,1,0,2010,Maggie Gyllenhaal,4.5,0,1,0,2010,Maggie Smith,6,0,1,0,2010,Rhys Ifans,7.5,0,1,0,2010,Asa Butterfield,9,0,1,0
1990,Gary Oldman,1.5,0,1,0,1990,Tim Roth,3,0,1,0,1990,Richard Dreyfuss,4.5,0,1,0,1990,Livio Badurina,6,0,1,0,1990,Tomislav Maretic,7.5,0,1,0,1990,Mare Mlacnik,9,0,1,0
2010,Ryan Reynolds,2,0,0,1,2010,JosÌ© Luis GarcÌ_a PÌ©rez,4,0,0,1,2010,Robert Paterson,6,0,0,1,2010,Stephen Tobolowsky,8,0,0,1,2010,Samantha Mathis,10,0,0,1,2010,Ivana MiÌ±o,12,0,0,1
2003,Edward Burns,1.5,0,1,0,2003,Rachel Weisz,3,0,1,0,2003,Morris Chestnut,4.5,0,1,0,2003,Dustin Hoffman,6,0,1,0,2003,Andy GarcÌ_a,7.5,0,1,0,2003,Robert Forster,9,0,1,0
2005,Essie Davis,2,0,0,1,2005,Sean Harris,4,0,0,1,2005,Marcel Iureéª,6,0,0,1,2005,Crispin Letts,8,0,0,1,2005,John Lynch,10,0,0,1,2005,Ruth Negga,12,0,0,1
2012,Leticia Dolera,1.5,0,1,0,2012,Javier Botet,3,0,1,0,2012,Diego MartÌ_n,4.5,0,1,0,2012,Ismael MartÌ_nez,6,0,1,0,2012,ÌÛlex Monner,7.5,0,1,0,2012,Carla Nieto,9,0,1,0
2010,Evan Rachel Wood,1.5,0,1,0,2010,James McAvoy,3,0,1,0,2010,Kevin Kline,4.5,0,1,0,2010,Robin Wright,6,0,1,0,2010,Alexis Bledel,7.5,0,1,0,2010,Justin Long,9,0,1,0
2014,AdÌ¬le Haenel,1.5,0,1,0,2014,Kevin Azais,3,0,1,0,2014,Antoine Laurent,4.5,0,1,0,2014,Brigitte RoÌ_an,6,0,1,0,2014,William Lebghil,7.5,0,1,0,2014,Thibaut Berducat,9,0,1,0
1971,Terence Hill,1.5,0,1,0,1971,Bud Spencer,3,0,1,0,1971,Silvia Monti,4.5,0,1,0,1971,George Martin,6,0,1,0,1971,Diana Lorys,7.5,0,1,0,1971,MÌ_nica Randall,9,0,1,0
2008,Dakota Fanning,1.5,0,1,0,2008,Josh Hutcherson,3,0,1,0,2008,Forest Whitaker,4.5,0,1,0,2008,Guy Pearce,6,0,1,0,2008,Kate Beckinsale,7.5,0,1,0,2008,Jeanne Tripplehorn,9,0,1,0
2006,James Franco,1,1,0,0,2006,Scott Hazell,2,1,0,0,2006,Mac McDonald,3,1,0,0,2006,Philip Winchester,4,1,0,0,2006,Todd Boyce,5,1,0,0,2006,Karen Ford,6,1,0,0
2011,Jennifer Love Hewitt,1.5,0,1,0,2011,Betty White,3,0,1,0,2011,Sean Faris,4.5,0,1,0,2011,Gil Gerard,6,0,1,0,2011,Meghann Fahy,7.5,0,1,0,2011,Nadia Dajani,9,0,1,0
2009,Forest Whitaker,1.5,0,1,0,2009,Bonnie Hunt,3,0,1,0,2009,Taraji P. Henson,4.5,0,1,0,2009,Alexander Asefa,6,0,1,0,2009,Full Cast & Crew,7.5,0,1,0,2009,,9,0,1,0
2002,Heath Ledger,1.5,0,1,0,2002,Wes Bentley,3,0,1,0,2002,Kate Hudson,4.5,0,1,0,2002,Djimon Hounsou,6,0,1,0,2002,Michael Sheen,7.5,0,1,0,2002,Kris Marshall,9,0,1,0
1998,Dave Chappelle,2,0,0,1,1998,Tommy Chong,4,0,0,1,1998,Harland Williams,6,0,0,1,1998,Guillermo DÌ_az,8,0,0,1,1998,Jim Breuer,10,0,0,1,1998,Rachel True,12,0,0,1
1949,ChishÌÈ RyÌÈ,1.5,0,1,0,1949,Setsuko Hara,3,0,1,0,1949,Yumeji Tsukioka,4.5,0,1,0,1949,Haruko Sugimura,6,0,1,0,1949,Hohi Aoki,7.5,0,1,0,1949,Jun Usami,9,0,1,0
2000,Meg Ryan,1,1,0,0,2000,Russell Crowe,2,1,0,0,2000,David Morse,3,1,0,0,2000,Pamela Reed,4,1,0,0,2000,David Caruso,5,1,0,0,2000,Flora MartÌ_nez,6,1,0,0
2007,Cate Blanchett,1.5,0,1,0,2007,Clive Owen,3,0,1,0,2007,Geoffrey Rush,4.5,0,1,0,2007,Tom Hollander,6,0,1,0,2007,Abbie Cornish,7.5,0,1,0,2007,Rhys Ifans,9,0,1,0
2006,William Hanna,1.5,0,1,0,2006,Mark Hamill,3,0,1,0,2006,Kathy Najimy,4.5,0,1,0,2006,Charles Nelson Reilly,6,0,1,0,2006,Kevin Michael Richardson,7.5,0,1,0,2006,Wallace Shawn,9,0,1,0
2002,Matthew Davis,1.5,0,1,0,2002,Bruce Greenwood,3,0,1,0,2002,Olivia Williams,4.5,0,1,0,2002,Zach Galifianakis,6,0,1,0,2002,Scott Foley,7.5,0,1,0,2002,Holt McCallany,9,0,1,0
1999,Anthony Hopkins,1.5,0,1,0,1999,Jessica Lange,3,0,1,0,1999,Jonathan Rhys Meyers,4.5,0,1,0,1999,Matthew Rhys,6,0,1,0,1999,Osheen Jones,7.5,0,1,0,1999,Dario D'Ambrosi,9,0,1,0
2007,Marc Worden,1.5,0,1,0,2007,Gwendoline Yeo,3,0,1,0,2007,John McCook,4.5,0,1,0,2007,Full Cast & Crew,6,0,1,0,2007,,7.5,0,1,0,2007,,9,0,1,0
2009,Benicio del Toro,1,1,0,0,2009,Catalina Sandino Moreno,2,1,0,0,2009,Franka Potente,3,1,0,0,2009,DemiÌÁn Bichir,4,1,0,0,2009,ÌÒscar Jaenada,5,1,0,0,2009,Rodrigo Santoro,6,1,0,0
1934,Johnny Weissmuller,2,0,0,1,1934,Maureen O'Sullivan,4,0,0,1,1934,Neil Hamilton,6,0,0,1,1934,Paul Cavanagh,8,0,0,1,1934,Forrester Harvey,10,0,0,1,1934,Nathan Curry,12,0,0,1
2003,Brendan Fraser,1,1,0,0,2003,Jenna Elfman,2,1,0,0,2003,Steve Martin,3,1,0,0,2003,Timothy Dalton,4,1,0,0,2003,Heather Locklear,5,1,0,0,2003,Joan Cusack,6,1,0,0
