studio,genres,num_voted_users,num_user_for_reviews,imdb_score,aspect_ratio,movie_facebook_likes,Type,Year,Runtime,Budget,budget.diff,Revenue.diff,Actor1,Actor2,Actor3,Actor4,Actor5,Actor6
Par.,Biography,52533,235,7.5,1.85,10000,PG13,2007,123,21000000,-18384502.9,-62957114.5,1,1,2,4,3,3
Vari.,Action,4670,27,6,2.35,0,R,2011,125,30000000,-9249103.35,-110873208.6,2,3,4,4,3,3
CBS,Drama,13506,68,4,2.35,0,PG13,2013,88,5000000,-39204533.29,-111416236.6,2,3,1,4,3,3
SGem,Action,22243,144,4.6,2.35,686,PG13,2004,97,20000000,-23358824.19,-38993839.7,1,3,1,4,3,3
SGem,Mystery,18632,354,5.3,1.85,656,R,2003,119,12000000,-32059891.96,-118494860,2,2,1,4,3,3
SGem,Comedy,13145,215,3.6,1.85,725,R,2002,89,10000000,-31044295.73,-109975687.5,2,3,2,1,3,3
NL,Comedy,147597,395,6.9,1.85,21000,PG,2003,97,32000000,-12059891.96,54903635,1,4,4,1,3,3
WDim.,Horror,47227,323,5.2,1.33,0,PG13,2011,86,5000000,-34249103.35,-85418632.6,1,3,4,4,3,3
Uni.,Drama,28099,220,5.9,2.35,0,R,2001,131,57000000,14363337.62,-46327868.4,2,3,2,2,3,3
ATO,Biography,14757,51,6.2,2.35,0,R,2010,108,12500000,-30923745.41,-110225233.5,2,5,1,4,3,3
PDW,Comedy,16271,57,5.4,1.85,1000,PG,2009,100,35000000,-5301245.04,-41993939.1,2,3,2,2,3,3
MGM,Comedy,150020,568,8.3,1.37,0,Approved,1952,103,2540800,895400,-3135327.5,2,3,4,4,3,3
BV,Action,81026,194,7.3,2.35,0,R,1995,116,53000000,20973544.18,56882345.9,2,3,2,4,3,3
Fox,Biography,15448,174,5.6,2.35,15000,PG13,2014,138,22000000,-19642067.61,-67603730.8,1,3,4,1,3,3
WB,Comedy,60460,104,7.7,1.85,14000,PG,2010,90,14000000,-29423745.41,-109553704.5,2,3,1,4,3,3
Fox,Action,53126,254,6.6,2.35,0,R,2001,98,25000000,-17636662.38,-44002916.4,1,3,3,2,3,3
Sony,Comedy,41239,166,4.6,1.85,887,R,2005,83,22000000,-18768502.66,-73820373.13,1,1,3,4,3,3
Uni.,Drama,7976,61,5.3,2.35,0,R,2015,122,10000000,-32177171.7,-149540728.7,2,2,3,3,3,3
Uni.,Comedy,62198,139,5.6,1.85,0,R,2012,98,35000000,-7582235.14,-110040563.7,2,3,1,3,3,3
Mira.,Drama,63931,241,7.6,1.85,0,R,1993,121,7000000,-15558951.85,29963252.21,3,3,2,3,3,3
IsAl,Comedy,11031,45,6.5,2.35,739,R,1985,104,2000000,-11693832.55,-57142313.21,3,3,3,4,3,3
Mira.,Comedy,85423,374,6.9,1.85,12000,PG13,2001,90,28000000,-14636662.38,-30924459.4,2,2,4,1,3,3
Uni.,Comedy,28005,236,6.2,2.35,0,PG13,2006,115,20000000,-17894725.68,-45862776.83,2,2,2,4,3,3
Gold.,Drama,2047,29,4.6,2.35,0,PG13,2015,121,5000000,-37177171.7,-148032956.7,2,3,4,4,3,3
BV,Comedy,60494,132,6.7,1.85,16000,PG,1993,96,28000000,5441048.15,-47222034.79,2,3,2,4,3,3
Par.,Drama,47876,320,6.1,1.85,0,PG13,2001,112,13000000,-29636662.38,-17402487.4,2,3,4,4,3,3
BV,Horror,25870,281,5.1,2.35,0,PG13,2006,100,9000000,-28894725.68,-59995329.83,1,3,2,1,3,3
Fox,Action,42761,366,5.6,2.35,2000,R,1999,82,27000000,-15518279.65,-44548665,2,2,4,4,3,3
BV,Drama,12037,90,5.1,2.35,943,R,1995,135,50000000,17973544.18,-90122442.1,2,2,2,4,3,3
BV,Adventure,38949,112,7.1,1.85,0,R,1993,120,32000000,9441048.15,-50002838.79,2,3,3,4,3,3
Sony,Action,41663,141,5.4,1.37,531,PG13,2002,97,70000000,28955704.27,-77013195.5,2,2,2,4,3,3
Focus,Crime,189249,398,7.7,1.85,0,R,2007,100,51500000,12115497.1,-49015542.5,2,3,2,4,3,3
Orion,Crime,887467,916,8.6,1.85,40000,R,1991,118,19000000,-6199090.91,193989455.8,4,3,2,2,3,3
Uni.,Comedy,34079,97,6,1.85,0,PG13,2008,99,30000000,-10963509.83,-42498121.3,1,3,2,2,3,3
Sony,Crime,25462,200,5.8,2.35,804,PG13,2001,106,30000000,-12636662.38,-84821154.4,2,3,3,4,3,3
WB,Action,23747,207,4,2.35,0,PG13,2004,84,40000000,-3358824.19,-63440540.7,2,3,4,2,3,3
MGMW,Comedy,26100,97,5.9,2.35,484,PG13,2006,100,20000000,-17894725.68,-69292855.83,2,2,2,4,3,3
Fox,Adventure,89687,666,2.3,1.85,0,PG13,2007,86,20000000,-19384502.9,-17262334.5,2,3,1,4,3,3
Uni.,Adventure,9513,116,7.7,1.85,0,PG,1977,121,22000000,13909411.77,-97641205,2,3,4,2,3,3
WB,Comedy,92924,339,7.2,2.35,19000,R,1987,97,8500000,-4660000.13,-25572702.06,1,3,1,5,3,3
UA,FilmNoir,32927,161,7.6,1.37,0,Unrated,1945,111,1500000,148748.25,2028403.5,2,3,4,1,3,3
CBS,Comedy,185845,284,7.2,2.35,52000,R,2012,110,15000000,-27582235.14,-114778236.7,2,4,1,4,3,3
Sony,Action,55350,180,5.9,1.85,0,PG13,1995,134,55000000,22973544.18,27095585.9,2,1,2,4,3,3
Fox,Adventure,33186,78,5.9,1.85,0,PG,1994,99,50000000,21527703.12,-85913903.8,2,3,2,4,3,3
WB,Drama,66959,258,7.9,2.2,0,Approved,1964,170,17000000,13093104.88,30650449.37,2,3,4,2,3,3
Over.,Drama,34985,135,5.4,2.35,0,R,2010,105,22000000,-21423745.41,-101829198.5,1,2,2,4,3,0
Sony,Adventure,41664,205,5.9,1.85,0,PG13,2001,91,17700000,-24936662.38,-77453068.4,1,5,4,2,3,3
PDW,Comedy,80338,264,5.9,1.85,0,PG13,2010,114,69000000,25576254.59,-24921059.5,2,3,4,4,3,3
TriS,Biography,68159,209,7.2,2.35,0,R,1991,140,38000000,12800909.09,-44336573.22,2,1,4,3,3,3
Par.,Crime,21283,190,5.5,2.35,361,PG13,2001,89,75000000,32363337.62,-54191469.4,2,2,2,3,3,3
WB,Comedy,55749,257,6.1,2.35,0,PG13,1998,104,75000000,31407415.73,-58569172,2,2,4,2,3,3
Uni.,Comedy,78974,141,6.2,1.85,11000,R,2012,124,30000000,-12582235.14,-80290746.7,2,3,2,3,3,3
UA,Drama,76616,334,7.9,1.85,0,X,1969,113,3600000,-2111021.75,-12641716,3,4,3,2,3,3
RTWC,Comedy,37156,129,5.3,2.35,0,R,2012,91,3000000,-39582235.14,-122252543.7,2,5,3,2,3,3
DW,Comedy,82819,263,6.7,1.85,0,PG13,2005,95,58000000,17231497.34,6633903.87,2,3,4,2,3,3
BV,Comedy,63625,64,5.2,1.85,0,PG,1997,93,80000000,36931143.78,62488528.4,2,2,2,4,3,3
WB,Action,27305,284,5.1,2.35,604,R,2000,102,63600000,18822477.06,-81906824.6,2,2,2,5,3,3
SGem,Drama,25960,389,4.1,1.85,1000,PG13,2005,89,20000000,-20768502.66,-29027668.13,1,3,2,2,3,3
SonR,Action,31293,254,5.3,2.35,648,PG13,2003,116,75000000,30940108.04,-67352224,2,2,4,4,3,3
Sony,Comedy,110432,309,5.8,1.85,0,PG13,2002,96,50000000,8955704.27,60695202.5,2,3,2,3,3,3
Par.,Horror,39690,394,6.1,1.85,0,R,1981,87,1250000,-9569444.44,-27632561.19,3,3,3,4,3,3
BV,Animation,13319,53,6.3,1.78,347,G,2000,77,30000000,-14777522.94,-55765284.6,2,3,4,2,3,3
WB,Horror,16294,252,3.7,1.85,889,R,1977,118,14000000,5909411.765,-78892063,2,3,2,4,3,3
BV,Action,47819,164,6.1,1.85,2000,PG,1990,103,47000000,23289980.87,20931735.83,4,2,4,3,3,3
FoxS,Comedy,37714,204,7.1,1.85,0,PG13,2007,108,2000000,-37384502.9,-81948468.5,2,3,3,4,3,3
Col.,Comedy,21079,55,5.2,1.85,818,PG13,1988,108,20000000,5706842.11,-40742028.65,2,3,2,4,3,3
Sum.,Drama,13174,81,7.2,1.85,0,PG13,2011,98,10000000,-29249103.35,-109222304.6,3,3,4,1,3,3
Free,Action,29994,86,6.9,2.35,0,PG13,2010,98,8000000,-35423745.41,-107855873.5,2,4,2,4,3,3
NL,Family,22649,212,5.9,2.35,1000,PG,2004,103,15000000,-28358824.19,-95119223.7,2,3,2,4,3,3
SonR,Drama,41685,754,7,2.35,3000,PG13,2005,135,40000000,-768502.66,-64549907.13,1,3,2,4,3,3
SPC,Comedy,23629,141,7.3,2.35,0,PG13,2010,129,8000000,-35423745.41,-93184654.5,2,3,4,3,3,3
UTV,Comedy,70233,321,8.4,2.35,0,NotRated,2006,157,2200000,-35694725.68,-75598273.83,3,3,3,3,3,3
FoxS,Drama,37952,298,6.5,1.85,938,R,2002,93,8000000,-33044295.73,-93718208.5,3,3,3,4,3,3
SonR,Biography,32370,196,6.9,1.85,0,PG,2003,109,32000000,-12059891.96,-66217398,2,1,4,2,3,3
SPC,Comedy,19715,166,5.9,2.35,515,R,2006,88,6500000,-31394725.68,-73731987.83,3,3,3,3,3,3
IFC,Comedy,54601,200,6.4,1.85,23000,NotRated,2009,91,800000,-39501245.04,-113043737.1,3,3,3,2,3,3
Sony,Action,15814,68,5.4,2.35,503,R,1996,100,25000000,-9989060.86,-40401041.87,2,3,1,1,3,3
WB,Comedy,29932,211,6.9,1.85,0,R,1982,120,8000000,-6183333.33,-67929450.08,1,3,4,2,3,3
Col.,Action,48629,134,6.9,1.85,0,R,1981,106,10000000,-819444.44,35944662.81,2,3,4,4,3,3
BV,Comedy,44816,259,6.4,1.85,0,PG13,2000,127,30000000,-14777522.94,-64283813.6,2,2,2,2,3,3
WB,Action,44248,373,6,2.35,0,R,1998,99,75000000,31407415.73,-90684666,2,3,4,3,3,3
Gold.,Drama,17068,215,6.5,1.85,0,PG,2008,122,500000,-40463509.83,-72875253.3,3,3,3,1,3,3
MGM,Comedy,63459,185,6.9,2.35,3000,PG13,1996,113,27000000,-7989060.86,-67080090.87,2,2,4,3,3,3
USA,Crime,170684,867,7.6,1.85,0,R,2000,148,48000000,3222477.06,106195907.4,2,3,3,4,3,3
Col.,Biography,21409,63,6.8,1.85,0,PG13,1987,108,6500000,-6660000.13,-3579853.06,1,3,3,1,3,3
Uni.,Comedy,19230,59,6.1,2.35,0,PG,2010,109,35000000,-8423745.41,-18062528.5,2,2,2,3,3,3
LGF,Drama,118684,447,7,2.35,24000,R,2010,94,1987650,-41436095.41,-92156436.5,3,3,3,4,3,3
MGM,Action,35565,247,6.6,2.35,2000,PG13,2006,140,60000000,22105274.32,-69300424.83,2,3,4,4,3,3
Par.,Adventure,28130,215,6.5,2.35,0,PG13,2002,132,35000000,-6044295.73,-80691687.5,2,3,2,3,3,3
Uni.,Comedy,48225,164,6.7,1.85,0,R,1998,82,8000000,-35592584.27,-87792529,2,3,3,1,3,3
Uni.,Biography,54787,216,6.9,1.85,0,PG13,2007,114,25000000,-14384502.9,-29890335.5,2,2,2,4,3,3
WB,Adventure,24183,160,5.7,2.35,665,PG,2003,90,80000000,35940108.04,-49980039,2,3,2,4,3,3
Uni.,Action,179500,378,6,2.35,0,PG13,2006,104,85000000,47105274.32,71367867.17,2,3,4,2,3,3
Fox,Comedy,15665,35,6.4,2.35,0,PG,2012,94,22000000,-20582235.14,-57088321.7,1,3,4,4,3,3
WB,Action,25346,167,5.7,2.35,470,R,2000,117,40000000,-4777522.94,-71120712.6,2,2,1,4,3,3
Focus,Drama,17373,148,6.2,2.35,767,PG13,2004,141,23000000,-20358824.19,-93862886.7,2,3,2,4,3,3
WB,Action,16761,277,3.6,2.35,391,R,2002,91,70000000,28955704.27,-90650299.5,1,3,4,4,3,3
Uni.,Biography,52339,200,7.2,1.85,0,PG,1985,161,31000000,17306167.45,70966232.79,2,1,2,5,3,3
FoxS,Comedy,7098,41,5,1.85,0,PG13,2013,96,8500000,-35704533.29,-104139029.6,2,3,2,2,3,3
MGM,Comedy,13194,59,5.5,2.35,671,PG13,2005,105,25000000,-15768502.66,-59869177.13,2,3,4,4,3,3
MGMW,Biography,47626,118,7.6,2.35,0,PG13,2007,126,15000000,-24384502.9,-73901754.5,2,3,2,2,3,3
Uni.,Adventure,31209,106,6.1,2.35,0,G,2008,100,60000000,19036490.17,-55454425.3,2,2,2,2,3,3
Fox,Action,19824,179,3.7,2.35,0,PG13,2009,97,50000000,9698754.96,-102264198.1,2,2,2,3,3,3
FoxS,Drama,68222,545,6.8,1.85,0,R,2003,100,2000000,-42059891.96,-113893840,3,3,3,4,3,3
Par.,Action,23579,88,5.5,2.35,0,R,1995,106,30000000,-2026455.82,-76456849.1,2,3,4,4,3,3
Uni.,Action,38017,247,6.4,2.35,12000,PG,1980,111,35000000,20932608.7,-30108590.61,2,3,4,4,3,3
BV,Drama,26434,174,7,2.35,0,G,2002,127,20000000,-21044295.73,-34977290.5,2,3,4,2,3,3
BV,Adventure,38203,290,4,1.85,0,PG,1993,104,42000000,19441048.15,-65891840.79,2,2,4,4,3,3
App.,Biography,39260,129,6.6,2.35,0,R,2010,106,10000000,-33423745.41,-108313105.5,2,2,2,4,3,3
Uni.,Action,53471,224,5.4,2.35,29000,R,2012,96,15000000,-27582235.14,-118591952.7,2,2,2,3,3,3
UA,Crime,123090,888,8,1.85,4000,R,2002,120,4000000,-37044295.73,-75009859.5,3,3,3,4,3,3
Uni.,Comedy,11600,64,6.7,2.35,7000,R,2013,123,17000000,-27204533.29,-54970343.6,2,3,4,4,3,3
UFD,Horror,49669,419,7.2,1.85,3000,Unrated,1985,102,3500000,-10193832.55,-23532972.21,1,3,4,2,3,3
BV,Drama,32353,263,6.5,1.85,0,PG13,1998,170,60000000,16407415.73,81631014,2,3,1,4,3,3
Par.,Crime,66966,175,7.4,1.85,0,R,1985,113,12000000,-1693832.55,11174020.79,2,3,4,3,3,3
WIP,Drama,168398,492,8,1.85,13000,R,2004,77,2700000,-40658824.19,-93994122.7,4,3,4,3,3,3
WB,Drama,43991,695,5.2,2.35,0,R,2002,101,35000000,-6044295.73,-65095222.5,4,3,1,2,3,3
Uni.,Action,284792,366,7.3,2.35,54000,PG13,2011,130,125000000,85750896.65,515156118.4,2,3,2,1,3,3
Uni.,Comedy,51842,173,6.3,2.35,0,PG13,2004,98,31000000,-12358824.19,-68474730.7,2,3,4,4,3,3
WB,Comedy,44838,223,6.6,2.35,0,PG,2005,119,25000000,-15768502.66,-57167466.13,1,3,4,3,3,3
Focus,Drama,98354,433,7.7,1.85,0,R,2000,110,5000000,-39777522.94,8680182.4,3,3,3,2,3,3
Sony,Comedy,33287,201,5.9,1.85,739,PG13,2001,90,22000000,-20636662.38,-89089194.4,2,3,1,2,3,3
WB,Action,20295,164,3.8,1.85,416,PG13,2002,95,100000000,58955704.27,-103470359.5,2,3,2,3,3,3
LGF,Drama,41509,300,5.6,1.85,0,PG13,2010,87,1800000,-41623745.41,-43570826.5,3,3,3,2,3,3
BV,Action,15697,182,6,2.35,0,R,2008,160,45000000,4036490.17,-97007737.3,2,3,2,4,3,3
FD,Drama,31414,180,4.3,2.35,0,R,2011,127,10000000,-29249103.35,-110677679.6,3,3,3,4,3,3
Wein.,Comedy,40514,234,6.8,2.35,808,R,2005,96,10000000,-30768502.66,-78923283.13,2,3,2,4,3,3
Mira.,Comedy,37530,106,6.2,1.85,0,R,2009,92,8000000,-32301245.04,-104179616.1,2,2,2,3,3,3
ParV,Drama,46813,150,6.7,1.78,12000,PG13,2011,90,250000,-38999103.35,-107439203.6,2,3,2,2,3,3
Mira.,Action,14325,90,6.7,2.35,0,R,2006,105,18000000,-19894725.68,-85269076.83,2,2,2,4,3,3
USA,Drama,65201,651,7.3,2.35,0,R,2001,137,19800000,-22836662.38,-20686719.4,2,3,2,1,3,3
Fox,Horror,13913,120,4,1.85,0,R,2014,89,7000000,-34642067.61,-98969819.8,1,3,1,4,3,3
LGF,Comedy,22105,81,7.6,1.85,14000,PG13,2013,115,5500000,-38704533.29,-27528332.6,1,3,4,1,3,3
MGM,Action,24790,173,5.2,2.35,0,R,1995,98,25000000,-7026455.82,-93904849.1,2,3,4,5,3,3
Sony,Drama,57140,195,6.2,1.85,6000,R,1996,101,15000000,-19989060.86,-67334058.87,1,2,1,4,3,3
MGM,Comedy,114762,299,7.4,1.85,19000,PG13,2007,106,12000000,-27384502.9,-92834235.5,2,3,4,2,3,3
Sony,Biography,22447,210,6.4,1.85,0,PG13,2001,132,48000000,5363337.62,-72697455.4,2,3,1,4,3,3
Par.,Comedy,14315,101,5.3,1.85,201,PG13,2002,100,29000000,-12044295.73,-93644147.5,2,3,4,3,3,3
Fox,Action,40346,95,5.6,1.85,1000,PG13,1996,107,50000000,15010939.14,-31894190.87,2,2,4,4,3,3
MGM,Drama,44913,181,6,2.35,3000,R,2001,118,42000000,-636662.38,-73038443.4,2,2,4,4,3,3
MGM,Horror,13065,253,4.6,1.85,897,R,1999,104,21000000,-21518279.65,-83656374,1,5,1,1,3,3
WDim.,Drama,24969,258,4.7,2.35,0,PG13,2006,90,38000000,105274.32,-57192739.83,2,3,1,4,3,3
SGem,Action,149549,348,6.3,2.35,0,R,2007,94,45000000,5615497.1,43589934.5,2,2,2,4,3,3
Wein.,Action,29285,174,5.4,2.35,0,PG13,2007,102,67000000,27615497.1,-78824860.5,2,1,2,3,3,3
Mira.,Biography,50197,265,7.4,2.35,0,R,1994,99,5000000,-23472296.88,-99536273.8,3,2,3,4,3,3
WB,Action,65464,1308,2.4,2.35,0,PG13,2000,118,44000000,-777522.94,-79919817.6,2,3,2,1,3,3
WB,Biography,19126,155,6.7,2.35,0,PG,1997,127,20000000,-23068856.22,-55488697.6,2,3,4,3,3,3
NL,Fantasy,19331,317,4.3,1.85,949,R,1993,87,3000000,-19558951.85,-86736732.79,3,3,3,2,3,3
Rela.,Action,22309,102,6.3,2.35,0,R,2010,100,425000000,381576254.6,-100221347.5,2,3,4,4,3,3
WB,Comedy,81599,250,7.4,1.85,0,R,1980,98,6000000,-8067391.3,-17370206.61,1,3,4,2,3,3
Par.,Action,34471,147,5,1.85,0,PG13,1995,109,50000000,17973544.18,51495150.9,4,3,2,2,3,3
LGF,Comedy,36983,100,5.9,1.85,0,R,2008,101,20000000,-20963509.83,-69711062.3,2,2,2,4,3,3
Par.,Action,136048,700,7.2,2.35,0,R,2004,98,32000000,-11358824.19,-59079315.7,1,3,4,1,3,3
Mira.,Crime,41361,148,7.3,2.35,0,R,1992,112,3705538,-18111195.93,-24360072.52,3,3,1,4,3,3
WB,Action,34435,346,4.5,2.35,886,PG13,2001,116,94000000,51363337.62,-53696025.4,4,1,4,2,3,3
Sony,Crime,90677,389,6.5,2.35,0,R,1998,108,20000000,-23592584.27,-38052549,2,2,1,2,3,3
WB,Drama,87331,364,7.5,2.35,18000,PG,2007,114,25000000,-14384502.9,-38005872.5,2,4,2,4,3,3
Uni.,Comedy,38248,250,6.1,1.85,0,PG13,2005,88,15000000,-25768502.66,-49045489.13,1,2,1,2,3,3
Fox,Comedy,21176,107,6.1,1.85,0,PG,2012,104,25000000,-17582235.14,-14428265.7,4,3,2,2,3,3
Uni.,Crime,204063,764,7.2,2.35,0,R,2002,124,78000000,36955704.27,98621965.5,2,3,2,4,3,3
Fox,Drama,6359,69,6.8,2.2,0,Unrated,1953,135,5000000,2357142.857,16507837.86,4,3,4,3,3,3
Mira.,Comedy,24921,166,7.7,2.35,0,R,2003,99,8000000,-36059891.96,-115062541,3,3,3,4,3,3
Sony,Comedy,74887,129,6.7,1.85,0,PG13,2008,89,9000000,-31963509.83,-73357633.3,1,3,1,4,3,3
Fox,Biography,76398,258,8,2.2,0,GP,1970,172,12000000,3281641.273,39802548.27,4,3,4,3,3,3
UA,Adventure,8856,90,7.4,1.85,0,G,1979,118,2700000,-11447222.22,-32602079.39,3,3,3,3,3,3
FoxS,Drama,3024,22,6.1,2.35,0,PG13,2011,104,134005,-39115098.35,-109649325.6,1,2,2,3,3,3
Gold.,Drama,2417,32,6,2.35,0,PG13,2013,114,1200000,-43004533.29,-123734518.6,3,3,3,1,3,3
Anch.,Action,12128,61,5.6,2.35,0,R,2011,113,20000000,-19249103.35,-110964077.6,2,2,3,4,3,3
Uni.,Horror,104089,319,6.3,2.35,16000,PG13,2010,80,10000000,-33423745.41,-77725741.5,2,3,3,2,3,3
WB,Horror,16268,108,4.1,2.35,0,PG13,2012,82,17000000,-25582235.14,-124573005.7,2,3,2,4,3,3
UA,Western,25472,109,7,1.85,0,M,1968,114,1800000,-3875111.111,-17836511.56,2,3,1,4,3,3
MGM,Comedy,18271,150,4.4,1.85,0,R,2004,86,16000000,-27358824.19,-95164391.7,1,3,4,2,3,3
Par.,Action,26893,126,5.8,2.35,815,R,1998,97,70000000,26407415.73,-85381982,2,3,2,3,3,3
WIP,Drama,12049,135,6.8,2.35,1000,R,2004,96,6500000,-36858824.19,-108437782.7,2,3,3,2,3,3
Uni.,Action,191912,370,5.9,2.35,0,PG13,2003,107,76000000,31940108.04,117855778,2,3,1,4,3,3
Orion,Adventure,85362,181,6.9,2.35,0,PG,1989,90,10000000,-8666469.65,-44900312.31,2,3,4,2,3,3
Sony,Comedy,43027,214,6.8,2.35,0,PG13,1995,106,62000000,29973544.18,7374646.9,2,3,2,4,3,3
Magn.,Crime,8824,108,6.2,1.85,559,R,2007,90,5000000,-34384502.9,-103345796.5,1,3,4,2,3,3
SonR,Comedy,15052,116,5.2,2.35,484,PG13,2004,111,35000000,-8358824.19,-87951905.7,2,3,2,3,3,3
FoxS,Biography,36381,126,7.2,1.85,11000,R,2012,98,1000000,-41582235.14,-125062159.7,3,1,3,4,3,3
Par.,Adventure,19699,119,4.8,1.85,387,PG,2001,92,21150000,-21486662.38,-69002089.4,1,3,4,4,3,3
Par.,Biography,35834,284,5,2.35,0,R,2005,117,40000000,-768502.66,-49777999.13,1,3,4,4,3,3
Art.,Horror,62468,374,7,1.85,0,R,1999,99,12000000,-30518279.65,-80285992,2,3,4,4,3,3
FoxS,Comedy,5721,20,4.9,2.35,1000,PG13,2010,103,14000000,-29423745.41,-89899888.5,2,3,4,4,3,3
SonR,Comedy,68417,242,5.1,2.35,0,PG13,2002,105,55000000,13955704.27,44332360.5,2,2,2,4,3,3
Sony,Action,32224,62,5.6,2.35,617,R,1995,103,60000000,27973544.18,-65073736.1,2,3,4,4,3,3
WB,Action,38076,399,5.9,2.35,0,R,2001,125,62000000,19363337.62,-89720588.4,4,2,3,2,3,3
BV,Comedy,13830,61,6.1,1.85,680,PG13,1994,128,40000000,11527703.12,-78253084.8,2,2,4,3,3,3
UA,Drama,41170,298,6.2,2.35,0,R,2007,92,35000000,-4384502.9,-40912026.5,2,3,2,5,3,3
WB,Action,27580,232,5.5,2.35,742,R,2001,101,50000000,7363337.62,-28482164.4,4,3,2,1,3,3
Fox,Comedy,82743,201,7.5,1.85,7000,R,1992,120,11000000,-10816733.93,-33979851.52,2,3,1,2,3,3
LGF,Drama,40618,144,7,1.85,0,PG13,2010,91,5000000,-38423745.41,-106179858.5,2,3,4,2,3,3
Sony,Comedy,34896,118,4.3,1.85,877,R,1996,115,50000000,15010939.14,21206218.13,2,5,2,4,3,3
Sony,Drama,17740,165,7.2,1.85,0,R,1999,102,23000000,-19518279.65,-90591263,2,2,2,4,3,3
Uni.,Action,272223,988,6.7,2.35,14000,PG13,2001,106,38000000,-4636662.38,98843161.6,2,2,1,3,3,3
Par.,Action,35830,321,6,1.85,0,R,2003,94,55000000,10940108.04,-84260875,2,3,1,3,3,3
WB,Comedy,17365,66,5.9,2.35,630,PG13,1992,99,40000000,18183266.07,-72550986.52,2,5,2,4,3,3
WB,Action,62981,84,6.3,1.85,0,R,1995,132,50000000,17973544.18,-70201777.1,2,2,2,3,3,3
Art.,Comedy,9589,105,5.8,1.85,289,R,2001,95,6000000,-36636662.38,-106415525.4,3,3,2,4,3,3
BV,Biography,21606,117,7,2.35,0,PG13,1997,134,28000000,-15068856.22,-109803908.6,1,3,4,4,3,3
Uni.,Action,18723,146,6,1.85,0,PG13,1994,108,25000000,-3472296.88,-54521973.8,2,3,1,5,3,3
Sony,Comedy,33745,198,6.2,1.85,0,R,1999,92,25000000,-17518279.65,-97266849,2,3,5,4,3,3
Uni.,Action,33669,269,4.6,1.85,0,PG,1986,110,37000000,24017016.47,-11311957.53,2,3,2,4,3,3
Par.,Comedy,48458,239,6.2,1.85,0,PG13,1998,81,17000000,-26592584.27,-74921384,1,3,4,2,3,3
Sony,Comedy,46158,403,5.1,1.85,0,R,2002,84,43000000,1955704.27,-41877562.5,2,3,1,2,3,3
WB,Action,66382,612,5.1,2.35,0,PG13,2005,104,50000000,9231497.34,14583148.87,2,3,4,2,3,3
WB,Drama,96654,2047,7.4,2.35,0,PG13,2004,143,70000000,26641175.81,44662149.3,2,4,2,2,3,3
Par.,Biography,5917,50,5.3,2.35,177,PG13,2004,106,39000000,-4358824.19,-103372457.7,1,2,4,2,3,3
Uni.,Comedy,22639,217,5.5,1.85,300,PG13,2006,107,17000000,-20894725.68,-79786397.83,2,2,2,5,3,3
Par.,Comedy,31817,117,6.2,1.85,0,PG,1996,103,26000000,-8989060.86,24296475.13,1,3,1,4,3,3
IFC,Drama,8511,87,3.9,2.35,0,R,2013,99,250000,-43954533.29,-126538713.6,1,3,3,2,3,3
Uni.,Crime,9903,80,6,1.85,541,R,1992,91,12000000,-9816733.93,-49738962.52,1,4,4,2,3,3
SonR,Comedy,49486,116,5.5,1.85,886,PG,2003,92,60000000,15940108.04,45938984,2,3,2,4,3,3
Col.,Biography,40511,213,7.2,1.85,0,PG,1981,123,5500000,-5319444.44,9617566.81,1,3,4,3,3,3
Gram.,Comedy,120036,408,7.7,1.85,10000,R,1993,102,6900000,-15658951.85,-78743708.79,3,3,3,2,3,3
NL,Drama,45231,315,7.3,1.85,0,PG13,2000,145,80000000,35222477.06,-66753071.6,2,1,4,2,3,3
Dim.,Action,24438,194,6.6,2.35,0,R,1995,98,8,-32026447.82,-100504833.1,3,3,3,4,3,3
Sony,Comedy,98794,251,5.4,1.85,0,PG13,2004,109,37000000,-6358824.19,3099737.3,1,3,2,4,3,3
Par.,Drama,51459,113,6.5,1.85,0,PG,1984,107,8200000,-5186511.32,23398127.32,1,3,4,2,3,3
Uni.,Action,78343,139,6.4,2.35,0,PG13,1996,103,57000000,22010939.14,23163850.13,2,2,2,4,3,3
Par.,Comedy,34219,578,3.3,1.85,0,PG13,2002,93,12000000,-29044295.73,-49433302.5,1,3,5,2,3,3
PDW,Action,513158,1782,7.1,2.35,8000,PG13,2007,144,150000000,110615497.1,605581881.5,2,3,4,4,3,3
Fox,Drama,18693,187,6.4,2.35,0,PG13,1999,100,25000000,-17518279.65,-88419079,2,2,2,1,3,3
BV,Adventure,26413,77,4.8,1.85,372,G,2000,100,85000000,40222477.06,82291953.4,1,3,4,3,3,3
Par.,Horror,30570,290,4.2,1.85,12000,R,2012,83,1000000,-41582235.14,-32442007.7,3,3,3,4,3,3
SGem,Adventure,28606,262,5.1,2.35,0,PG13,2005,97,30000000,-10768502.66,-81212536.13,2,1,2,1,3,3
BV,Comedy,19737,81,6,1.85,901,G,2005,98,25000000,-15768502.66,-68575036.13,1,3,4,3,3,3
Good,Comedy,55329,499,7.8,1.85,0,0,1998,139,3000000,-40592584.27,-102445159,3,3,4,3,3,3
Uni.,Comedy,25332,148,6.9,1.85,0,R,1984,92,1500000,-11886511.32,-54337274.68,3,3,4,2,3,3
Sony,Horror,13048,227,4.1,2.35,243,R,2000,97,14000000,-30777522.94,-62745455.6,1,3,4,2,3,3
