studio,genres,num_voted_users,num_user_for_reviews,imdb_score,aspect_ratio,movie_facebook_likes,Type,Year,Runtime,Budget,budget.diff,Revenue.diff,Actor1,Actor2,Actor3,Actor4,Actor5,Actor6
Uni.,Action,25193,217,5.9,2.35,2000,PG,1979,113,35000000,20852777.78,-38645980.39,4,3,2,2,3,3
Uni.,Adventure,12845,118,6.6,1.85,624,G,2006,86,50000000,12105274.32,-17265609.83,2,2,4,3,3,3
FoxS,Comedy,28573,72,6.5,1.66,0,R,2008,92,3000000,-37963509.83,-102501433.3,2,3,4,4,3,3
Focus,Comedy,29341,93,6.7,2.35,0,R,2014,120,5500000,-36142067.61,-129920495.8,2,2,1,2,3,3
Dim.,Comedy,26126,325,5,2.35,0,PG13,2005,97,35000000,-5768502.66,-76925626.13,1,2,4,3,3,3
Par.,Drama,7909,157,4.9,2.35,261,PG13,2002,99,25000000,-16044295.73,-99854975.5,4,2,1,2,3,3
WB,Action,61417,339,5.5,1.85,941,R,2002,108,85000000,43955704.27,-32191899.5,2,3,2,1,3,3
SonR,Comedy,12339,32,2.9,1.85,256,PG,2007,89,6000000,-33384502.9,-85930500.5,2,3,4,5,3,3
MGM,Action,26755,104,5,2.35,542,PG,2003,102,28000000,-16059891.96,-59699069,1,3,2,4,3,3
Par.,Comedy,74274,255,5.5,2.35,0,PG,1999,116,70000000,27481720.35,208038430,2,2,2,4,3,3
Fox,Comedy,32311,104,6.2,1.85,0,PG13,2008,102,15000000,-25963509.83,-97568680.3,1,1,2,2,3,3
Anch.,Comedy,7367,37,4.7,1.85,850,R,2008,85,6000000,-34963509.83,-106262073.3,2,1,4,3,3,3
IFC,Drama,10282,78,6.6,1.85,474,R,2006,96,2000000,-35894725.68,-86477618.83,2,3,3,3,3,3
Mira.,Drama,59041,408,7,1.85,0,0,1995,91,1500000,-30526455.82,-93092633.1,3,3,3,2,3,3
Lori,Action,7569,65,5.2,1.85,978,R,1988,96,7000000,-7293157.89,-34339053.65,1,3,2,4,3,3
Uni.,Comedy,15293,111,6.8,1.85,609,PG,1976,121,2000000,-5535262.5,-39014046,1,4,2,2,3,3
BV,Comedy,10883,73,4.9,1.85,448,PG,1999,94,65000000,22481720.35,-64568978,2,3,2,1,3,3
Rela.,Drama,11191,37,6.9,0,0,PG13,2014,116,7000000,-34642067.61,-120785067.8,1,3,1,4,3,3
SPC,Animation,42462,312,7.8,1.66,0,PG13,2003,80,8000000,-36059891.96,-117017207,3,3,3,2,3,3
Par.,Comedy,58871,156,6.5,2.35,0,PG13,2010,102,40000000,-3423745.41,-52523736.5,2,2,2,2,3,3
Fox,Comedy,11498,53,5.3,1.85,0,PG13,2009,89,15000000,-25301245.04,-108623154.1,1,3,1,4,3,3
Par.,Comedy,64682,203,6.3,1.85,0,R,2011,94,12000000,-27249103.35,-88042529.6,2,5,2,4,3,3
SPC,Animation,46107,156,8,1.85,0,R,2008,90,2000000,-38963509.83,-95205721.3,1,3,4,4,3,0
Uni.,Action,11148,229,4.2,1.85,437,PG,2004,95,57000000,13641175.81,-81703100.7,4,4,4,4,3,3
Uni.,Adventure,11798,124,7.1,2.35,2000,PG,2004,109,74500000,31141175.81,-47814687.7,3,2,4,4,3,3
BV,Biography,29205,194,6.3,2.35,0,PG,1996,134,55000000,20010939.14,48943654.13,4,2,2,2,3,3
Sum.,Comedy,11958,39,6.4,2.35,1000,PG,2009,111,20000000,-20301245.04,-109817411.1,2,1,4,4,3,3
Par.,Comedy,65551,441,5.7,1.85,0,PG,2006,92,32000000,-5894725.68,-6902431.83,2,3,3,1,3,3
BV,Comedy,17307,186,6.5,1.85,892,PG13,2002,85,40000000,-1044295.73,-102080442.5,2,3,2,4,3,3
FoxS,Comedy,15033,75,5.9,1.85,0,PG13,2009,95,17000000,-23301245.04,-94573123.1,1,2,4,2,3,3
Think,Crime,5557,34,6.4,2.35,294,R,2006,107,8000000,-29894725.68,-86956973.83,2,3,4,4,3,3
Fox,Comedy,28649,185,5.7,2.35,2000,PG13,2002,118,20000000,-21044295.73,-52985847.5,1,3,2,1,3,3
BV,Action,26551,273,6,2.35,0,R,1998,106,45000000,1407415.73,-94049523,2,3,4,4,3,3
WB,Comedy,94292,287,6.4,1.85,13000,PG13,2009,100,18500000,-21801245.04,-83115606.1,2,3,2,4,3,3
Par.,Adventure,46239,155,6.8,2.35,0,R,1996,109,50000000,15010939.14,-17103524.87,2,3,2,4,3,3
PicH,Biography,3624,27,6.2,2.35,313,PG13,2007,97,9000000,-30384502.9,-101172859.5,1,3,1,3,3,3
FL,Drama,26720,196,7.7,2.35,920,R,1997,112,5000000,-38068856.22,-112225112.6,2,3,3,2,3,3
Par.,Crime,64121,241,5.9,2.35,880,R,1998,98,73000000,29407415.73,-1361140,2,2,2,4,3,3
WB,Comedy,37911,73,6.3,2.35,1000,R,1996,135,45000000,10010939.14,-38248936.87,2,3,1,2,3,3
WB,Crime,42621,531,6.8,2.35,0,R,2001,123,35000000,-7636662.38,-79040763.4,1,2,2,2,3,3
WB,Comedy,25883,262,5.9,2.35,0,PG13,2005,98,30000000,-10768502.66,-37815214.13,2,2,1,2,3,3
Dest.,Comedy,11768,148,5.6,1.85,492,PG13,2000,96,16000000,-28777522.94,-85892625.6,1,3,2,4,3,3
WB,Comedy,8522,92,6,2.35,874,PG13,2006,105,20000000,-17894725.68,-65929861.83,1,3,4,4,3,3
Uni.,Comedy,18404,150,5.9,1.85,0,R,1999,95,50000000,7481720.35,-42519048,2,2,4,4,3,3
BV,Comedy,34561,116,5.5,1.85,1000,G,2002,104,65000000,23955704.27,62280732.5,2,1,4,4,3,3
Uni.,Adventure,24868,216,5.8,1.85,964,G,1998,92,90000000,46407415.73,-36120689,2,3,4,3,3,3
SPC,Drama,29248,86,7.5,2.35,0,PG13,2008,128,3766810,-37196699.83,-77516990.3,3,3,3,2,3,3
MGMW,Crime,86374,392,6.2,2.35,3000,R,2007,121,50000000,10615497.1,-21958014.5,4,3,2,2,3,3
WB,Comedy,49349,165,6.9,1.85,0,PG13,1986,94,25000000,12017016.47,-10526336.53,2,3,4,4,3,3
Uni.,Comedy,37700,50,6.3,2.35,0,PG13,2007,108,16500000,-22884502.9,-90507823.5,2,3,4,3,3,3
AVCO,Fantasy,46492,335,6.8,2.35,7000,R,1980,89,1000000,-13067391.3,-35838189.61,3,2,3,3,3,3
Art.,Comedy,15053,165,6.4,1.85,393,R,2001,94,5000000,-37636662.38,-102964703.4,2,3,3,3,3,3
IFC,Comedy,16224,76,6.5,2.55,830,R,2007,90,4000000,-35384502.9,-101701047.5,2,3,2,3,3,3
BV,Animation,6808,38,6.5,1.85,227,G,2001,83,10000000,-32636662.38,-63979913.4,3,3,3,2,3,3
FoxS,Biography,26493,159,7.3,2.35,0,PG13,2002,120,12500000,-28544295.73,-87206746.5,1,3,4,2,3,3
BV,Comedy,30890,106,6,1.85,718,PG13,2004,119,50000000,6641175.81,-60268126.7,2,2,4,4,3,3
WIP,Documentary,45984,331,7.6,1.85,0,G,2005,80,8000000,-32768502.66,31171711.87,2,3,4,2,3,0
Fox,Animation,14280,171,4.7,1.85,683,PG13,2001,93,75000000,32363337.62,-103031246.4,2,3,2,4,3,3
Fox,Comedy,8427,88,6.4,1.85,1000,PG,2005,106,14000000,-26768502.66,-63574981.13,2,2,4,1,3,3
Par.,Documentary,74351,233,1.6,1.85,62000,G,2011,105,13000000,-26249103.35,-12539602.6,1,3,4,2,3,3
Poly,Comedy,39331,481,6.3,1.85,0,R,1998,100,30000000,-13592584.27,-95354137,2,3,2,3,3,3
NW,Comedy,15956,118,6,1.85,1000,R,1987,92,3500000,-9660000.13,-43795269.06,3,3,3,3,3,3
Uni.,Drama,59524,418,7.9,1.85,0,R,1989,120,6500000,-12166469.65,-48089906.31,3,3,3,4,3,3
TriS,Biography,35514,114,7.1,2.35,15000,PG,2011,106,18000000,-21249103.35,-63892566.6,2,1,1,3,3,3
Focus,Crime,35065,288,6.8,1.85,0,R,2003,102,7800000,-36259891.96,-96053560,4,3,2,4,3,3
Fox,Comedy,14786,103,6.1,2.35,638,PG13,1999,114,23000000,-19518279.65,-82765464,1,1,1,4,3,3
NL,Adventure,7242,38,5.7,1.85,0,PG,2000,95,22000000,-22777522.94,-87763829.6,1,3,4,2,3,3
WB,Comedy,6476,71,5.7,2.35,0,PG13,2012,117,25,-42582210.14,-134200467.7,2,3,4,4,3,3
Sony,Comedy,55630,200,6.7,2.35,0,R,2007,96,35000000,-4384502.9,-85810747.5,2,3,1,4,3,3
BV,Biography,16234,113,6.9,2.35,0,R,2003,98,17000000,-27059891.96,-116924965,2,3,3,4,3,3
Par.,Comedy,17262,53,4.5,1.85,1000,R,1995,100,14000000,-18026455.82,-80704849.1,1,3,2,3,3,3
Wein.,Adventure,36321,230,7.4,1.85,0,R,2005,103,1000000,-39768502.66,-82870158.13,3,3,3,3,3,3
Par.,Drama,16995,163,7.3,1.85,0,R,1999,145,25,-42518254.65,-101419066,3,3,3,2,3,3
FoxS,Drama,12053,119,6.5,1.85,0,R,2011,149,14000000,-25249103.35,-110935061.6,2,2,1,2,3,3
BV,Adventure,15788,80,5.6,1.85,538,G,2005,76,35000000,-5768502.66,-76742421.13,2,3,4,4,3,3
NL,Action,9693,33,5.7,2.35,530,R,2002,95,14000000,-27044295.73,-85091401.5,2,3,4,4,3,3
Par.,Drama,24959,136,8,1.37,0,NotRated,1945,101,1250000,-101251.75,-671596.5,1,3,4,1,3,3
Sony,Comedy,12437,107,5.3,1.85,405,R,2002,86,14000000,-27044295.73,-104160417.5,1,4,4,1,3,3
FoxS,Drama,46396,287,7.5,1.85,0,R,1997,112,18000000,-25068856.22,-107450636.6,2,3,2,3,3,3
Uni.,Horror,28589,532,4.6,2.35,0,R,1982,96,2500000,-11683333.33,-74558205.08,3,3,3,2,3,3
WB,Action,23928,100,6.6,1.85,0,PG,1997,97,20000000,-23068856.22,-101686942.6,1,3,4,3,3,3
WB,Comedy,15880,93,4.9,2.35,288,PG13,2004,88,50000000,6641175.81,-103178187.7,2,2,2,4,3,3
Uni.,Biography,16673,45,7.3,2.35,0,PG,2008,130,40000000,-963509.83,-96538074.3,2,2,2,2,3,3
Uni.,Comedy,15517,85,3.6,1.85,500,PG,2000,90,83000000,38222477.06,-41851542.6,2,2,4,3,3,3
Lions,Drama,34191,339,6.9,2.35,0,R,2000,92,8000000,-36777522.94,-93040800.6,2,2,4,3,3,3
Lions,Comedy,36657,318,7.5,1.85,0,R,1998,110,1500000,-42092584.27,-102877452,3,2,3,2,3,3
BV,Comedy,32049,179,4.9,2.35,988,PG,2003,99,90000000,45940108.04,63795383,2,3,4,2,3,3
Uni.,Adventure,29008,99,5.4,1.85,896,PG,2002,88,15000000,-26044295.73,-57604318.5,2,2,4,3,3,3
IDP,Adventure,20275,151,6.9,1.85,0,PG,2005,101,4000000,-36768502.66,-95353528.13,3,3,4,4,3,3
BV,Drama,22289,106,7.5,1.85,0,PG,2005,120,25000000,-15768502.66,-80789350.13,2,4,4,2,3,3
WB,Drama,34592,191,6.2,2.35,0,R,2001,105,57000000,14363337.62,-91448861.4,2,2,1,4,3,3
WB,Drama,30339,268,6.9,2.35,0,PG13,2001,101,31000000,-11636662.38,-84254982.4,2,3,2,3,3,3
Mira.,Drama,72443,309,8,1.85,0,R,1996,135,1000000,-33989060.86,-67628108.87,3,2,3,3,3,3
Mira.,Comedy,15088,105,6.8,1.85,824,R,1996,92,7000000,-27989060.86,-77401086.87,2,2,3,4,3,3
MGM,Action,21102,169,5.6,2.35,1000,PG13,1995,119,98000000,65973544.18,-81987527.1,4,3,2,3,3,3
Emb,Horror,22773,195,6.6,1.85,0,R,1981,91,1000000,-9819444.44,-31369444.19,3,3,3,1,3,3
MGM,Action,25558,221,6.1,2.35,0,PG13,2001,108,30000000,-12636662.38,-90607763.4,2,3,2,4,3,3
NL,Comedy,19284,66,5.8,1.85,981,R,2002,85,20000000,-21044295.73,-77047497.5,2,2,4,4,3,3
Fox,Comedy,11257,65,4.2,2.35,0,PG,2010,87,50000000,6576254.59,-27547072.5,2,3,2,3,3,3
Mira.,Biography,15885,78,6.9,1.85,0,R,1996,108,2962051,-32027009.86,-89092329.87,3,3,2,3,3,3
Dim.,Horror,20815,335,4.9,1.85,0,R,1995,88,5000000,-27026455.82,-85388215.1,3,3,3,1,3,3
Par.,Action,11212,94,5.2,1.85,874,PG,2002,94,26000000,-15044295.73,-71781049.5,2,3,4,4,3,3
BV,Comedy,23408,105,4.6,1.85,810,PG,2004,89,15000000,-28358824.19,-80655669.7,2,3,4,3,3,3
IFC,Drama,9408,68,6.7,1.66,608,R,2005,111,1500000,-39268502.66,-95508233.13,3,1,4,2,3,3
Fox,Action,42144,213,6.1,2.35,690,PG13,2006,108,60000000,22105274.32,-9180078.83,4,2,2,4,3,3
Gal.,Horror,29629,374,5.9,1.85,0,R,1988,88,5000000,-9293157.89,-36827271.65,1,3,4,4,3,3
Sony,Biography,43903,194,7.1,1.85,5000,PG13,2005,107,25000000,-15768502.66,-82808570.13,1,3,4,4,3,3
Fox,Drama,26310,154,7.8,1.85,0,R,1982,129,16000000,1816666.67,-34980955.08,1,3,2,3,3,3
WB,Action,12561,102,6,1.85,0,R,1991,79,8000000,-17199090.91,-76477909.22,3,3,4,3,3,3
Sony,Action,45602,114,6.1,2.35,979,R,1997,107,90000000,46931143.78,25318849.4,2,3,4,4,3,3
MGM,Comedy,16469,275,6.9,1.85,0,PG,2000,115,24000000,-20777522.94,-64709822.6,2,2,4,4,3,3
Sony,Comedy,10132,130,4.7,1.85,390,PG13,2000,94,40000000,-4777522.94,-65281908.6,2,3,2,4,3,3
Par.,Action,39798,69,5.9,1.85,0,PG13,1986,94,25000000,12017016.47,30543207.47,2,3,4,4,3,3
Par.,Crime,9740,81,6.4,2.35,389,R,1997,118,37000000,-6068856.22,-109006502.6,2,3,4,4,3,3
FoxS,Comedy,13949,98,6.1,1.85,453,R,1996,96,3500000,-31489060.86,-82620945.87,3,3,2,2,3,3
WB,Action,17997,140,4.4,2.35,812,R,1994,102,50000000,21527703.12,-53585408.8,2,2,4,4,3,3
Uni.,Action,12519,107,6.4,1.85,0,R,1981,99,5000000,-5819444.44,-29449978.19,2,3,1,1,3,3
FoxS,Horror,129719,855,6.4,2.35,0,R,2006,107,15000000,-22894725.68,-17476711.83,1,3,4,1,3,3
Fox,Comedy,88518,409,2.7,1.85,0,PG13,2008,84,30000000,-10963509.83,-21684739.3,1,1,2,4,3,3
Sony,Drama,10413,111,6.3,1.85,579,PG13,1999,106,38000000,-4518279.65,-73297979,1,3,1,4,3,3
CityL,Crime,5049,48,6.4,2.35,226,R,2007,99,8000000,-31384502.9,-103669666.5,2,1,4,2,3,3
NL,Action,9785,26,4.5,1.85,233,PG13,2007,84,20000000,-19384502.9,-93790421.5,2,4,4,3,3,3
CE,Comedy,8895,48,5.7,2.35,3000,PG13,2014,94,30000000,-11642067.61,-110091407.8,1,2,1,4,3,3
Par.,Adventure,11233,32,5.4,2.35,0,PG13,2012,87,14000000,-28582235.14,-122783135.7,2,3,4,4,3,3
LGF,Comedy,37681,151,5.5,1.85,0,PG13,2006,103,12000000,-25894725.68,-48731515.83,1,3,2,3,3,3
FL,Documentary,18980,74,8.3,1.33,0,PG13,1994,171,700000,-27772296.88,-94754797.8,1,3,4,1,0,0
Par.,Drama,22649,131,6.3,1.85,0,PG13,2001,106,32000000,-10636662.38,-68218034.4,2,1,4,4,3,3
BV,Comedy,44502,46,6.4,1.85,0,PG,1992,101,10000000,-11816733.93,-36156682.52,2,3,4,4,3,3
WB,Action,12077,162,6,1.85,433,PG13,2001,94,35000000,-7636662.38,-94761850.4,2,3,2,5,3,3
Sony,Action,23345,167,6.1,2.35,629,R,1998,87,30000000,-13592584.27,-86047620,1,3,2,4,3,3
UA,Action,42987,201,6.5,2.35,0,R,1989,114,15000000,-3666469.65,-55335323.31,2,3,2,4,3,3
Uni.,Horror,16411,136,4.8,2.35,0,R,2010,107,25000000,-18423745.41,-91478959.5,1,3,4,1,3,3
WB,Biography,24145,93,7.1,1.85,0,R,1996,132,28000000,-6989060.86,-75203524.87,2,2,2,2,3,3
Sony,Action,38533,89,5.8,2.35,0,R,1996,116,55000000,20010939.14,-73477105.87,2,2,2,1,3,3
Sony,Comedy,98199,169,6.3,2.35,0,PG13,1997,105,38000000,-5068856.22,183799907.4,2,5,2,1,3,3
NL,Horror,26051,164,4.4,2.35,0,PG13,1996,96,40000000,5010939.14,-42475745.87,2,3,2,4,3,3
BV,Drama,21406,169,6.5,1.85,0,PG13,2001,99,13000000,-29636662.38,-91511640.4,2,3,4,2,3,3
MGM,Horror,14596,282,4.8,2.35,589,PG13,2000,91,90000000,45222477.06,-86491736.6,2,2,2,4,3,3
SGem,Action,104831,423,5.4,2.35,32000,R,2012,95,65000000,22417764.86,105958757.3,2,2,2,3,3,3
SPC,Crime,55382,129,8.3,2.35,63000,PG13,2010,109,2000000,-41423745.41,-103437394.5,2,3,3,4,3,3
LGF,Documentary,66610,429,8,1.85,0,PG13,2007,123,9000000,-30384502.9,-79589385.5,1,3,4,4,3,3
BV,Comedy,14656,90,6.3,1.85,0,PG13,2001,89,24000000,-18636662.38,-93658087.4,2,3,4,4,3,3
Fox,Drama,6142,52,6.9,1.85,1000,R,1979,125,9250000,-4897222.22,-41227074.39,1,3,2,4,3,3
Par.,Horror,19176,165,5.7,2.35,956,R,1997,110,60000000,16931143.78,-81532089.6,4,3,4,4,3,3
SonR,Adventure,22679,149,4.6,1.85,773,PG,2005,95,32000000,-8768502.66,1698135.87,2,3,4,4,3,3
Fox,Action,13210,138,5.8,2.35,269,PG13,2004,84,20000000,-23358824.19,-93380974.7,2,2,4,2,3,0
Mira.,Comedy,12980,132,6.9,1.85,646,PG13,1999,97,14000000,-28518279.65,-82883888,2,2,2,4,3,3
WB,Action,25572,123,6.2,2.35,2000,PG,2001,95,75000000,32363337.62,-94843852.4,2,2,2,2,3,3
BV,Comedy,10100,59,5.4,2.35,153,R,1999,124,24000000,-18518279.65,-92984933,2,2,2,5,3,3
BV,Comedy,22250,123,6.7,2.35,913,R,1999,119,28000000,-14518279.65,-92530936,4,5,2,4,3,3
WB,Action,8687,62,2.8,1.85,0,PG13,1997,97,16000000,-27068856.22,-113802268.6,1,2,4,3,3,3
Sony,Comedy,59474,418,7.3,2.35,0,R,1999,98,6500000,-36018279.65,-72967457,3,2,3,2,3,3
Mira.,Action,18209,183,6.7,2.35,0,R,2005,132,80000000,39231497.34,-86054025.13,2,3,4,2,3,3
BV,Comedy,15079,79,6.1,2.35,1000,PG13,2008,120,21000000,-19963509.83,-88731570.3,2,3,2,4,3,3
Uni.,Adventure,8008,26,5.2,2.35,504,PG,1996,95,25530000,-9459060.86,-72023504.87,2,1,4,4,3,3
WB,Comedy,12993,107,4.9,1.85,476,PG13,2001,108,34000000,-8636662.38,-88746872.4,2,3,5,4,3,3
Par.,Comedy,10446,105,5.3,1.85,279,PG13,1999,90,75000000,32481720.35,-72419079,4,1,2,4,3,3
NL,Comedy,30682,194,6.8,2.35,0,R,1999,95,34000000,-8518279.65,-97201964,1,3,1,4,3,3
Fox,Action,14429,113,6.3,2.35,2000,R,1990,104,49000000,25289980.87,-62383601.17,4,3,2,4,3,3
LGF,Biography,53977,125,7.1,2.35,14000,R,2011,109,21051437,-18197666.35,-109697157.6,2,3,4,4,3,3
Orion,Mystery,23986,201,7.1,2.35,0,X,1980,105,6500000,-7567391.3,-25317550.61,2,3,2,1,3,3
Fox,Comedy,15582,132,6,1.85,849,R,1998,111,15000000,-28592584.27,-58346660,2,3,4,3,3,3
UA,Drama,5561,35,6.4,1.85,745,PG,1978,145,11,-8044996.588,-68215340.88,2,5,4,1,3,3
Par.,Action,27648,148,4.9,2.35,0,PG,1996,100,45000000,10010939.14,-74802635.87,2,2,5,2,3,3
Sony,Crime,14066,75,6.1,2.35,352,R,1996,118,38000000,3010939.14,-74723398.87,2,2,2,2,3,3
MGM,Action,7073,29,5.3,1.85,204,R,1996,98,25000000,-9989060.86,-74910293.87,1,2,2,4,3,3
Uni.,Drama,31788,243,6.1,2.35,0,PG13,2002,104,60000000,18955704.27,-58251932.5,2,3,2,2,3,3
Par.,Drama,17757,99,6.5,1.85,982,R,2008,113,25000000,-15963509.83,-95124440.3,2,3,2,4,3,3
BV,Adventure,27580,172,5.3,2.35,0,PG,2003,94,17000000,-27059891.96,-62960428,1,3,4,2,3,3
BV,Biography,23996,161,7.1,2.35,915,R,1995,192,44000000,11973544.18,-86823084.1,2,2,1,3,3,3
Par.,Comedy,13010,182,5.9,1.85,0,R,1999,101,6000000,-36518279.65,-94566629,2,3,3,3,3,3
Mira.,Crime,4598,29,6.1,2.35,375,R,1999,97,7000000,-35518279.65,-87407625,4,2,4,4,3,3
MGM,Comedy,11011,78,4.6,1.85,422,R,2008,94,7000000,-33963509.83,-100101294.3,1,3,4,1,3,3
Uni.,Action,107801,109,6,1.85,0,PG13,1990,111,15000000,-8710019.13,119150697.8,2,3,1,4,3,3
WB,Drama,13215,497,6.3,2.35,953,PG13,2003,214,56000000,11940108.04,-105570947,2,2,1,2,3,3
Fox,Action,361924,641,6.7,2.35,0,PG13,2009,107,150000000,109698755,226103393.9,2,3,4,2,3,3
Lions,Drama,28855,190,7.2,2.35,0,PG13,2003,94,6000000,-38059891.96,-118494881,3,2,3,3,3,3
IDP,Comedy,85028,404,7.3,1.78,0,PG,2004,100,65000,-43293824.19,-81411659.7,3,3,3,4,3,3
Fox,Comedy,21998,227,6.8,1.85,0,R,1998,108,30000000,-13592584.27,-76049665,1,3,4,1,3,3
Can.,Horror,5187,64,5.5,2.35,902,PG,1986,100,12000000,-982983.53,-44390068.53,1,3,2,3,3,3
Uni.,Comedy,11693,104,5.4,2.35,613,PG13,2001,86,14000000,-28636662.38,-98016293.4,4,2,4,4,3,3
WB,Comedy,30092,129,6.1,2.35,0,PG13,2004,111,23000000,-20358824.19,-109986725.7,2,3,4,3,3,3
NL,Comedy,27265,321,6.5,1.85,0,PG13,1999,98,10000000,-32518279.65,-90847671,1,3,2,4,3,3
BV,Action,3924,26,5.8,1.85,368,R,1994,100,10000000,-18472296.88,-73192990.8,1,3,1,1,3,3
SGem,Horror,34711,468,5,2.35,0,PG13,2006,87,15000000,-22894725.68,-20133437.83,1,3,2,4,3,3
BV,Comedy,50389,136,6.3,1.85,0,PG13,1990,103,31000000,7289980.87,-29598810.17,1,3,4,3,3,3
BV,Comedy,5936,91,5.7,1.85,242,R,2000,101,10000000,-34777522.94,-99687978.6,2,2,2,2,3,3
WB,Crime,21319,166,6.2,2.35,416,R,2002,108,40000000,-1044295.73,-88140417.5,2,2,2,4,3,3
FoxS,Comedy,23823,201,5.6,2.35,713,R,2004,104,8500000,-34858824.19,-104985082.7,1,3,4,3,3,3
Sony,Comedy,37885,247,6.5,1.85,0,PG13,1998,100,10000000,-33592584.27,-79647534,2,3,3,4,3,3
FoxS,Drama,19440,56,7.3,2.35,0,PG13,2008,114,11000000,-29963509.83,-68226175.3,1,3,2,4,3,3
Fox,Comedy,15115,102,6.7,1.85,0,PG,1977,94,3400000,-4690588.235,-78578167,1,3,4,2,3,3
FoxS,Comedy,13866,55,5.5,1.85,488,R,2007,90,11000000,-28384502.9,-90931653.5,2,4,2,2,3,3
Sony,Crime,9566,81,6.4,1.85,1000,R,2001,130,16000000,-26636662.38,-79059114.4,1,3,4,4,3,3
Par.,Comedy,9361,162,4.7,1.85,378,PG13,2000,108,25000000,-19777522.94,-76957045.6,1,3,4,2,3,3
Uni.,Action,12856,291,4.7,2.35,299,PG13,2001,104,40000000,-2636662.38,-81386948.4,2,3,2,2,3,3
WB,Fantasy,25613,121,6.5,1.85,0,PG,1983,101,10000000,-5677400,-36588384.47,1,3,4,4,3,3
Uni.,Biography,5615,64,6.8,1.85,592,NC17,2005,92,2000000,-38768502.66,-95566906.13,1,3,4,4,3,0
TriS,Comedy,10483,125,5.4,2.35,0,PG,2014,98,5000000,-36642067.61,-124974087.8,1,3,4,3,3,3
Col.,Comedy,17799,133,8,1.37,0,Approved,1938,126,1000000,0,0,3,3,3,2,3,3
Col.,Drama,10410,71,6.9,2.35,892,PG13,1992,114,35000000,13183266.07,-82257042.52,2,3,4,4,3,3
PicH,Biography,13239,97,6.5,1.85,0,R,2006,122,16800000,-21094725.68,-84819335.83,2,3,4,4,3,3
UA,Adventure,9830,189,6.8,2.35,1000,R,1980,219,44000000,29932608.7,-53732219.61,2,2,2,3,3,3
SPC,Documentary,11283,155,7.7,1.75,0,PG,2006,92,1000000,-36894725.68,-85421550.83,4,2,2,4,0,0
Col.,Adventure,3334,52,4.8,2.35,739,PG,1984,117,25000000,11613488.68,-50858921.68,2,3,3,2,3,3
Uni.,Comedy,35140,409,6.4,2.35,0,PG13,2005,134,45000000,4231497.34,-58162192.13,2,2,2,2,3,3
NL,Drama,8143,203,6.8,2.35,0,PG,2006,101,35000000,-2894725.68,-87100378.83,1,3,2,4,3,3
Par.,Comedy,16323,91,7.3,1.85,0,PG,1976,102,35000000,27464737.5,-11590754,2,3,4,4,3,3
BV,Drama,21225,268,6.4,2.35,1000,R,2005,104,10284523,-30483979.66,-84632322.13,2,2,2,5,3,3
BV,Comedy,12942,34,5.1,1.85,902,PG,1997,98,3000000,-40068856.22,-92344198.6,3,3,3,4,3,3
MGM,Drama,9503,68,6.6,1.85,0,PG,1983,132,12000000,-3677400,-35639303.47,1,3,4,4,3,3
Mira.,Drama,24019,199,7.1,2.35,983,R,2002,101,30000000,-11044295.73,-82900208.5,2,3,3,4,3,3
Par.,Crime,16555,139,5.9,1.33,817,R,2004,99,27000000,-16358824.19,-96986737.7,1,2,2,2,3,3
BV,Comedy,14888,83,4.4,2.35,747,PG,2006,98,50000000,12105274.32,-25987508.83,2,3,2,3,3,3
TriS,Drama,15401,175,7,2.35,10000,PG13,2011,129,1000000,-38249103.35,-76459335.6,3,3,3,1,3,3
Fox,Comedy,23928,73,5.9,1.85,441,R,2007,84,10000000,-29384502.9,-83785737.5,1,1,4,4,3,3
eightX,Biography,5796,177,6.3,2.35,0,PG,2006,123,20000000,-17894725.68,-73709250.83,1,3,2,4,3,3
RKO,Comedy,13269,98,7.8,1.37,1000,Approved,1935,101,609000,-670500,-629000,1,3,4,5,3,3
Sony,Comedy,16059,210,6.1,1.85,0,PG13,1999,94,13000000,-29518279.65,-73919079,1,3,1,4,3,3
Par.,Comedy,20183,41,5.4,1.85,0,R,1992,117,40000000,18183266.07,-16809019.52,2,3,2,5,3,3
BV,Adventure,15730,31,6.7,1.85,0,PG,1991,107,14000000,-11199090.91,-43960306.22,2,3,4,2,3,3
Fox,Action,14962,204,5.1,1.85,704,R,2003,102,35000000,-9059891.96,-106934077,2,3,3,3,3,3
NW,Horror,7528,88,5.5,1.85,0,R,1984,88,1250000,-12136511.32,-53224777.68,3,3,3,2,3,3
WB,Crime,16562,73,6.2,2.35,697,PG13,1997,114,50000000,6931143.78,-104947174.6,2,3,1,2,3,3
Film,Mystery,27629,149,7.4,2.35,2000,R,1981,108,18000000,7180555.56,-37355337.19,2,3,4,2,3,3
Par.,Adventure,21215,116,6.4,2.35,0,PG13,2006,112,45000000,7105274.32,-48700463.83,2,4,2,4,3,3
Sony,Adventure,14637,100,6.2,1.85,619,G,1999,87,24000000,-18518279.65,-85128103,1,3,4,2,3,3
Fox,Action,452928,1401,7.4,2.35,0,PG13,2000,104,75000000,30222477.06,55979899.4,2,2,2,4,3,3
WB,Animation,5600,49,6.9,1.33,643,G,1997,75,32000000,-11068856.22,-111922060.6,2,3,4,4,3,3
UA,Western,7322,78,7.1,1.85,680,R,1980,99,10000000,-4067391.3,-41421361.61,2,5,4,2,3,3
