0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
The Immigrant (2013),Status Released,Original Language English,Runtime 2h 0m,"Budget $16,000,000.00","Revenue $5,867,686.00",Homepage http://theimmigrant-lefilm.com/,Release Information,Jeremy Renner,Marion Cotillard,Joaquin Phoenix,Dagmara Domińczyk,Gabriel Rush,Antoni Corone,Full Cast & Crew,
The Grudge 2 (2006),Status Released,Original Language English,Runtime 1h 42m,"Budget $20,000,000.00","Revenue $39,143,839.00",Homepage http://www.sonypictures.com/homevideo/thegrudge2/,Release Information,Sarah Michelle Gellar,Amber Tamblyn,Edison Chen,Arielle Kebbel,Jennifer Beals,Teresa Palmer,Full Cast & Crew,
Kite (2014),Status Released,Original Language English,Runtime 1h 30m,Budget -,Revenue -,Homepage http://kitethemovie.com/,Release Information,Samuel L. Jackson,Callan McAuliffe,India Eisley,Carl Beukes,Jaco Muller,Terence Bridgett,Full Cast & Crew,
The Crew (2016),Original Title Braqueurs,Status Post Production,Original Language French,Runtime -,Budget -,Revenue -,Homepage -,Release Information,Sami Bouajila,Guillaume Gouix,Youssef Hajdi,Kaaris,Redouane Behache,Kahina Carina,Full Cast & Crew
Green Street Hooligans (2005),Original Title Hooligans,Status Released,Original Language English,Runtime 1h 49m,Budget -,"Revenue $3,154,346.00",Homepage http://www.warnervideo.com/greenstreethooligans/,Release Information,Elijah Wood,Claire Forlani,Charlie Hunnam,Ross McCall,Leo Gregory,Marc Warren,Full Cast & Crew
How Do You Know (2010),Status Released,Original Language English,Runtime 2h 1m,"Budget $120,000,000.00","Revenue $48,668,907.00",Homepage http://www.howdoyouknow-movie.com/,Release Information,Reese Witherspoon,Paul Rudd,Owen Wilson,Jack Nicholson,Kathryn Hahn,Molly Price,Full Cast & Crew,
Genius (2016),Status Released,Original Language English,Runtime 1h 44m,Budget -,Revenue -,Homepage -,Release Information,Colin Firth,Jude Law,Nicole Kidman,Laura Linney,Guy Pearce,Dominic West,Full Cast & Crew,
Mirrors (2008),Status Released,Original Language English,Runtime 1h 50m,"Budget $35,000,000.00","Revenue $72,436,439.00",Homepage -,Release Information,Kiefer Sutherland,Paula Patton,Amy Smart,Cameron Boyce,Erica Gluck,Jason Flemyng,Full Cast & Crew,
Hellbound: Hellraiser II (1988),Status Released,Original Language English,Runtime 1h 37m,Budget -,"Revenue $12,090,735.00",Homepage -,Release Information,Clare Higgins,Ashley Laurence,Kenneth Cranham,Doug Bradley,Imogen Boorman,Sean Chapman,Full Cast & Crew,
Another Earth (2011),Status Released,Original Language English,Runtime 1h 32m,"Budget $100,000.00","Revenue $1,776,935.00",Homepage http://www.anotherearth.com/,Release Information,Brit Marling,William Mapother,Jordan Baker,Flint Beverage,Robin Lord Taylor,Matthew-Lee Erlbach,Full Cast & Crew,
JFK (1991),Status Released,Original Language English,Runtime 3h 9m,"Budget $40,000,000.00","Revenue $205,405,498.00",Homepage -,Release Information,Kevin Costner,Tommy Lee Jones,Gary Oldman,Kevin Bacon,Michael Rooker,Jack Lemmon,Full Cast & Crew,
Remember the Titans (2000),Status Released,Original Language English,Runtime 1h 53m,"Budget $30,000,000.00","Revenue $136,706,683.00",Homepage http://movies.disney.com/remember-the-titans,Release Information,Denzel Washington,Will Patton,Ryan Hurst,Wood Harris,Hayden Panettiere,Ryan Gosling,Full Cast & Crew,
Armored (2009),Status Released,Original Language English,Runtime 1h 28m,"Budget $20,000,000.00","Revenue $22,942,221.00",Homepage -,Release Information,Columbus Short,Laurence Fishburne,Skeet Ulrich,Amaury Nolasco,Matt Dillon,Jean Reno,Full Cast & Crew,
Beneath the Planet of the Apes (1970),Status Released,Original Language English,Runtime 1h 35m,"Budget $3,000,000.00","Revenue $18,999,718.00",Homepage -,Release Information,James Franciscus,Kim Hunter,Maurice Evans,Linda Harrison,Paul Richards,Charlton Heston,Full Cast & Crew,
The Hurricane (1999),Status Released,Original Language English,Runtime 2h 26m,"Budget $50,000,000.00","Revenue $73,956,241.00",Homepage -,Release Information,Denzel Washington,Vicellous Reon Shannon,Deborah Kara Unger,Liev Schreiber,John Hannah,Dan Hedaya,Full Cast & Crew,
Overboard (1987),Status Released,Original Language English,Runtime 1h 46m,"Budget $1,880,006.00","Revenue $26,713,187.00",Homepage -,Release Information,Goldie Hawn,Kurt Russell,Edward Herrmann,Katherine Helmond,Mike Hagerty,Roddy McDowall,Full Cast & Crew,
Blue Is the Warmest Color (2013),Original Title La vie d'Adèle - Chapitres 1 et 2,Status Released,Original Language French,Runtime 2h 59m,"Budget $4,300,000.00","Revenue $10,165,694.00",Homepage -,Release Information,Léa Seydoux,Adèle Exarchopoulos,Catherine Salée,Jeremie Laheurte,Aurélien Recoing,Salim Kechiouche,Full Cast & Crew
The Siege of Jadotville (2016),Status Released,Original Language English,Runtime -,Budget -,Revenue -,Homepage -,Release Information,Jamie Dornan,Guillaume Canet,Mark Strong,Full Cast & Crew,,,,
Tremors 4: The Legend Begins (2004),Status Released,Original Language English,Runtime 1h 41m,"Budget $5,000,000.00",Revenue -,Homepage -,Release Information,Michael Gross,Sara Botsford,Billy Drago,Brent Roam,August Schellenberg,J.E. Freeman,Full Cast & Crew,
The Machine (2013),Status Released,Original Language English,Runtime 1h 32m,Budget -,Revenue -,Homepage -,Release Information,Caity Lotz,Toby Stephens,Denis Lawson,Lee Nicholas Harris,Sam Hazeldine,Sule Rimi,Full Cast & Crew,
Dragon Ball Z: Resurrection 'F' (2015),Original Title ドラゴンボールZ 復活の「F」,Status Released,Original Language Japanese,Runtime 1h 33m,"Budget $5,000,000.00","Revenue $61,768,190.00",Homepage http://www.dragonball2015.com/,Release Information,Masako Nozawa,Ryō Horikawa,Hiromi Tsuru,Mayumi Tanaka,Masaharu Satō,Toshio Furukawa,Full Cast & Crew
Fido (2006),Status Released,Original Language English,Runtime 1h 31m,"Budget $8,000,000.00","Revenue $426,224.00",Homepage http://www.fidothemovie.com/,Release Information,Billy Connolly,Carrie-Anne Moss,Dylan Baker,Kesun Loder,Henry Czerny,Tim Blake Nelson,Full Cast & Crew,
Tremors 3: Back to Perfection (2001),Status Released,Original Language English,Runtime 1h 44m,Budget -,Revenue -,Homepage -,Release Information,Michael Gross,Shawn Christian,Susan Chuang,Charlotte Stewart,Ariana Richards,Tony Genaro,Full Cast & Crew,
A Little Chaos (2014),Status Released,Original Language English,Runtime 1h 57m,Budget -,Revenue -,Homepage -,Release Information,Kate Winslet,Alan Rickman,Stanley Tucci,Matthias Schoenaerts,Jennifer Ehle,Helen McCrory,Full Cast & Crew,
Final Fantasy VII: Advent Children (2005),Status Released,Original Language English,Runtime 1h 41m,Budget -,Revenue -,Homepage http://na.square-enix.com/ff7acc/,Release Information,Takahiro Sakurai,Toshiyuki Morikawa,Ayumi Ito,Keiji Fujiwara,Kyosuke Ikeda,Megumi Toyoguchi,Full Cast & Crew,
Escape from Planet Earth (2013),Status Released,Original Language English,Runtime 1h 29m,Budget -,Revenue -,Homepage http://www.escapeearthmovie.com/,Release Information,Brendan Fraser,Rob Corddry,Ricky Gervais,Jessica Alba,Sarah Jessica Parker,Kaitlin Olson,Full Cast & Crew,
Other People (2016),Status Released,Original Language English,Runtime 1h 37m,Budget -,Revenue -,Homepage -,Release Information,Jesse Plemons,Molly Shannon,Bradley Whitford,Madisen Beaty,Maude Apatow,John Early,Full Cast & Crew,
Night of the Living Dead (1968),Status Released,Original Language English,Runtime 1h 36m,"Budget $114,000.00",Revenue -,Homepage -,Release Information,Duane Jones,Judith O'Dea,Karl Hardman,Marilyn Eastman,Keith Wayne,Judith Ridley,Full Cast & Crew,
Harold & Kumar Go to White Castle (2004),Status Released,Original Language English,Runtime 1h 28m,"Budget $9,000,000.00","Revenue $23,936,908.00",Homepage -,Release Information,John Cho,Kal Penn,Paula Garcés,Neil Patrick Harris,David Krumholtz,Malin Åkerman,Full Cast & Crew,
The Exorcist (1973),Status Released,Original Language English,Runtime 2h 2m,"Budget $8,000,000.00","Revenue $441,306,145.00",Homepage http://theexorcist.warnerbros.com/,Release Information,Linda Blair,Max von Sydow,Ellen Burstyn,Jason Miller,Lee J. Cobb,Kitty Winn,Full Cast & Crew,
Fuck Me (2000),Original Title Baise-moi,Status Released,Original Language French,Runtime 1h 17m,Budget -,"Revenue $940,944.00",Homepage http://www.baise-moi.co.uk/,Release Information,Karen Lancaume,Raffaëla Anderson,Ouassini Embarek,Adama Niane,Marc Barrow,Patrick Eudeline,Full Cast & Crew
Police Academy 5: Assignment Miami Beach (1988),Status Released,Original Language English,Runtime 1h 30m,Budget -,"Revenue $19,510,371.00",Homepage -,Release Information,Bubba Smith,David Graf,Michael Winslow,Leslie Easterbrook,G. W. Bailey,Tab Thacker,Full Cast & Crew,
White Oleander (2002),Status Released,Original Language English,Runtime 1h 49m,Budget -,Revenue -,Homepage -,Release Information,Alison Lohman,Michelle Pfeiffer,Cole Hauser,Robin Wright,Amy Aquino,John Billingsley,Full Cast & Crew,
The Accountant (2016),Status Post Production,Original Language English,Runtime 2h 8m,Budget -,Revenue -,Homepage -,Release Information,Anna Kendrick,Ben Affleck,J.K. Simmons,Jeffrey Tambor,John Lithgow,Jon Bernthal,Full Cast & Crew,
Sex and the City (2008),Status Released,Original Language English,Runtime 2h 25m,"Budget $65,000,000.00","Revenue $415,252,786.00",Homepage http://www.sexandthecitymovie.com/,Release Information,Sarah Jessica Parker,Kim Cattrall,Cynthia Nixon,Kristin Davis,Chris Noth,Willie Garson,Full Cast & Crew,
Bound to Vengeance (2015),Original Title Reversal,Status Released,Original Language English,Runtime 1h 20m,Budget -,Revenue -,Homepage -,Release Information,Tina Ivlev,Richard Tyson,Bianca Malinowski,Kris Kjornes,Dustin Quick,Stephanie Charles,Full Cast & Crew
United 93 (2006),Status Released,Original Language English,Runtime 1h 51m,"Budget $15,000,000.00","Revenue $76,286,096.00",Homepage -,Release Information,J.J. Johnson,Polly Adams,Trish Gates,Nancy McDoniel,Opal Alladin,Gary Commock,Full Cast & Crew,
American Graffiti (1973),Status Released,Original Language English,Runtime 1h 50m,"Budget $777,000.00","Revenue $115,000,000.00",Homepage -,Release Information,Richard Dreyfuss,Ron Howard,Paul Le Mat,Charles Martin Smith,Cindy Williams,Candy Clark,Full Cast & Crew,
The Grapes of Wrath (1940),Status Released,Original Language English,Runtime 2h 9m,"Budget $750,000.00",Revenue -,Homepage -,Release Information,Henry Fonda,Jane Darwell,John Carradine,Charley Grapewin,Dorris Bowdon,Russell Simpson,Full Cast & Crew,
Innerspace (1987),Status Released,Original Language English,Runtime 2h 0m,Budget -,"Revenue $25,893,810.00",Homepage -,Release Information,Martin Short,Dennis Quaid,Meg Ryan,Kevin McCarthy,Fiona Lewis,Vernon Wells,Full Cast & Crew,
Look Who's Talking Now! (1993),Status Released,Original Language English,Runtime 1h 36m,Budget -,Revenue -,Homepage -,Release Information,John Travolta,Kirstie Alley,Lysette Anthony,Diane Keaton,Danny DeVito,Olympia Dukakis,Full Cast & Crew,
The Wind That Shakes the Barley (2006),Status Released,Original Language English,Runtime 2h 4m,"Budget $6,500,000.00","Revenue $22,889,018.00",Homepage -,Release Information,Cillian Murphy,Pádraic Delaney,Liam Cunningham,Orla Fitzgerald,Gerard Kearney,William Ruane,Full Cast & Crew,
Headhunters (2011),Original Title Hodejegerne,Status Released,Original Language English,Runtime 1h 40m,Budget -,"Revenue $15,699,707.00",Homepage -,Release Information,Aksel Hennie,Nikolaj Coster-Waldau,Synnøve Macody Lund,Julie R. Ølgaard,Eivind Sander,Baard Owe,Full Cast & Crew
Muppets Most Wanted (2014),Status Released,Original Language English,Runtime 1h 52m,"Budget $50,000,000.00","Revenue $80,383,113.00",Homepage -,Release Information,Ricky Gervais,Ty Burrell,Tina Fey,Steve Whitmire,Eric Jacobson,Dave Goelz,Full Cast & Crew,
Time Out of Mind (2014),Status Released,Original Language English,Runtime 2h 0m,Budget -,Revenue -,Homepage -,Release Information,Richard Gere,Ben Vereen,Jena Malone,Steve Buscemi,Danielle Brooks,Abigail Savage,Full Cast & Crew,
Persepolis (2007),Status Released,Original Language English,Runtime 1h 35m,"Budget $7,300,000.00",Revenue -,Homepage http://www.sonypictures.com/classics/persepolis/,Release Information,Chiara Mastroianni,Catherine Deneuve,Danielle Darrieux,Simon Abkarian,François Jerosme,Gabrielle Lopes Benites,Full Cast & Crew,
Bonnie and Clyde (1967),Status Released,Original Language English,Runtime 1h 51m,"Budget $2,500,000.00","Revenue $50,700,000.00",Homepage -,Release Information,Warren Beatty,Faye Dunaway,Michael J. Pollard,Gene Wilder,Gene Hackman,Estelle Parsons,Full Cast & Crew,
The Scorpion King 3: Battle for Redemption (2012),Status Released,Original Language English,Runtime 1h 46m,"Budget $5,000,000.00",Revenue -,Homepage -,Release Information,Victor Webster,Bostin Christopher,Temuera Morrison,Krystal Vee,Selina Lo,Kimbo Slice,Full Cast & Crew,
A Nightmare on Elm Street 5: The Dream Child (1989),Status Released,Original Language English,Runtime 1h 29m,"Budget $8,000,000.00","Revenue $22,168,359.00",Homepage -,Release Information,Robert Englund,Lisa Wilcox,Erika Anderson,Valorie Armstrong,Michael Ashton,Kelly Jo Minter,Full Cast & Crew,
Frontera (2014),Status Released,Original Language English,Runtime 1h 43m,Budget -,Revenue -,Homepage -,Release Information,Ed Harris,Eva Longoria,Michael Peña,Amy Madigan,Kristen Rakes,Seth Adkins,Full Cast & Crew,
The Librarian: The Curse of the Judas Chalice (2008),Status Released,Original Language English,Runtime 1h 35m,Budget -,Revenue -,Homepage http://www.tnt.tv/movies/librarian/,Release Information,Noah Wyle,Bob Newhart,Stana Katic,Bruce Davison,Jane Curtin,Dikran Tulaine,Full Cast & Crew,
Mr. Morgan's Last Love (2013),Status Released,Original Language English,Runtime 1h 56m,"Budget $8,200,000.00",Revenue -,Homepage -,Release Information,Michael Caine,Clémence Poésy,Gillian Anderson,Justin Kirk,Jane Alexander,Richard Hope,Full Cast & Crew,
Open Season (2006),Status Released,Original Language English,Runtime 1h 23m,"Budget $85,000,000.00","Revenue $197,309,027.00",Homepage http://www.sonypictures.com/movies/openseason/,Release Information,Martin Lawrence,Ashton Kutcher,Gary Sinise,Debra Messing,Billy Connolly,Georgia Engel,Full Cast & Crew,
The D Train (2015),Status Released,Original Language English,Runtime 1h 41m,"Budget $447,524.00","Revenue $771,317.00",Homepage -,Release Information,James Marsden,Jack Black,Kathryn Hahn,Jeffrey Tambor,Mike White,Kyle Bornheimer,Full Cast & Crew,
Beverly Hills Cop III (1994),Status Released,Original Language English,Runtime 1h 44m,"Budget $50,000,000.00","Revenue $119,208,989.00",Homepage -,Release Information,Eddie Murphy,Judge Reinhold,Héctor Elizondo,Gilbert R. Hill,Timothy Carhart,Bronson Pinchot,Full Cast & Crew,
Home on the Range (2004),Status Released,Original Language English,Runtime 1h 16m,"Budget $110,000,000.00","Revenue $103,951,461.00",Homepage http://disney.go.com/disneyvideos/animatedfilms/homeontherange,Release Information,Randy Quaid,Steve Buscemi,Judi Dench,Cuba Gooding Jr.,G. W. Bailey,Bobby Block,Full Cast & Crew,
[REC] (2007),Status Released,Original Language Spanish,Runtime 1h 18m,"Budget $1,500,000.00","Revenue $30,448,000.00",Homepage http://www.3l-filmverleih.de/rec,Release Information,Manuela Velasco,Ferran Terraza,Martha Carbonell,David Vert,Carlos Lasarte,Pablo Rosso,Full Cast & Crew,
The Butterfly Effect 2 (2006),Status Released,Original Language English,Runtime 1h 35m,Budget -,Revenue -,Homepage http://www.newline.com/properties/butterflyeffect2the.html,Release Information,Eric Lively,Erica Durance,Dustin Milligan,Gina Holden,David Lewis,Andrew Airlie,Full Cast & Crew,
The Arrival (1996),Status Released,Original Language English,Runtime 1h 55m,"Budget $25,000,000.00","Revenue $14,048,372.00",Homepage -,Release Information,Charlie Sheen,Lindsay Crouse,Richard Schiff,Ron Silver,Teri Polo,Phyllis Applegate,Full Cast & Crew,
Extraordinary Measures (2010),Status Released,Original Language English,Runtime 1h 45m,"Budget $31,000,000.00","Revenue $15,134,293.00",Homepage http://www.extraordinarymeasuresthemovie.com,Release Information,Harrison Ford,Brendan Fraser,Keri Russell,Courtney B. Vance,Meredith Droeger,Diego Velazquez,Full Cast & Crew,
Cobra (1986),Status Released,Original Language English,Runtime 1h 27m,Budget -,"Revenue $49,042,224.00",Homepage -,Release Information,Sylvester Stallone,Brigitte Nielsen,Reni Santoni,Brian Thompson,Lee Garlington,Art LaFleur,Full Cast & Crew,
Hannah and Her Sisters (1986),Status Released,Original Language English,Runtime 1h 47m,"Budget $6,400,000.00","Revenue $40,084,041.00",Homepage -,Release Information,Mia Farrow,Carrie Fisher,Michael Caine,Barbara Hershey,Dianne Wiest,Maureen O'Sullivan,Full Cast & Crew,
The Proposal (2009),Status Released,Original Language English,Runtime 1h 48m,"Budget $40,000,000.00","Revenue $317,375,031.00",Homepage http://www.myspace.com/proposalmovie,Release Information,Sandra Bullock,Ryan Reynolds,Mary Steenburgen,Craig T. Nelson,Betty White,Denis O'Hare,Full Cast & Crew,
Frankenstein (1931),Status Released,Original Language English,Runtime 1h 11m,"Budget $291,000.00","Revenue $12,000,000.00",Homepage -,Release Information,Colin Clive,Mae Clarke,John Boles,Boris Karloff,Edward Van Sloan,Frederick Kerr,Full Cast & Crew,
Fist of Fury (1972),Original Title Jing wu men,Status Released,Original Language Mandarin,Runtime 1h 48m,"Budget $100,000.00",Revenue -,Homepage -,Release Information,Bruce Lee,Nora Miao,James Tien,Maria Yi,Robert Baker,Fu Ching Chen,Full Cast & Crew
