studio,genres,num_voted_users,num_user_for_reviews,imdb_score,aspect_ratio,movie_facebook_likes,Type,Year,Runtime,Budget,budget.diff,Revenue,Actor1,Actor2,Actor3,Actor4,Actor5,Actor6
TriS,Comedy,27149,96,6.3,1.85,0,PG13,1986,103,18000000,5017016.47,41382841,2,2,4,2,3,3
Art.,Drama,573541,1916,8.4,1.37,38000,R,2000,102,4500000,-40277522.94,7390108,2,2,3,2,3,3
Osci.,Drama,95529,301,7.5,2.35,38000,R,2011,112,7000000,-32249103.35,6038942,2,1,1,2,3,3
WB,Comedy,123940,337,6.7,1.85,0,R,1999,103,80000000,37481720.35,176885658,2,2,2,4,3,3
WB,Biography,25465,190,6.9,2.35,16000,R,2014,134,40000000,-1642067.61,67347013,2,3,4,2,3,3
SPC,Drama,8087,33,7.1,2.35,1000,R,2008,125,40000000,-963509.83,7400000,2,1,2,2,3,0
Sony,Drama,15817,210,6.7,2.35,0,PG13,2000,115,18000000,-26777522.94,17200925,1,1,1,2,3,3
Sony,Action,100001,289,5.9,2.35,0,PG13,2000,123,82000000,37222477.06,96085477,2,3,2,4,3,3
Uni.,Drama,176936,824,7.6,2.35,0,R,2005,164,70000000,29231497.34,130358911,2,2,3,2,3,3
NL,Comedy,48621,239,6.6,2.35,0,PG13,1999,112,35000000,-7518279.65,40263020,2,2,2,4,3,3
SGem,Drama,96569,522,6.7,2.35,0,PG13,2005,122,19000000,-21768502.66,144216468,2,2,1,2,3,3
TriS,Comedy,7973,59,5.7,1.85,0,PG13,2011,112,6600000,-32649103.35,37710610,2,3,2,4,3,3
Fox,Fantasy,80958,310,7.6,2.35,7000,R,1976,111,2800000,-4735262.5,60922980,1,3,4,2,3,3
Par.,Comedy,58658,495,6.4,1.85,0,PG13,2005,123,57000000,16231497.34,52034889,2,3,2,3,3,3
NL,Action,25086,87,4.8,1.85,1000,PG,1993,96,21,-22558930.85,42,3,5,3,1,3,3
Uni.,Comedy,42644,102,6.2,1.85,0,R,2001,93,12000000,-30636662.38,31155435,1,3,3,4,3,3
Uni.,Comedy,60884,85,4.8,1.33,0,PG,1994,91,46000000,17527703.12,341631208,2,3,2,4,3,3
RKO,Drama,40359,235,8.1,1.37,0,NotRated,1946,172,2100000,-326666.667,23650000,1,1,2,5,3,3
MGM,Drama,215340,706,8.2,1.37,16000,G,1939,238,4000000,1885325.2,400176459,1,3,1,4,3,3
Lions,Drama,26832,247,7.7,1.85,0,R,1998,131,18000000,-25592584.27,9495408,2,3,4,5,3,3
Sony,Mystery,104564,587,6.5,2.35,0,R,1999,123,40000000,-2518279.65,96618699,2,3,2,4,3,3
Col.,Drama,62037,148,6.6,2.35,0,R,1990,115,26000000,2289980.87,61489265,2,2,2,4,3,3
Fox,Action,328067,533,6.7,2.35,68000,PG13,2013,126,120000000,75795466.71,415440673,2,3,4,2,3,3
WB,Action,82380,629,5.6,2.35,0,PG13,2006,99,160000000,122105274.3,181674817,2,2,2,2,3,3
BV,Comedy,41273,136,5.8,2.35,0,PG,2010,105,20000000,-23423745.41,32005248,2,2,1,1,3,3
BV,Comedy,59380,202,5.7,1.85,0,R,1999,88,17000000,-25518279.65,65535067,1,2,4,2,3,3
WBNL,Comedy,48500,124,5.6,1.85,0,PG13,2008,88,80000000,39036490.17,163733697,2,2,2,2,3,3
DW,Adventure,91093,353,7,1.85,0,PG,1998,99,70000000,26407415.73,218613188,2,2,2,2,3,3
BV,Crime,98989,158,6.6,1.85,1000,R,1996,117,80000000,45010939.14,309492681,2,3,2,1,3,3
Fox,Comedy,18727,45,6.6,2.35,0,PG,2011,99,21000000,-18249103.35,72417394,2,3,1,3,3,3
Uni.,Comedy,71217,228,7.2,1.85,0,X,1982,90,4500000,-9683333.33,27092880,3,3,3,4,3,3
BV,Adventure,69733,97,6.9,1.85,0,PG,1993,98,14000000,-8558951.85,154864401,1,3,4,2,3,3
Par.,Drama,42705,274,6.3,2.35,885,R,1999,116,60000000,17481720.35,149705852,2,3,2,1,3,3
Par.,Drama,53741,214,8.1,1.85,0,Approved,1962,123,3200000,-10079333.33,8000000,2,3,2,1,3,3
RAtt.,Drama,41574,145,6.6,1.85,0,R,2012,100,12000000,-30582235.14,35485056,1,2,2,4,3,3
Par.,Adventure,37479,152,5.9,2.35,0,PG13,2004,95,19000000,-24358824.19,69631118,2,4,4,2,3,3
Par.,Crime,59232,317,6.3,2.35,0,R,2001,104,60000000,17363337.62,105178561,2,1,4,4,3,3
LGF,Comedy,17461,78,5.6,1.85,0,PG,2009,97,8000000,-32301245.04,29010817,3,3,4,4,3,3
WB,Action,60165,326,6.4,2.35,0,PG13,2000,130,65000000,20222477.06,90000000,2,2,2,2,3,3
Uni.,Biography,135246,498,7.3,1.85,0,R,2000,131,52000000,7222477.06,256271286,2,3,2,3,3,3
FoxS,Comedy,161448,1473,6.9,1.85,0,PG,2004,95,400000,-42958824.19,46118097,3,3,3,4,3,3
Col.,Mystery,20113,178,6.8,1.85,0,R,1984,114,10000000,-3386511.32,8801940,1,3,4,1,3,3
Par.,Action,109894,340,6.9,2.35,0,R,2005,109,45000000,4231497.34,92374674,2,3,3,1,3,3
MGM,Comedy,22147,156,6.3,1.85,770,PG13,2002,102,12000000,-29044295.73,75781642,2,5,2,4,3,3
SGem,Drama,14814,114,6.3,2.35,0,PG13,2010,117,15000000,-28423745.41,20529194,2,3,1,4,3,0
Dim.,Comedy,107815,485,7.1,1.85,10000,R,2003,91,23000000,-21059891.96,76488889,2,3,4,4,3,3
NL,Drama,47203,197,6.8,2.35,0,R,2007,120,27500000,-11884502.9,24748670,1,2,2,4,3,3
Over.,Crime,35137,188,7.4,1.85,10000,R,2009,120,20000000,-20301245.04,17436509,2,3,4,4,3,3
WB,Adventure,33597,185,7,2.35,0,PG13,1985,121,20000000,6306167.45,18432000,2,1,2,3,3,3
FoxS,Drama,70336,269,7.3,1.85,31000,PG13,2012,93,1800000,-40782235.14,21107746,3,3,3,4,3,3
BV,Drama,11983,147,6.7,2.35,365,PG13,2002,117,21000000,-20044295.73,10011050,1,1,2,4,3,3
Sony,Action,48909,166,5.8,1.85,0,PG13,1995,114,22000000,-10026455.82,1106279658,2,3,4,3,3,3
ORF,Action,29322,104,6.1,2.35,0,R,2012,100,2000000,-40582235.14,14400000,2,3,2,4,3,3
WB,Drama,6069,33,6.4,1.85,0,PG,2014,107,36000000,-5642067.61,52424533,2,2,4,4,3,3
Dim.,Comedy,26905,614,4.1,2.35,0,R,2002,94,13000000,-28044295.73,37664855,2,3,3,2,3,3
Uni.,Comedy,87538,79,6,1.85,0,PG,1988,107,15000000,706842.11,216614388,2,1,2,1,3,3
DW,Adventure,58300,139,6.9,1.85,0,PG,2000,89,95000000,50222477.06,76432727,2,2,4,4,3,0
Mira.,Biography,71596,276,7.1,2.35,3000,R,2002,113,30000000,-11044295.73,33013805,2,2,2,2,3,3
NL,Action,79141,355,6.5,2.35,2000,PG13,2004,94,25000000,-18358824.19,56422687,1,3,2,2,3,3
WB,Horror,37412,178,5.7,2.35,0,R,2007,99,40000000,615497.1,62771059,1,3,2,4,3,3
Par.,Action,23943,118,6,1.85,425,G,2001,83,25000000,-17636662.38,80936232,1,3,4,4,3,3
Uni.,Comedy,27664,120,6,1.85,472,PG13,2008,114,58000000,17036490.17,41299492,2,3,2,2,3,3
Mira.,Comedy,6147,36,5.4,2.35,0,PG13,2010,110,20000000,-23423745.41,346594,1,3,4,3,3,3
FL,Crime,79330,690,8,2.35,0,R,2000,140,12800000,-31977522.94,40031879,3,3,2,2,3,3
Fox,Action,52244,377,6.6,2.35,0,PG,2000,94,75000000,30222477.06,36754634,2,3,2,4,3,3
Rog.,Comedy,28632,214,4.9,1.85,0,R,2004,87,12000000,-31358824.19,24829644,1,1,1,4,3,3
Uni.,Adventure,56338,215,6.5,2.35,4000,R,2009,98,14000000,-26301245.04,22852638,2,3,1,4,3,3
Fox,Comedy,74343,98,5.3,1.85,694,PG13,1998,85,71000000,27407415.73,294456605,2,3,2,3,3,3
Mira.,Crime,22345,144,6.8,1.85,0,R,1995,116,8000000,-24026455.82,529766,3,3,4,2,3,3
FoxS,Biography,44795,314,7.4,1.85,0,R,2000,124,13500000,-31277522.94,7060876,2,2,2,2,3,3
MNE,Adventure,4006,12,5.8,0,0,NotRated,2013,85,20000000,-24204533.29,27187375,1,2,2,4,3,3
PDW,Action,326180,899,6.3,2.35,46000,PG13,2011,154,195000000,155750896.7,1123746996,2,2,2,5,3,3
Fox,Comedy,44453,154,5.8,2.35,0,PG13,2003,118,55000000,10940108.04,33828318,2,2,1,4,3,3
Focus,Drama,36542,378,7.4,1.85,0,PG13,2002,107,13500000,-27544295.73,29027914,1,2,4,4,3,3
Uni.,Drama,25344,77,5.6,1.85,0,PG13,2009,109,18000000,-22301245.04,36133014,2,2,1,4,3,3
Sony,Comedy,61317,229,5.2,2.35,0,PG13,2001,103,35000000,-7636662.38,94728529,1,2,4,4,3,3
Par.,Action,54021,227,5.7,2.35,0,R,1996,97,50000000,15010939.14,42277365,2,2,2,2,3,3
Rela.,Crime,72886,190,6.4,2.35,35000,R,2012,111,26000000,-16582235.14,29657751,2,3,2,2,3,3
WB,Drama,95860,660,7.2,1.85,16000,PG13,2000,122,40000000,-4777522.94,55707411,2,3,1,1,3,3
LGF,Horror,35131,255,4.8,2.35,16000,R,2013,92,20000000,-24204533.29,47241945,4,3,2,4,3,3
MGMW,Biography,23864,142,7,2.35,0,PG,2006,92,30000000,-7894725.68,35078241,1,3,2,4,3,3
WB,Drama,78454,233,8,1.37,5000,PG,1951,125,1800000,-328991,8000000,1,3,4,4,3,3
BV,Comedy,30058,236,5.5,2.35,800,PG13,2003,105,20000000,-24059891.96,132675402,2,2,2,4,3,3
LGF,Comedy,9051,68,5.7,2.35,0,PG13,2015,107,17000000,-25177171.7,24000000,2,2,2,1,3,3
Uni.,Action,76199,944,4.4,2.35,13000,PG13,2010,100,10000000,-33423745.41,66821036,2,5,5,4,3,3
Uni.,Action,26846,193,5.6,1.85,0,PG13,2000,106,15000000,-29777522.94,35007180,1,4,1,2,3,3
Uni.,Action,53970,435,6,1.85,0,PG13,1999,121,68000000,25481720.35,29762011,2,3,2,4,3,3
Par.,Comedy,43442,146,6.2,1.85,0,R,2004,103,60000000,16641175.81,13395939,2,2,4,4,3,3
Wein.,Drama,62584,375,6.6,2.35,0,R,2005,108,22000000,-18768502.66,57479076,2,2,1,4,3,3
Sony,Drama,23728,213,6.1,2.35,813,R,2001,109,21000000,-21636662.38,28008462,2,2,2,2,3,3
Fox,Comedy,50415,613,2.7,1.85,806,PG13,2006,83,20000000,-17894725.68,48548426,1,3,4,4,3,3
LGF,Crime,146364,237,7.4,2.35,27000,PG13,2010,133,30000000,-13423745.41,51148651,2,2,4,1,3,3
BV,Biography,20827,136,7.2,2.35,0,PG,2010,123,35000000,-8423745.41,60251371,2,2,4,2,3,3
Sony,Comedy,20000,188,6.2,2.35,0,R,2006,116,12000000,-25894725.68,6754898,2,3,4,4,3,3
MGM,Drama,55816,255,8,2.35,7000,PG13,1965,197,14000000,5433333.333,111721910,2,3,4,4,3,3
NL,Action,36363,256,3.7,1.85,1000,PG13,1997,95,30000000,-13068856.22,51376861,2,3,2,3,3,3
Par.,Drama,35172,128,6.1,1.85,0,R,1983,95,4000000,-11677400,92921203,3,3,3,4,3,3
Orion,Action,35018,180,3.9,1.85,716,PG13,1993,104,22000000,-558951.85,10696210,4,3,4,5,3,3
SGem,Action,70341,830,4.4,1.85,0,PG13,2006,88,30000000,-7894725.68,31070211,2,3,2,3,3,3
Lions,Comedy,76467,236,6.8,1.85,0,R,2005,94,3000000,-37768502.66,18637690,2,3,3,4,3,3
TriS,Action,43376,249,5.7,1.85,0,R,1991,100,65000000,39800909.09,17218080,2,3,2,5,3,3
Sony,Drama,73006,297,7.3,2.35,0,PG13,2000,136,43000000,-1777522.94,80049764,2,3,1,4,3,3
Par.,Action,69663,133,6.9,2.35,0,PG13,1994,141,62000000,33527703.12,215887717,2,2,2,4,3,3
WB,Action,16474,301,4.2,2.35,785,PG13,2005,110,80000000,39231497.34,5989640,2,3,4,4,3,3
Orion,Action,7973,65,6.3,1.85,0,PG,1983,107,5000000,-10677400,12232628,2,4,2,3,3,3
Par.,Comedy,67992,327,6.6,1.85,0,R,2002,87,5000000,-36044295.73,64282312,3,3,3,5,3,3
Fox,Drama,167750,506,6.8,2.35,10000,PG13,1996,120,14500000,-20489060.86,147298761,1,1,2,4,3,3
DW,Adventure,44143,216,7,2.35,4000,G,2002,83,80000000,38955704.27,122563539,2,3,4,4,3,3
Alc,Drama,5637,57,5.2,2.39,0,R,2015,111,10000000,-32177171.7,17472,2,3,2,3,3,3
Mira.,Comedy,63951,252,7.4,1.85,0,R,1996,94,200000,-34789060.86,4505922,3,2,3,2,3,3
DW,Drama,45296,267,6.7,1.85,0,PG13,2000,126,80000000,35222477.06,39459427,2,2,2,4,3,3
MGM,Action,11092,44,4.5,2.35,167,PG,2004,100,26000000,-17358824.19,28818995,2,5,4,2,3,3
Par.,Crime,101899,445,6.8,2.35,0,R,2001,124,68000000,25363337.62,71069884,2,3,4,1,3,3
Par.,Biography,52533,235,7.5,1.85,10000,PG13,2007,123,21000000,-18384502.9,41170784,1,1,2,4,3,3
Vari.,Action,4670,27,6,2.35,0,R,2011,125,30000000,-9249103.35,108348,2,3,4,4,3,3
CBS,Drama,13506,68,4,2.35,0,PG13,2013,88,5000000,-39204533.29,15179302,2,3,1,4,3,3
SGem,Action,22243,144,4.6,2.35,686,PG13,2004,97,20000000,-23358824.19,70992898,1,3,1,4,3,3
SGem,Mystery,18632,354,5.3,1.85,656,R,2003,119,12000000,-32059891.96,23,2,2,1,4,3,3
SGem,Comedy,13145,215,3.6,1.85,725,R,2002,89,10000000,-31044295.73,598645,2,3,2,1,3,3
NL,Comedy,147597,395,6.9,1.85,21000,PG,2003,97,32000000,-12059891.96,173398518,1,4,4,1,3,3
WDim.,Horror,47227,323,5.2,1.33,0,PG13,2011,86,5000000,-34249103.35,25562924,1,3,4,4,3,3
Uni.,Drama,28099,220,5.9,2.35,0,R,2001,131,57000000,14363337.62,62112895,2,3,2,2,3,3
ATO,Biography,14757,51,6.2,2.35,0,R,2010,108,12500000,-30923745.41,1083683,2,5,1,4,3,3
PDW,Comedy,16271,57,5.4,1.85,1000,PG,2009,100,35000000,-5301245.04,73034460,2,3,2,2,3,3
MGM,Comedy,150020,568,8.3,1.37,0,Approved,1952,103,2540800,895400,1729345,2,3,4,4,3,3
BV,Action,81026,194,7.3,2.35,0,R,1995,116,53000000,20973544.18,157387195,2,3,2,4,3,3
Fox,Biography,15448,174,5.6,2.35,15000,PG13,2014,138,22000000,-19642067.61,67800064,1,3,4,1,3,3
WB,Comedy,60460,104,7.7,1.85,14000,PG,2010,90,14000000,-29423745.41,1755212,2,3,1,4,3,3
Fox,Action,53126,254,6.6,2.35,0,R,2001,98,25000000,-17636662.38,64437847,1,3,3,2,3,3
Sony,Comedy,41239,166,4.6,1.85,887,R,2005,83,22000000,-18768502.66,22400154,1,1,3,4,3,3
Uni.,Drama,7976,61,5.3,2.35,0,R,2015,122,10000000,-32177171.7,3334927,2,2,3,3,3,3
Uni.,Comedy,62198,139,5.6,1.85,0,R,2012,98,35000000,-7582235.14,24159934,2,3,1,3,3,3
Mira.,Drama,63931,241,7.6,1.85,0,R,1993,121,7000000,-15558951.85,116700000,3,3,2,3,3,3
IsAl,Comedy,11031,45,6.5,2.35,739,R,1985,104,2000000,-11693832.55,390659,3,3,3,4,3,3
Mira.,Comedy,85423,374,6.9,1.85,12000,PG13,2001,90,28000000,-14636662.38,77516304,2,2,4,1,3,3
Uni.,Comedy,28005,236,6.2,2.35,0,PG13,2006,115,20000000,-17894725.68,41237648,2,2,2,4,3,3
Gold.,Drama,2047,29,4.6,2.35,0,PG13,2015,121,5000000,-37177171.7,4842699,2,3,4,4,3,3
BV,Comedy,60494,132,6.7,1.85,16000,PG,1993,96,28000000,5441048.15,39514713,2,3,2,4,3,3
Par.,Drama,47876,320,6.1,1.85,0,PG13,2001,112,13000000,-29636662.38,91038276,2,3,4,4,3,3
BV,Horror,25870,281,5.1,2.35,0,PG13,2006,100,9000000,-28894725.68,27105095,1,3,2,1,3,3
Fox,Action,42761,366,5.6,2.35,2000,R,1999,82,27000000,-15518279.65,56870414,2,2,4,4,3,3
BV,Drama,12037,90,5.1,2.35,943,R,1995,135,50000000,17973544.18,10382407,2,2,2,4,3,3
BV,Adventure,38949,112,7.1,1.85,0,R,1993,120,32000000,9441048.15,36733909,2,3,3,4,3,3
Sony,Action,41663,141,5.4,1.37,531,PG13,2002,97,70000000,28955704.27,33561137,2,2,2,4,3,3
Focus,Crime,189249,398,7.7,1.85,0,R,2007,100,51500000,12115497.1,55112356,2,3,2,4,3,3
Orion,Crime,887467,916,8.6,1.85,40000,R,1991,118,19000000,-6199090.91,272742922,4,3,2,2,3,3
Uni.,Comedy,34079,97,6,1.85,0,PG13,2008,99,30000000,-10963509.83,63833449,1,3,2,2,3,3
Sony,Crime,25462,200,5.8,2.35,804,PG13,2001,106,30000000,-12636662.38,23619609,2,3,3,4,3,3
WB,Action,23747,207,4,2.35,0,PG13,2004,84,40000000,-3358824.19,46546197,2,3,4,2,3,3
MGMW,Comedy,26100,97,5.9,2.35,484,PG13,2006,100,20000000,-17894725.68,17807569,2,2,2,4,3,3
Fox,Adventure,89687,666,2.3,1.85,0,PG13,2007,86,20000000,-19384502.9,86865564,2,3,1,4,3,3
Uni.,Adventure,9513,116,7.7,1.85,0,PG,1977,121,22000000,13909411.77,12000000,2,3,4,2,3,3
WB,Comedy,92924,339,7.2,2.35,19000,R,1987,97,8500000,-4660000.13,32222567,1,3,1,5,3,3
UA,FilmNoir,32927,161,7.6,1.37,0,Unrated,1945,111,1500000,148748.25,7000000,2,3,4,1,3,3
CBS,Comedy,185845,284,7.2,2.35,52000,R,2012,110,15000000,-27582235.14,19422261,2,4,1,4,3,3
Sony,Action,55350,180,5.9,1.85,0,PG13,1995,134,55000000,22973544.18,127600435,2,1,2,4,3,3
Fox,Adventure,33186,78,5.9,1.85,0,PG,1994,99,50000000,21527703.12,16671505,2,3,2,4,3,3
WB,Drama,66959,258,7.9,2.2,0,Approved,1964,170,17000000,13093104.88,72000000,2,3,4,2,3,3
Over.,Drama,34985,135,5.4,2.35,0,R,2010,105,22000000,-21423745.41,9479718,1,2,2,4,3,0
Sony,Adventure,41664,205,5.9,1.85,0,PG13,2001,91,17700000,-24936662.38,30987695,1,5,4,2,3,3
PDW,Comedy,80338,264,5.9,1.85,0,PG13,2010,114,69000000,25576254.59,86387857,2,3,4,4,3,3
TriS,Biography,68159,209,7.2,2.35,0,R,1991,140,38000000,12800909.09,34416893,2,1,4,3,3,3
Par.,Crime,21283,190,5.5,2.35,361,PG13,2001,89,75000000,32363337.62,54249294,2,2,2,3,3,3
WB,Comedy,55749,257,6.1,2.35,0,PG13,1998,104,75000000,31407415.73,46683377,2,2,4,2,3,3
Uni.,Comedy,78974,141,6.2,1.85,11000,R,2012,124,30000000,-12582235.14,53909751,2,3,2,3,3,3
UA,Drama,76616,334,7.9,1.85,0,X,1969,113,3600000,-2111021.75,44785053,3,4,3,2,3,3
RTWC,Comedy,37156,129,5.3,2.35,0,R,2012,91,3000000,-39582235.14,11947954,2,5,3,2,3,3
DW,Comedy,82819,263,6.7,1.85,0,PG13,2005,95,58000000,17231497.34,102854431,2,3,4,2,3,3
BV,Comedy,63625,64,5.2,1.85,0,PG,1997,93,80000000,36931143.78,177977226,2,2,2,4,3,3
WB,Action,27305,284,5.1,2.35,604,R,2000,102,63600000,18822477.06,19412993,2,2,2,5,3,3
SGem,Drama,25960,389,4.1,1.85,1000,PG13,2005,89,20000000,-20768502.66,67192859,1,3,2,2,3,3
SonR,Action,31293,254,5.3,2.35,648,PG13,2003,116,75000000,30940108.04,51142659,2,2,4,4,3,3
Sony,Comedy,110432,309,5.8,1.85,0,PG13,2002,96,50000000,8955704.27,171269535,2,3,2,3,3,3
Par.,Horror,39690,394,6.1,1.85,0,R,1981,87,1250000,-9569444.44,21722776,3,3,3,4,3,3
BV,Animation,13319,53,6.3,1.78,347,G,2000,77,30000000,-14777522.94,45554533,2,3,4,2,3,3
WB,Horror,16294,252,3.7,1.85,889,R,1977,118,14000000,5909411.765,30749142,2,3,2,4,3,3
BV,Action,47819,164,6.1,1.85,2000,PG,1990,103,47000000,23289980.87,103738726,4,2,4,3,3,3
FoxS,Comedy,37714,204,7.1,1.85,0,PG13,2007,108,2000000,-37384502.9,22179430,2,3,3,4,3,3
Col.,Comedy,21079,55,5.2,1.85,818,PG13,1988,108,20000000,5706842.11,13854000,2,3,2,4,3,3
Sum.,Drama,13174,81,7.2,1.85,0,PG13,2011,98,10000000,-29249103.35,1759252,3,3,4,1,3,3
Free,Action,29994,86,6.9,2.35,0,PG13,2010,98,8000000,-35423745.41,3453043,2,4,2,4,3,3
NL,Family,22649,212,5.9,2.35,1000,PG,2004,103,15000000,-28358824.19,14867514,2,3,2,4,3,3
SonR,Drama,41685,754,7,2.35,3000,PG13,2005,135,40000000,-768502.66,31670620,1,3,2,4,3,3
SPC,Comedy,23629,141,7.3,2.35,0,PG13,2010,129,8000000,-35423745.41,18124262,2,3,4,3,3,3
UTV,Comedy,70233,321,8.4,2.35,0,NotRated,2006,157,2200000,-35694725.68,11502151,3,3,3,3,3,3
FoxS,Drama,37952,298,6.5,1.85,938,R,2002,93,8000000,-33044295.73,16856124,3,3,3,4,3,3
SonR,Biography,32370,196,6.9,1.85,0,PG,2003,109,32000000,-12059891.96,52277485,2,1,4,2,3,3
SPC,Comedy,19715,166,5.9,2.35,515,R,2006,88,6500000,-31394725.68,13368437,3,3,3,3,3,3
IFC,Comedy,54601,200,6.4,1.85,23000,NotRated,2009,91,800000,-39501245.04,1984662,3,3,3,2,3,3
Sony,Action,15814,68,5.4,2.35,503,R,1996,100,25000000,-9989060.86,51702483,2,3,1,1,3,3
WB,Comedy,29932,211,6.9,1.85,0,R,1982,120,8000000,-6183333.33,21028755,1,3,4,2,3,3
Col.,Action,48629,134,6.9,1.85,0,R,1981,106,10000000,-819444.44,85300000,2,3,4,4,3,3
BV,Comedy,44816,259,6.4,1.85,0,PG13,2000,127,30000000,-14777522.94,37036004,2,2,2,2,3,3
WB,Action,44248,373,6,2.35,0,R,1998,99,75000000,31407415.73,14567883,2,3,4,3,3,3
Gold.,Drama,17068,215,6.5,1.85,0,PG,2008,122,500000,-40463509.83,33456317,3,3,3,1,3,3
MGM,Comedy,63459,185,6.9,2.35,3000,PG13,1996,113,27000000,-7989060.86,25023434,2,2,4,3,3,3
USA,Crime,170684,867,7.6,1.85,0,R,2000,148,48000000,3222477.06,207515725,2,3,3,4,3,3
Col.,Biography,21409,63,6.8,1.85,0,PG13,1987,108,6500000,-6660000.13,54215416,1,3,3,1,3,3
Uni.,Comedy,19230,59,6.1,2.35,0,PG,2010,109,35000000,-8423745.41,93246388,2,2,2,3,3,3
LGF,Drama,118684,447,7,2.35,24000,R,2010,94,1987650,-41436095.41,19152480,3,3,3,4,3,3
MGM,Action,35565,247,6.6,2.35,2000,PG13,2006,140,60000000,22105274.32,17800000,2,3,4,4,3,3
Par.,Adventure,28130,215,6.5,2.35,0,PG13,2002,132,35000000,-6044295.73,29882645,2,3,2,3,3,3
Uni.,Comedy,48225,164,6.7,1.85,0,R,1998,82,8000000,-35592584.27,17460020,2,3,3,1,3,3
Uni.,Biography,54787,216,6.9,1.85,0,PG13,2007,114,25000000,-14384502.9,74237563,2,2,2,4,3,3
WB,Adventure,24183,160,5.7,2.35,665,PG,2003,90,80000000,35940108.04,68514844,2,3,2,4,3,3
Uni.,Action,179500,378,6,2.35,0,PG13,2006,104,85000000,47105274.32,158468292,2,3,4,2,3,3
Fox,Comedy,15665,35,6.4,2.35,0,PG,2012,94,22000000,-20582235.14,77112176,1,3,4,4,3,3
WB,Action,25346,167,5.7,2.35,470,R,2000,117,40000000,-4777522.94,30199105,2,2,1,4,3,3
Focus,Drama,17373,148,6.2,2.35,767,PG13,2004,141,23000000,-20358824.19,16123851,2,3,2,4,3,3
WB,Action,16761,277,3.6,2.35,391,R,2002,91,70000000,28955704.27,19924033,1,3,4,4,3,3
Uni.,Biography,52339,200,7.2,1.85,0,PG,1985,161,31000000,17306167.45,128499205,2,1,2,5,3,3
FoxS,Comedy,7098,41,5,1.85,0,PG13,2013,96,8500000,-35704533.29,22456509,2,3,2,2,3,3
MGM,Comedy,13194,59,5.5,2.35,671,PG13,2005,105,25000000,-15768502.66,36351350,2,3,4,4,3,3
MGMW,Biography,47626,118,7.6,2.35,0,PG13,2007,126,15000000,-24384502.9,30226144,2,3,2,2,3,3
Uni.,Adventure,31209,106,6.1,2.35,0,G,2008,100,60000000,19036490.17,50877145,2,2,2,2,3,3
Fox,Action,19824,179,3.7,2.35,0,PG13,2009,97,50000000,9698754.96,12764201,2,2,2,3,3,3
FoxS,Drama,68222,545,6.8,1.85,0,R,2003,100,2000000,-42059891.96,4601043,3,3,3,4,3,3
Par.,Action,23579,88,5.5,2.35,0,R,1995,106,30000000,-2026455.82,24048000,2,3,4,4,3,3
Uni.,Action,38017,247,6.4,2.35,12000,PG,1980,111,35000000,20932608.7,27107960,2,3,4,4,3,3
BV,Drama,26434,174,7,2.35,0,G,2002,127,20000000,-21044295.73,75597042,2,3,4,2,3,3
BV,Adventure,38203,290,4,1.85,0,PG,1993,104,42000000,19441048.15,20844907,2,2,4,4,3,3
App.,Biography,39260,129,6.6,2.35,0,R,2010,106,10000000,-33423745.41,2995811,2,2,2,4,3,3
Uni.,Action,53471,224,5.4,2.35,29000,R,2012,96,15000000,-27582235.14,15608545,2,2,2,3,3,3
UA,Crime,123090,888,8,1.85,4000,R,2002,120,4000000,-37044295.73,35564473,3,3,3,4,3,3
Uni.,Comedy,11600,64,6.7,2.35,7000,R,2013,123,17000000,-27204533.29,71625195,2,3,4,4,3,3
UFD,Horror,49669,419,7.2,1.85,3000,Unrated,1985,102,3500000,-10193832.55,34000000,1,3,4,2,3,3
BV,Drama,32353,263,6.5,1.85,0,PG13,1998,170,60000000,16407415.73,186883563,2,3,1,4,3,3
Par.,Crime,66966,175,7.4,1.85,0,R,1985,113,12000000,-1693832.55,68706993,2,3,4,3,3,3
WIP,Drama,168398,492,8,1.85,13000,R,2004,77,2700000,-40658824.19,15992615,4,3,4,3,3,3
WB,Drama,43991,695,5.2,2.35,0,R,2002,101,35000000,-6044295.73,45479110,4,3,1,2,3,3
Uni.,Action,284792,366,7.3,2.35,54000,PG13,2011,130,125000000,85750896.65,626137675,2,3,2,1,3,3
Uni.,Comedy,51842,173,6.3,2.35,0,PG13,2004,98,31000000,-12358824.19,41512007,2,3,4,4,3,3
WB,Comedy,44838,223,6.6,2.35,0,PG,2005,119,25000000,-15768502.66,39053061,1,3,4,3,3,3
Focus,Drama,98354,433,7.7,1.85,0,R,2000,110,5000000,-39777522.94,110000000,3,3,3,2,3,3
Sony,Comedy,33287,201,5.9,1.85,739,PG13,2001,90,22000000,-20636662.38,19351569,2,3,1,2,3,3
WB,Action,20295,164,3.8,1.85,416,PG13,2002,95,100000000,58955704.27,7103973,2,3,2,3,3,3
LGF,Drama,41509,300,5.6,1.85,0,PG13,2010,87,1800000,-41623745.41,67738090,3,3,3,2,3,3
BV,Action,15697,182,6,2.35,0,R,2008,160,45000000,4036490.17,9323833,2,3,2,4,3,3
FD,Drama,31414,180,4.3,2.35,0,R,2011,127,10000000,-29249103.35,303877,3,3,3,4,3,3
Wein.,Comedy,40514,234,6.8,2.35,808,R,2005,96,10000000,-30768502.66,17297244,2,3,2,4,3,3
