studio,genres,num_voted_users,num_user_for_reviews,imdb_score,aspect_ratio,movie_facebook_likes,Type,Year,Runtime,Budget,budget.diff,Revenue,Actor1,Actor2,Actor3,Actor4,Actor5,Actor6
Mira.,Comedy,37530,106,6.2,1.85,0,R,2009,92,8000000,-32301245.04,10848783,2,2,2,3,3,3
ParV,Drama,46813,150,6.7,1.78,12000,PG13,2011,90,250000,-38999103.35,3542353,2,3,2,2,3,3
Mira.,Action,14325,90,6.7,2.35,0,R,2006,105,18000000,-19894725.68,1831348,2,2,2,4,3,3
USA,Drama,65201,651,7.3,2.35,0,R,2001,137,19800000,-22836662.38,87754044,2,3,2,1,3,3
Fox,Horror,13913,120,4,1.85,0,R,2014,89,7000000,-34642067.61,36433975,1,3,1,4,3,3
LGF,Comedy,22105,81,7.6,1.85,14000,PG13,2013,115,5500000,-38704533.29,99067206,1,3,4,1,3,3
MGM,Action,24790,173,5.2,2.35,0,R,1995,98,25000000,-7026455.82,6600000,2,3,4,5,3,3
Sony,Drama,57140,195,6.2,1.85,6000,R,1996,101,15000000,-19989060.86,24769466,1,2,1,4,3,3
MGM,Comedy,114762,299,7.4,1.85,19000,PG13,2007,106,12000000,-27384502.9,11293663,2,3,4,2,3,3
Sony,Biography,22447,210,6.4,1.85,0,PG13,2001,132,48000000,5363337.62,35743308,2,3,1,4,3,3
Par.,Comedy,14315,101,5.3,1.85,201,PG13,2002,100,29000000,-12044295.73,16930185,2,3,4,3,3,3
Fox,Action,40346,95,5.6,1.85,1000,PG13,1996,107,50000000,15010939.14,60209334,2,2,4,4,3,3
MGM,Drama,44913,181,6,2.35,3000,R,2001,118,42000000,-636662.38,35402320,2,2,4,4,3,3
MGM,Horror,13065,253,4.6,1.85,897,R,1999,104,21000000,-21518279.65,17762705,1,5,1,1,3,3
WDim.,Drama,24969,258,4.7,2.35,0,PG13,2006,90,38000000,105274.32,29907685,2,3,1,4,3,3
SGem,Action,149549,348,6.3,2.35,0,R,2007,94,45000000,5615497.1,147717833,2,2,2,4,3,3
Wein.,Action,29285,174,5.4,2.35,0,PG13,2007,102,67000000,27615497.1,25303038,2,1,2,3,3,3
Mira.,Biography,50197,265,7.4,2.35,0,R,1994,99,5000000,-23472296.88,3049135,3,2,3,4,3,3
WB,Action,65464,1308,2.4,2.35,0,PG13,2000,118,44000000,-777522.94,21400000,2,3,2,1,3,3
WB,Biography,19126,155,6.7,2.35,0,PG,1997,127,20000000,-23068856.22,60000000,2,3,4,3,3,3
NL,Fantasy,19331,317,4.3,1.85,949,R,1993,87,3000000,-19558951.85,15,3,3,3,2,3,3
Rela.,Action,22309,102,6.3,2.35,0,R,2010,100,425000000,381576254.6,11087569,2,3,4,4,3,3
WB,Comedy,81599,250,7.4,1.85,0,R,1980,98,6000000,-8067391.3,39846344,1,3,4,2,3,3
Par.,Action,34471,147,5,1.85,0,PG13,1995,109,50000000,17973544.18,152000000,4,3,2,2,3,3
LGF,Comedy,36983,100,5.9,1.85,0,R,2008,101,20000000,-20963509.83,36620508,2,2,2,4,3,3
Par.,Action,136048,700,7.2,2.35,0,R,2004,98,32000000,-11358824.19,50907422,1,3,4,1,3,3
Mira.,Crime,41361,148,7.3,2.35,0,R,1992,112,3705538,-18111195.93,62548947,3,3,1,4,3,3
WB,Action,34435,346,4.5,2.35,886,PG13,2001,116,94000000,51363337.62,54744738,4,1,4,2,3,3
Sony,Crime,90677,389,6.5,2.35,0,R,1998,108,20000000,-23592584.27,67200000,2,2,1,2,3,3
WB,Drama,87331,364,7.5,2.35,18000,PG,2007,114,25000000,-14384502.9,66122026,2,4,2,4,3,3
Uni.,Comedy,38248,250,6.1,1.85,0,PG13,2005,88,15000000,-25768502.66,47175038,1,2,1,2,3,3
Fox,Comedy,21176,107,6.1,1.85,0,PG,2012,104,25000000,-17582235.14,119772232,4,3,2,2,3,3
Uni.,Crime,204063,764,7.2,2.35,0,R,2002,124,78000000,36955704.27,209196298,2,3,2,4,3,3
Fox,Drama,6359,69,6.8,2.2,0,Unrated,1953,135,5000000,2357142.857,36000000,4,3,4,3,3,3
Mira.,Comedy,24921,166,7.7,2.35,0,R,2003,99,8000000,-36059891.96,3432342,3,3,3,4,3,3
Sony,Comedy,74887,129,6.7,1.85,0,PG13,2008,89,9000000,-31963509.83,32973937,1,3,1,4,3,3
Fox,Biography,76398,258,8,2.2,0,GP,1970,172,12000000,3281641.273,89800000,4,3,4,3,3,3
UA,Adventure,8856,90,7.4,1.85,0,G,1979,118,2700000,-11447222.22,37799643,3,3,3,3,3,3
FoxS,Drama,3024,22,6.1,2.35,0,PG13,2011,104,134005,-39115098.35,1332231,1,2,2,3,3,3
Gold.,Drama,2417,32,6,2.35,0,PG13,2013,114,1200000,-43004533.29,2861020,3,3,3,1,3,3
Anch.,Action,12128,61,5.6,2.35,0,R,2011,113,20000000,-19249103.35,17479,2,2,3,4,3,3
Uni.,Horror,104089,319,6.3,2.35,16000,PG13,2010,80,10000000,-33423745.41,33583175,2,3,3,2,3,3
WB,Horror,16268,108,4.1,2.35,0,PG13,2012,82,17000000,-25582235.14,9627492,2,3,2,4,3,3
UA,Western,25472,109,7,1.85,0,M,1968,114,1800000,-3875111.111,6800000,2,3,1,4,3,3
MGM,Comedy,18271,150,4.4,1.85,0,R,2004,86,16000000,-27358824.19,14822346,1,3,4,2,3,3
Par.,Action,26893,126,5.8,2.35,815,R,1998,97,70000000,26407415.73,19870567,2,3,2,3,3,3
WIP,Drama,12049,135,6.8,2.35,1000,R,2004,96,6500000,-36858824.19,1548955,2,3,3,2,3,3
Uni.,Action,191912,370,5.9,2.35,0,PG13,2003,107,76000000,31940108.04,236350661,2,3,1,4,3,3
Orion,Adventure,85362,181,6.9,2.35,0,PG,1989,90,10000000,-8666469.65,40485039,2,3,4,2,3,3
Sony,Comedy,43027,214,6.8,2.35,0,PG13,1995,106,62000000,29973544.18,107879496,2,3,2,4,3,3
Magn.,Crime,8824,108,6.2,1.85,559,R,2007,90,5000000,-34384502.9,782102,1,3,4,2,3,3
SonR,Comedy,15052,116,5.2,2.35,484,PG13,2004,111,35000000,-8358824.19,22034832,2,3,2,3,3,3
FoxS,Biography,36381,126,7.2,1.85,11000,R,2012,98,1000000,-41582235.14,9138338,3,1,3,4,3,3
Par.,Adventure,19699,119,4.8,1.85,387,PG,2001,92,21150000,-21486662.38,39438674,1,3,4,4,3,3
Par.,Biography,35834,284,5,2.35,0,R,2005,117,40000000,-768502.66,46442528,1,3,4,4,3,3
Art.,Horror,62468,374,7,1.85,0,R,1999,99,12000000,-30518279.65,21133087,2,3,4,4,3,3
FoxS,Comedy,5721,20,4.9,2.35,1000,PG13,2010,103,14000000,-29423745.41,21409028,2,3,4,4,3,3
SonR,Comedy,68417,242,5.1,2.35,0,PG13,2002,105,55000000,13955704.27,154906693,2,2,2,4,3,3
Sony,Action,32224,62,5.6,2.35,617,R,1995,103,60000000,27973544.18,35431113,2,3,4,4,3,3
WB,Action,38076,399,5.9,2.35,0,R,2001,125,62000000,19363337.62,18720175,4,2,3,2,3,3
BV,Comedy,13830,61,6.1,1.85,680,PG13,1994,128,40000000,11527703.12,24332324,2,2,4,3,3,3
UA,Drama,41170,298,6.2,2.35,0,R,2007,92,35000000,-4384502.9,63215872,2,3,2,5,3,3
WB,Action,27580,232,5.5,2.35,742,R,2001,101,50000000,7363337.62,79958599,4,3,2,1,3,3
Fox,Comedy,82743,201,7.5,1.85,7000,R,1992,120,11000000,-10816733.93,52929168,2,3,1,2,3,3
LGF,Drama,40618,144,7,1.85,0,PG13,2010,91,5000000,-38423745.41,5129058,2,3,4,2,3,3
Sony,Comedy,34896,118,4.3,1.85,877,R,1996,115,50000000,15010939.14,113309743,2,5,2,4,3,3
Sony,Drama,17740,165,7.2,1.85,0,R,1999,102,23000000,-19518279.65,10827816,2,2,2,4,3,3
Uni.,Action,272223,988,6.7,2.35,14000,PG13,2001,106,38000000,-4636662.38,207283925,2,2,1,3,3,3
Par.,Action,35830,321,6,1.85,0,R,2003,94,55000000,10940108.04,34234008,2,3,1,3,3,3
WB,Comedy,17365,66,5.9,2.35,630,PG13,1992,99,40000000,18183266.07,14358033,2,5,2,4,3,3
WB,Action,62981,84,6.3,1.85,0,R,1995,132,50000000,17973544.18,30303072,2,2,2,3,3,3
Art.,Comedy,9589,105,5.8,1.85,289,R,2001,95,6000000,-36636662.38,2025238,3,3,2,4,3,3
BV,Biography,21606,117,7,2.35,0,PG13,1997,134,28000000,-15068856.22,5684789,1,3,4,4,3,3
Uni.,Action,18723,146,6,1.85,0,PG13,1994,108,25000000,-3472296.88,48063435,2,3,1,5,3,3
Sony,Comedy,33745,198,6.2,1.85,0,R,1999,92,25000000,-17518279.65,4152230,2,3,5,4,3,3
Uni.,Action,33669,269,4.6,1.85,0,PG,1986,110,37000000,24017016.47,37962774,2,3,2,4,3,3
Par.,Comedy,48458,239,6.2,1.85,0,PG13,1998,81,17000000,-26592584.27,30331165,1,3,4,2,3,3
Sony,Comedy,46158,403,5.1,1.85,0,R,2002,84,43000000,1955704.27,68696770,2,3,1,2,3,3
WB,Action,66382,612,5.1,2.35,0,PG13,2005,104,50000000,9231497.34,110803676,2,3,4,2,3,3
WB,Drama,96654,2047,7.4,2.35,0,PG13,2004,143,70000000,26641175.81,154648887,2,4,2,2,3,3
Par.,Biography,5917,50,5.3,2.35,177,PG13,2004,106,39000000,-4358824.19,6614280,1,2,4,2,3,3
Uni.,Comedy,22639,217,5.5,1.85,300,PG13,2006,107,17000000,-20894725.68,7314027,2,2,2,5,3,3
Par.,Comedy,31817,117,6.2,1.85,0,PG,1996,103,26000000,-8989060.86,116400000,1,3,1,4,3,3
IFC,Drama,8511,87,3.9,2.35,0,R,2013,99,250000,-43954533.29,56825,1,3,3,2,3,3
Uni.,Crime,9903,80,6,1.85,541,R,1992,91,12000000,-9816733.93,37170057,1,4,4,2,3,3
SonR,Comedy,49486,116,5.5,1.85,886,PG,2003,92,60000000,15940108.04,164433867,2,3,2,4,3,3
Col.,Biography,40511,213,7.2,1.85,0,PG,1981,123,5500000,-5319444.44,58972904,1,3,4,3,3,3
Gram.,Comedy,120036,408,7.7,1.85,10000,R,1993,102,6900000,-15658951.85,7993039,3,3,3,2,3,3
NL,Drama,45231,315,7.3,1.85,0,PG13,2000,145,80000000,35222477.06,34566746,2,1,4,2,3,3
Dim.,Action,24438,194,6.6,2.35,0,R,1995,98,8,-32026447.82,16,3,3,3,4,3,3
Sony,Comedy,98794,251,5.4,1.85,0,PG13,2004,109,37000000,-6358824.19,113086475,1,3,2,4,3,3
Par.,Drama,51459,113,6.5,1.85,0,PG,1984,107,8200000,-5186511.32,80035402,1,3,4,2,3,3
Uni.,Action,78343,139,6.4,2.35,0,PG13,1996,103,57000000,22010939.14,115267375,2,2,2,4,3,3
Par.,Comedy,34219,578,3.3,1.85,0,PG13,2002,93,12000000,-29044295.73,61141030,1,3,5,2,3,3
PDW,Action,513158,1782,7.1,2.35,8000,PG13,2007,144,150000000,110615497.1,709709780,2,3,4,4,3,3
Fox,Drama,18693,187,6.4,2.35,0,PG13,1999,100,25000000,-17518279.65,13000000,2,2,2,1,3,3
BV,Adventure,26413,77,4.8,1.85,372,G,2000,100,85000000,40222477.06,183611771,1,3,4,3,3,3
Par.,Horror,30570,290,4.2,1.85,12000,R,2012,83,1000000,-41582235.14,101758490,3,3,3,4,3,3
SGem,Adventure,28606,262,5.1,2.35,0,PG13,2005,97,30000000,-10768502.66,15007991,2,1,2,1,3,3
BV,Comedy,19737,81,6,1.85,901,G,2005,98,25000000,-15768502.66,27645491,1,3,4,3,3,3
Good,Comedy,55329,499,7.8,1.85,0,0,1998,139,3000000,-40592584.27,2807390,3,3,4,3,3,3
Uni.,Comedy,25332,148,6.9,1.85,0,R,1984,92,1500000,-11886511.32,2300000,3,3,4,2,3,3
Sony,Horror,13048,227,4.1,2.35,243,R,2000,97,14000000,-30777522.94,38574362,1,3,4,2,3,3
Uni.,Action,25193,217,5.9,2.35,2000,PG,1979,113,35000000,20852777.78,31755742,4,3,2,2,3,3
Uni.,Adventure,12845,118,6.6,1.85,624,G,2006,86,50000000,12105274.32,69834815,2,2,4,3,3,3
FoxS,Comedy,28573,72,6.5,1.66,0,R,2008,92,3000000,-37963509.83,3830137,2,3,4,4,3,3
Focus,Comedy,29341,93,6.7,2.35,0,R,2014,120,5500000,-36142067.61,5483299,2,2,1,2,3,3
Dim.,Comedy,26126,325,5,2.35,0,PG13,2005,97,35000000,-5768502.66,19294901,1,2,4,3,3,3
Par.,Drama,7909,157,4.9,2.35,261,PG13,2002,99,25000000,-16044295.73,10719357,4,2,1,2,3,3
WB,Action,61417,339,5.5,1.85,941,R,2002,108,85000000,43955704.27,78382433,2,3,2,1,3,3
SonR,Comedy,12339,32,2.9,1.85,256,PG,2007,89,6000000,-33384502.9,18197398,2,3,4,5,3,3
MGM,Action,26755,104,5,2.35,542,PG,2003,102,28000000,-16059891.96,58795814,1,3,2,4,3,3
Par.,Comedy,74274,255,5.5,2.35,0,PG,1999,116,70000000,27481720.35,309457509,2,2,2,4,3,3
Fox,Comedy,32311,104,6.2,1.85,0,PG13,2008,102,15000000,-25963509.83,8762890,1,1,2,2,3,3
Anch.,Comedy,7367,37,4.7,1.85,850,R,2008,85,6000000,-34963509.83,69497,2,1,4,3,3,3
IFC,Drama,10282,78,6.6,1.85,474,R,2006,96,2000000,-35894725.68,622806,2,3,3,3,3,3
Mira.,Drama,59041,408,7,1.85,0,0,1995,91,1500000,-30526455.82,7412216,3,3,3,2,3,3
Lori,Action,7569,65,5.2,1.85,978,R,1988,96,7000000,-7293157.89,20256975,1,3,2,4,3,3
Uni.,Comedy,15293,111,6.8,1.85,609,PG,1976,121,2000000,-5535262.5,7900000,1,4,2,2,3,3
BV,Comedy,10883,73,4.9,1.85,448,PG,1999,94,65000000,22481720.35,36850101,2,3,2,1,3,3
Rela.,Drama,11191,37,6.9,0,0,PG13,2014,116,7000000,-34642067.61,14618727,1,3,1,4,3,3
SPC,Animation,42462,312,7.8,1.66,0,PG13,2003,80,8000000,-36059891.96,1477676,3,3,3,2,3,3
Par.,Comedy,58871,156,6.5,2.35,0,PG13,2010,102,40000000,-3423745.41,58785180,2,2,2,2,3,3
Fox,Comedy,11498,53,5.3,1.85,0,PG13,2009,89,15000000,-25301245.04,6405245,1,3,1,4,3,3
Par.,Comedy,64682,203,6.3,1.85,0,R,2011,94,12000000,-27249103.35,22939027,2,5,2,4,3,3
SPC,Animation,46107,156,8,1.85,0,R,2008,90,2000000,-38963509.83,11125849,1,3,4,4,3,0
Uni.,Action,11148,229,4.2,1.85,437,PG,2004,95,57000000,13641175.81,28283637,4,4,4,4,3,3
Uni.,Adventure,11798,124,7.1,2.35,2000,PG,2004,109,74500000,31141175.81,62172050,3,2,4,4,3,3
BV,Biography,29205,194,6.3,2.35,0,PG,1996,134,55000000,20010939.14,141047179,4,2,2,2,3,3
Sum.,Comedy,11958,39,6.4,2.35,1000,PG,2009,111,20000000,-20301245.04,5210988,2,1,4,4,3,3
Par.,Comedy,65551,441,5.7,1.85,0,PG,2006,92,32000000,-5894725.68,80197993,2,3,3,1,3,3
BV,Comedy,17307,186,6.5,1.85,892,PG13,2002,85,40000000,-1044295.73,8493890,2,3,2,4,3,3
FoxS,Comedy,15033,75,5.9,1.85,0,PG13,2009,95,17000000,-23301245.04,20455276,1,2,4,2,3,3
Think,Crime,5557,34,6.4,2.35,294,R,2006,107,8000000,-29894725.68,143451,2,3,4,4,3,3
Fox,Comedy,28649,185,5.7,2.35,2000,PG13,2002,118,20000000,-21044295.73,57588485,1,3,2,1,3,3
BV,Action,26551,273,6,2.35,0,R,1998,106,45000000,1407415.73,11203026,2,3,4,4,3,3
WB,Comedy,94292,287,6.4,1.85,13000,PG13,2009,100,18500000,-21801245.04,31912793,2,3,2,4,3,3
Par.,Adventure,46239,155,6.8,2.35,0,R,1996,109,50000000,15010939.14,75000000,2,3,2,4,3,3
PicH,Biography,3624,27,6.2,2.35,313,PG13,2007,97,9000000,-30384502.9,2955039,1,3,1,3,3,3
FL,Drama,26720,196,7.7,2.35,920,R,1997,112,5000000,-38068856.22,3263585,2,3,3,2,3,3
Par.,Crime,64121,241,5.9,2.35,880,R,1998,98,73000000,29407415.73,103891409,2,2,2,4,3,3
WB,Comedy,37911,73,6.3,2.35,1000,R,1996,135,45000000,10010939.14,53854588,2,3,1,2,3,3
WB,Crime,42621,531,6.8,2.35,0,R,2001,123,35000000,-7636662.38,29400000,1,2,2,2,3,3
WB,Comedy,25883,262,5.9,2.35,0,PG13,2005,98,30000000,-10768502.66,58405313,2,2,1,2,3,3
Dest.,Comedy,11768,148,5.6,1.85,492,PG13,2000,96,16000000,-28777522.94,15427192,1,3,2,4,3,3
WB,Comedy,8522,92,6,2.35,874,PG13,2006,105,20000000,-17894725.68,21170563,1,3,4,4,3,3
Uni.,Comedy,18404,150,5.9,1.85,0,R,1999,95,50000000,7481720.35,58900031,2,2,4,4,3,3
BV,Comedy,34561,116,5.5,1.85,1000,G,2002,104,65000000,23955704.27,172855065,2,1,4,4,3,3
Uni.,Adventure,24868,216,5.8,1.85,964,G,1998,92,90000000,46407415.73,69131860,2,3,4,3,3,3
SPC,Drama,29248,86,7.5,2.35,0,PG13,2008,128,3766810,-37196699.83,28814580,3,3,3,2,3,3
MGMW,Crime,86374,392,6.2,2.35,3000,R,2007,121,50000000,10615497.1,82169884,4,3,2,2,3,3
WB,Comedy,49349,165,6.9,1.85,0,PG13,1986,94,25000000,12017016.47,38748395,2,3,4,4,3,3
Uni.,Comedy,37700,50,6.3,2.35,0,PG13,2007,108,16500000,-22884502.9,13620075,2,3,4,3,3,3
AVCO,Fantasy,46492,335,6.8,2.35,7000,R,1980,89,1000000,-13067391.3,21378361,3,2,3,3,3,3
Art.,Comedy,15053,165,6.4,1.85,393,R,2001,94,5000000,-37636662.38,5476060,2,3,3,3,3,3
IFC,Comedy,16224,76,6.5,2.55,830,R,2007,90,4000000,-35384502.9,2426851,2,3,2,3,3,3
BV,Animation,6808,38,6.5,1.85,227,G,2001,83,10000000,-32636662.38,44460850,3,3,3,2,3,3
FoxS,Biography,26493,159,7.3,2.35,0,PG13,2002,120,12500000,-28544295.73,23367586,1,3,4,2,3,3
BV,Comedy,30890,106,6,1.85,718,PG13,2004,119,50000000,6641175.81,49718611,2,2,4,4,3,3
WIP,Documentary,45984,331,7.6,1.85,0,G,2005,80,8000000,-32768502.66,127392239,2,3,4,2,3,0
Fox,Animation,14280,171,4.7,1.85,683,PG13,2001,93,75000000,32363337.62,5409517,2,3,2,4,3,3
Fox,Comedy,8427,88,6.4,1.85,1000,PG,2005,106,14000000,-26768502.66,32645546,2,2,4,1,3,3
Par.,Documentary,74351,233,1.6,1.85,62000,G,2011,105,13000000,-26249103.35,98441954,1,3,4,2,3,3
Poly,Comedy,39331,481,6.3,1.85,0,R,1998,100,30000000,-13592584.27,9898412,2,3,2,3,3,3
NW,Comedy,15956,118,6,1.85,1000,R,1987,92,3500000,-9660000.13,14000000,3,3,3,3,3,3
Uni.,Drama,59524,418,7.9,1.85,0,R,1989,120,6500000,-12166469.65,37295445,3,3,3,4,3,3
TriS,Biography,35514,114,7.1,2.35,15000,PG,2011,106,18000000,-21249103.35,47088990,2,1,1,3,3,3
Focus,Crime,35065,288,6.8,1.85,0,R,2003,102,7800000,-36259891.96,22441323,4,3,2,4,3,3
Fox,Comedy,14786,103,6.1,2.35,638,PG13,1999,114,23000000,-19518279.65,18653615,1,1,1,4,3,3
NL,Adventure,7242,38,5.7,1.85,0,PG,2000,95,22000000,-22777522.94,13555988,1,3,4,2,3,3
WB,Comedy,6476,71,5.7,2.35,0,PG13,2012,117,25,-42582210.14,30,2,3,4,4,3,3
Sony,Comedy,55630,200,6.7,2.35,0,R,2007,96,35000000,-4384502.9,18317151,2,3,1,4,3,3
BV,Biography,16234,113,6.9,2.35,0,R,2003,98,17000000,-27059891.96,1569918,2,3,3,4,3,3
Par.,Comedy,17262,53,4.5,1.85,1000,R,1995,100,14000000,-18026455.82,19800000,1,3,2,3,3,3
Wein.,Adventure,36321,230,7.4,1.85,0,R,2005,103,1000000,-39768502.66,13350369,3,3,3,3,3,3
Par.,Drama,16995,163,7.3,1.85,0,R,1999,145,25,-42518254.65,13,3,3,3,2,3,3
FoxS,Drama,12053,119,6.5,1.85,0,R,2011,149,14000000,-25249103.35,46495,2,2,1,2,3,3
BV,Adventure,15788,80,5.6,1.85,538,G,2005,76,35000000,-5768502.66,19478106,2,3,4,4,3,3
NL,Action,9693,33,5.7,2.35,530,R,2002,95,14000000,-27044295.73,25482931,2,3,4,4,3,3
Par.,Drama,24959,136,8,1.37,0,NotRated,1945,101,1250000,-101251.75,4300000,1,3,4,1,3,3
Sony,Comedy,12437,107,5.3,1.85,405,R,2002,86,14000000,-27044295.73,6413915,1,4,4,1,3,3
FoxS,Drama,46396,287,7.5,1.85,0,R,1997,112,18000000,-25068856.22,8038061,2,3,2,3,3,3
Uni.,Horror,28589,532,4.6,2.35,0,R,1982,96,2500000,-11683333.33,14400000,3,3,3,2,3,3
WB,Action,23928,100,6.6,1.85,0,PG,1997,97,20000000,-23068856.22,13801755,1,3,4,3,3,3
WB,Comedy,15880,93,4.9,2.35,288,PG13,2004,88,50000000,6641175.81,6808550,2,2,2,4,3,3
Uni.,Biography,16673,45,7.3,2.35,0,PG,2008,130,40000000,-963509.83,9793496,2,2,2,2,3,3
Uni.,Comedy,15517,85,3.6,1.85,500,PG,2000,90,83000000,38222477.06,59468275,2,2,4,3,3,3
Lions,Drama,34191,339,6.9,2.35,0,R,2000,92,8000000,-36777522.94,8279017,2,2,4,3,3,3
Lions,Comedy,36657,318,7.5,1.85,0,R,1998,110,1500000,-42092584.27,2375097,3,2,3,2,3,3
BV,Comedy,32049,179,4.9,2.35,988,PG,2003,99,90000000,45940108.04,182290266,2,3,4,2,3,3
Uni.,Adventure,29008,99,5.4,1.85,896,PG,2002,88,15000000,-26044295.73,52970014,2,2,4,3,3,3
IDP,Adventure,20275,151,6.9,1.85,0,PG,2005,101,4000000,-36768502.66,866999,3,3,4,4,3,3
BV,Drama,22289,106,7.5,1.85,0,PG,2005,120,25000000,-15768502.66,15431177,2,4,4,2,3,3
WB,Drama,34592,191,6.2,2.35,0,R,2001,105,57000000,14363337.62,16991902,2,2,1,4,3,3
WB,Drama,30339,268,6.9,2.35,0,PG13,2001,101,31000000,-11636662.38,24185781,2,3,2,3,3,3
Mira.,Drama,72443,309,8,1.85,0,R,1996,135,1000000,-33989060.86,24475416,3,2,3,3,3,3
Mira.,Comedy,15088,105,6.8,1.85,824,R,1996,92,7000000,-27989060.86,14702438,2,2,3,4,3,3
MGM,Action,21102,169,5.6,2.35,1000,PG13,1995,119,98000000,65973544.18,18517322,4,3,2,3,3,3
Emb,Horror,22773,195,6.6,1.85,0,R,1981,91,1000000,-9819444.44,17985893,3,3,3,1,3,3
MGM,Action,25558,221,6.1,2.35,0,PG13,2001,108,30000000,-12636662.38,17833000,2,3,2,4,3,3
NL,Comedy,19284,66,5.8,1.85,981,R,2002,85,20000000,-21044295.73,33526835,2,2,4,4,3,3
Fox,Comedy,11257,65,4.2,2.35,0,PG,2010,87,50000000,6576254.59,83761844,2,3,2,3,3,3
Mira.,Biography,15885,78,6.9,1.85,0,R,1996,108,2962051,-32027009.86,3011195,3,3,2,3,3,3
Dim.,Horror,20815,335,4.9,1.85,0,R,1995,88,5000000,-27026455.82,15116634,3,3,3,1,3,3
Par.,Action,11212,94,5.2,1.85,874,PG,2002,94,26000000,-15044295.73,38793283,2,3,4,4,3,3
BV,Comedy,23408,105,4.6,1.85,810,PG,2004,89,15000000,-28358824.19,29331068,2,3,4,3,3,3
IFC,Drama,9408,68,6.7,1.66,608,R,2005,111,1500000,-39268502.66,712294,3,1,4,2,3,3
Fox,Action,42144,213,6.1,2.35,690,PG13,2006,108,60000000,22105274.32,77920346,4,2,2,4,3,3
Gal.,Horror,29629,374,5.9,1.85,0,R,1988,88,5000000,-9293157.89,17768757,1,3,4,4,3,3
Sony,Biography,43903,194,7.1,1.85,5000,PG13,2005,107,25000000,-15768502.66,13411957,1,3,4,4,3,3
Fox,Drama,26310,154,7.8,1.85,0,R,1982,129,16000000,1816666.67,53977250,1,3,2,3,3,3
WB,Action,12561,102,6,1.85,0,R,1991,79,8000000,-17199090.91,2275557,3,3,4,3,3,3
Sony,Action,45602,114,6.1,2.35,979,R,1997,107,90000000,46931143.78,140807547,2,3,4,4,3,3
MGM,Comedy,16469,275,6.9,1.85,0,PG,2000,115,24000000,-20777522.94,36609995,2,2,4,4,3,3
Sony,Comedy,10132,130,4.7,1.85,390,PG13,2000,94,40000000,-4777522.94,36037909,2,3,2,4,3,3
Par.,Action,39798,69,5.9,1.85,0,PG13,1986,94,25000000,12017016.47,79817939,2,3,4,4,3,3
Par.,Crime,9740,81,6.4,2.35,389,R,1997,118,37000000,-6068856.22,6482195,2,3,4,4,3,3
FoxS,Comedy,13949,98,6.1,1.85,453,R,1996,96,3500000,-31489060.86,9482579,3,3,2,2,3,3
WB,Action,17997,140,4.4,2.35,812,R,1994,102,50000000,21527703.12,49000000,2,2,4,4,3,3
Uni.,Action,12519,107,6.4,1.85,0,R,1981,99,5000000,-5819444.44,19905359,2,3,1,1,3,3
FoxS,Horror,129719,855,6.4,2.35,0,R,2006,107,15000000,-22894725.68,69623713,1,3,4,1,3,3
Fox,Comedy,88518,409,2.7,1.85,0,PG13,2008,84,30000000,-10963509.83,84646831,1,1,2,4,3,3
Sony,Drama,10413,111,6.3,1.85,579,PG13,1999,106,38000000,-4518279.65,28121100,1,3,1,4,3,3
CityL,Crime,5049,48,6.4,2.35,226,R,2007,99,8000000,-31384502.9,458232,2,1,4,2,3,3
NL,Action,9785,26,4.5,1.85,233,PG13,2007,84,20000000,-19384502.9,10337477,2,4,4,3,3,3
CE,Comedy,8895,48,5.7,2.35,3000,PG13,2014,94,30000000,-11642067.61,25312387,1,2,1,4,3,3
Par.,Adventure,11233,32,5.4,2.35,0,PG13,2012,87,14000000,-28582235.14,11417362,2,3,4,4,3,3
LGF,Comedy,37681,151,5.5,1.85,0,PG13,2006,103,12000000,-25894725.68,38368909,1,3,2,3,3,3
FL,Documentary,18980,74,8.3,1.33,0,PG13,1994,171,700000,-27772296.88,7830611,1,3,4,1,0,0
Par.,Drama,22649,131,6.3,1.85,0,PG13,2001,106,32000000,-10636662.38,40222729,2,1,4,4,3,3
BV,Comedy,44502,46,6.4,1.85,0,PG,1992,101,10000000,-11816733.93,50752337,2,3,4,4,3,3
WB,Action,12077,162,6,1.85,433,PG13,2001,94,35000000,-7636662.38,13678913,2,3,2,5,3,3
Sony,Action,23345,167,6.1,2.35,629,R,1998,87,30000000,-13592584.27,19204929,1,3,2,4,3,3
UA,Action,42987,201,6.5,2.35,0,R,1989,114,15000000,-3666469.65,30050028,2,3,2,4,3,3
Uni.,Horror,16411,136,4.8,2.35,0,R,2010,107,25000000,-18423745.41,19829957,1,3,4,1,3,3
WB,Biography,24145,93,7.1,1.85,0,R,1996,132,28000000,-6989060.86,16900000,2,2,2,2,3,3
Sony,Action,38533,89,5.8,2.35,0,R,1996,116,55000000,20010939.14,18626419,2,2,2,1,3,3
Sony,Comedy,98199,169,6.3,2.35,0,PG13,1997,105,38000000,-5068856.22,299288605,2,5,2,1,3,3
NL,Horror,26051,164,4.4,2.35,0,PG13,1996,96,40000000,5010939.14,49627779,2,3,2,4,3,3
BV,Drama,21406,169,6.5,1.85,0,PG13,2001,99,13000000,-29636662.38,16929123,2,3,4,2,3,3
MGM,Horror,14596,282,4.8,2.35,589,PG13,2000,91,90000000,45222477.06,14828081,2,2,2,4,3,3
