Movie Name,Status,Language,Runtime,Budget,Revenue,8,9,10,11,12,13,14
Slaughter Hotel (1971),Released,English,1h 37m,-,-,Klaus Kinski,Rosalba Neri,Jane Garret,Margaret Lee,John Karlsen,Gioia Desideri,Full Cast & Crew
Naanum Rowdydhaan (2015),Released,Tamil,2h 20m,-,-,Vijay Sethupathi,Nayanthara,Balaji Patturaj,Radhika Sarathkumar,Anandharaj,Parthiban,Full Cast & Crew
Behind That Curtain (1929),Released,English,1h 31m,-,-,Warner Baxter,Lois Moran,E.L. Park,Boris Karloff,Gilbert Emery,Claude King,Full Cast & Crew
Little Moscow (2008),Released,English,1h 54m,-,-,Svetlana Khodchenkova,LesÅâaw ÅÈurek,Aleksey Gorbunov,Dmitri Ulyanov,Andrzej Grabowski,Yuriy Itskov,Full Cast & Crew
The Good Life (2007),Released,English,1h 46m,-,-,Mark Webber,Zooey Deschanel,Harry Dean Stanton,Bill Paxton,Chris Klein,Patrick Fugit,Full Cast & Crew
Madeline: Lost in Paris (1999),Released,English,1h 30m,-,-,Lauren Bacall,Jason Alexander,Andrea Libman,Christopher Plummer,Stevie Vallance,Full Cast & Crew,
The New Adventures of Pippi Longstocking (1988),Released,English,1h 40m,"$5,000,000.00","$3,569,939.00",Tami Erin,David Seaman,Cory Crow,Eileen Brennan,Dennis Dugan,Dianne Hull,Full Cast & Crew
Almost an Angel (1990),Released,English,1h 35m,-,-,Paul Hogan,Elias Koteas,Linda Kozlowski,Doreen Lang,Douglas Seale,Larry Miller,Full Cast & Crew
Lost After Dark (2014),Released,English,1h 25m,-,-,Alexander Calvert,Jesse Camacho,Elsie Gatien,Eve Harlow,Stephan James,Justin Kelly,Full Cast & Crew
Panic in Bangkok (1964),Released,English,1h 45m,-,-,Kerwin Mathews,Pier Angeli,Robert Hossein,Dominique Wilms,Gamil Ratib,Henri Virlojeux,Full Cast & Crew
Attack of the Killer Tomatoes! (1978),Released,English,1h 27m,"$90,000.00",-,David Miller,George Wilson,Sharon Taylor,J. Stephen Peace,Ernie Meyers,Eric Christmas,Full Cast & Crew
Casanova (1987),Released,English,-,-,-,Richard Chamberlain,Faye Dunaway,Sylvia Kristel,Ornella Muti,Hanna Schygulla,Sophie Ward,Full Cast & Crew
Ribbit (2014),Released,English,1h 28m,-,-,Johan Raja Lawak,Nurul Elfira Loy,Awie,Aznil Hj Nawawi,The Glam Girls,Adam AF2,Full Cast & Crew
Closet Land (1991),Released,English,1h 34m,-,-,Alan Rickman,Madeleine Stowe,Full Cast & Crew,,,,
Reincarnated (2012),Released,English,1h 38m,-,-,Snoop Dogg,Full Cast & Crew,,,,,
Three Times (2005),Released,Mandarin,2h 16m,-,-,Shu Qi,Chang Chen,Mei Fang,Su-jen Liao,Mei Di,Shi-Zheng Chen,Full Cast & Crew
I Am Michael (2015),Post Production,English,-,-,-,James Franco,Zachary Quinto,Emma Roberts,Daryl Hannah,Charlie Carver,Devon Graye,Full Cast & Crew
Horace and Pete (2016),Released,English,7h 16m,-,-,Louis C.K.,Steve Buscemi,Edie Falco,Alan Alda,Jessica Lange,Kurt Metzger,Full Cast & Crew
An Unmarried Woman (1978),Released,English,2h 4m,"$2,515,000.00","$24,000,000.00",Jill Clayburgh,Alan Bates,Michael Murphy,Cliff Gorman,Patricia Quinn,Kelly Bishop,Full Cast & Crew
Man with a Movie Camera (1929),Released,Russian,1h 8m,-,-,Mikhail Kaufman,Full Cast & Crew,,,,,
Jodhaa Akbar (2008),Released,English,3h 33m,"$8,376,800.00","$13,000,000.00",Hrithik Roshan,Aishwarya Rai Bachchan,Sonu Sood,Kulbhushan Kharbanda,Rajesh Vivek,Pramod Moutho,Full Cast & Crew
Sabrina the Teenage Witch in Friends Forever (2002),Released,English,1h 14m,-,-,Britt McKillip,Jay Brazeau,Full Cast & Crew,,,,
Finding a Family (2011),Released,English,1h 28m,-,-,Kim Delaney,Sarah-Jane Redmond,Paul McGillion,Jared Abrahamson,MacKenzie Porter,Genevieve Buechner,Full Cast & Crew
Lauderdale (1989),Released,English,1h 31m,-,-,Janine Lindemulder,Darrel Guilbeau,Amy Lynn Baxter,Renee Shugart,Sherrie Rose,Ron Jeremy,Full Cast & Crew
"Daddy, Darling (1970)",Released,Dutch,1h 35m,-,-,Helli Louise,Gio PetrÌ©,Ole Wisborg,Lise Henningsen,Lise Thomsen,Tove MaÌÇs,Full Cast & Crew
Bad Day at Black Rock (1955),Released,English,1h 21m,"$1,271,000.00","$3,788,000.00",Spencer Tracy,Robert Ryan,Anne Francis,Walter Brennan,Ernest Borgnine,Lee Marvin,Full Cast & Crew
Violets Are Blue (1986),Released,English,1h 28m,-,-,Sissy Spacek,Kevin Kline,Bonnie Bedelia,Mike Starr,Full Cast & Crew,,
The Rock (2011),Released,Spanish,1h 25m,-,-,Login to Edit Cast & Crew,,,,,,
Holiday in the Sun (2001),Released,English,1h 27m,-,-,Mary-Kate Olsen,Ashley Olsen,Austin Nichols,Megan Fox,Ben Easter,Ashley Hughes,Full Cast & Crew
Mind Game (2004),Released,Japanese,1h 43m,-,-,Koji Imada,Sayaka Maeda,Takashi Fujii,Seiko Takuma,Tomomitsu Yamaguchi,Full Cast & Crew,
Sabretooth (2002),Released,French,1h 30m,-,-,David Keith,Vanessa Angel,John Rhys-Davies,Jenna Gering,Josh Holloway,Lahmard J. Tate,Full Cast & Crew
Susan Lenox (Her Fall and Rise) (1931),Released,English,1h 16m,-,-,Greta Garbo,Clark Gable,Jean Hersholt,John Miljan,Alan Hale,Bess Flowers,Full Cast & Crew
Salut d‰ÛªAmour (2015),Released,Korean,1h 52m,-,-,Park Geun-hyung,Yoon Yeo-Jeong,Han Ji-Min,Hwang Woo-seul-hye,Park Chanyeol,Kim Jung-Tae,Full Cast & Crew
Love Liza (2002),Released,English,1h 30m,-,-,Philip Seymour Hoffman,Jack Kehler,Sarah Koskoff,Kathy Bates,Stephen Tobolowsky,J.D. Walsh,Full Cast & Crew
Harry Price: Ghost Hunter (2015),Released,English,1h 30m,-,-,Rafe Spall,Cara Theobold,Tom Ward,Sophie Stanton,Zoe Boyle,Richie Campbell,Full Cast & Crew
All Roads Lead Home (2008),Released,English,1h 48m,-,-,Peter Coyote,Jason London,Vivien Cardone,Peter Doyle,Patton Oswalt,Vanessa Branch,Full Cast & Crew
"Wizard People, Dear Reader (2004)",Released,English,-,-,-,Daniel Radcliffe,Emma Watson,Rupert Grint,Maggie Smith,Richard Harris,Robbie Coltrane,Full Cast & Crew
Tashi and the Monk (2015),Released,English,0h 39m,-,-,Login to Edit Cast & Crew,,,,,,
Les naufragÌ©s (2016),Released,French,1h 35m,-,-,Daniel Auteuil,Laurent Stocker,Julie Ferrier,Philippe Morier-Genoud,Ken Samuels,Laurent Bateau,Full Cast & Crew
About Ray (2015),Post Production,English,1h 27m,-,-,Elle Fanning,Susan Sarandon,Naomi Watts,Tate Donovan,Maria Dizzia,Sam Trammell,Full Cast & Crew
Galaxy Express 999 (1979),Released,English,2h 8m,-,-,Masako Nozawa,Masako Ikeda,Full Cast & Crew,,,,
The Million Pound Note (1954),Released,English,1h 30m,-,-,Gregory Peck,Ronald Squire,Joyce Grenfell,A. E. Matthews,Maurice Denham,Reginald Beckwith,Full Cast & Crew
Zenon: The Zequel (2001),Released,English,1h 40m,-,-,Kirsten Storms,Shadia Simmons,Lauren Maltby,Susan Brady,Robert Curtis Brown,Phillip Rhys,Full Cast & Crew
Louis C.K.: Oh My God (2013),Released,English,0h 58m,-,-,Louis C.K.,Full Cast & Crew,,,,,
"Stockholm, Pennsylvania (2015)",Released,English,1h 39m,-,-,Saoirse Ronan,Cynthia Nixon,Jason Isaacs,David Warshofsky,Full Cast & Crew,,
Overheard 2 (2011),Released,Cantonese,2h 1m,"$8,000,000.00",-,Daniel Wu,Louis Koo,Sean Lau,Michelle Ye Xuan,Kenneth Tsang,Crystal Huang Yi,Full Cast & Crew
Martin (1977),Released,English,1h 35m,-,-,John Amplas,Lincoln Maazel,Christine Forrest,Elyane Nadeau,Tom Savini,Francine Middleton,Full Cast & Crew
Night and the City (1950),Released,English,1h 41m,-,-,Richard Widmark,Gene Tierney,Googie Withers,Hugh Marlowe,Francis L. Sullivan,Herbert Lom,Full Cast & Crew
Lost Boys: The Tribe (2008),Released,English,1h 34m,-,-,Tad Hilgenbrink,Angus Sutherland,Autumn Reeser,Gabrielle Rose,Corey Feldman,Shaun Sipos,Full Cast & Crew
Marlowe (1969),Released,English,1h 35m,-,-,James Garner,Gayle Hunnicutt,Carroll O'Connor,Rita Moreno,Sharon Farrell,William Daniels,Full Cast & Crew
Bishonen (1998),Released,English,1h 41m,-,-,Stephen Fung,Daniel Wu,Shu Qi,Terence Yin,Jason Tsang,Kenneth Tsang,Full Cast & Crew
Houseboat (1958),Released,English,1h 50m,-,-,Cary Grant,Sophia Loren,Martha Hyer,Harry Guardino,Eduardo Ciannelli,Murray Hamilton,Full Cast & Crew
The Mafia Is Immortal (1993),Released,Russian,1h 33m,-,-,Dmitriy Pevtsov,Andrei Boltnev,Tatyana Skorokhodova,Leonard Tolstoy,Full Cast & Crew,,
Shadow of Fear (2004),Released,English,1h 28m,-,-,Matthew Davis,James Spader,Aidan Quinn,Peter Coyote,Robin Tunney,Lacey Chabert,Full Cast & Crew
Compulsion (2013),Released,English,1h 28m,"$4,000,000.00",-,Heather Graham,Carrie-Anne Moss,Joe Mantegna,Kevin Dillon,Kate Trotter,Theresa Joy,Full Cast & Crew
Trancers (1984),Released,English,1h 17m,-,-,Tim Thomerson,Helen Hunt,Biff Manard,Michael Stefani,Art LaFleur,Telma Hopkins,Full Cast & Crew
"Half Sister, Full Love (2016)",Released,French,0h 1m,-,-,GrÌ©goire Ludig,Virginie Efira,GÌ©raldine Nakache,Vincent Furic,MÌ©lanie MalhÌ¬re,Alexandra SallÌ©,Full Cast & Crew
Assassination Classroom (2015),Released,Japanese,1h 50m,-,-,Ryosuke Yamada,Masaki Suda,Maika Yamamoto,Seika Taketomi,Okuma Anmi,Mio Yuki,Full Cast & Crew
The Perfect Family (2011),Released,English,1h 24m,-,-,Kathleen Turner,Emily Deschanel,Jason Ritter,Richard Chamberlain,Michael McGrady,Elizabeth PeÌ±a,Full Cast & Crew
Torremolinos 73 (2003),Released,Spanish,1h 27m,-,"$1,819,410.00",Javier CÌÁmara,Candela PeÌ±a,Juan Diego,Fernando Tejero,Mads Mikkelsen,Malena Alterio,Full Cast & Crew
Strip Nude for Your Killer (1975),Released,English,1h 38m,-,-,Edwige Fenech,Nino Castelnuovo,Femi Benussi,Franco Diogene,Solvi StÌ_bing,Erna SchÌ_rer,Full Cast & Crew
Blood and Sand (1989),Released,German,1h 53m,-,-,Sharon Stone,Christopher Rydell,Ana Torrent,Guillermo Montesinos,Albert Vidal,Sim Andreu,Full Cast & Crew
1920 London (2016),Released,Hindi,2h 0m,-,-,Sharman Joshi,Meera Chopra,Vishal Karwal,Full Cast & Crew,,,
Sofia the First: The Floating Palace (2013),Released,English,0h 30m,-,-,Ariel Winter,Darcy Rose Byrnes,Zach Callison,Jodi Benson,Jim Cummings,Tim Gunn,Full Cast & Crew
Birdy and the Beast (1944),Released,English,0h 7m,-,-,Mel Blanc,Full Cast & Crew,,,,,
Anvil! The Story of Anvil (2008),Released,English,1h 30m,-,-,Steve 'Lips' Kudlow,Robb Reiner,Kevin Goocher,Glenn Gyorffy,William Howell,Tiziana Arrigoni,Full Cast & Crew
Conagher (1991),Released,English,1h 34m,-,-,Sam Elliott,Katharine Ross,Barry Corbin,Billy Green Bush,Ken Curtis,Paul Koslo,Full Cast & Crew
Get Lucky (2013),Released,English,1h 26m,"$5,000,000.00",-,Luke Treadaway,Emily Atack,Craig Fairbrass,James Cosmo,Terry Stone,T.J. Ramini,Full Cast & Crew
Avatar 4 (2022),Planned,English,-,-,-,Zoe Saldana,Sam Worthington,Stephen Lang,Full Cast & Crew,,,
Sanitarium (2013),Released,English,1h 46m,-,-,Lou Diamond Phillips,Malcolm McDowell,Robert Englund,Lacey Chabert,John Glover,David Mazouz,Full Cast & Crew
The Beautiful Days of Aranjuez (2016),In Production,French,-,-,-,Reda Kateb,Sophie Semin,Jens Harzer,Nick Cave,Full Cast & Crew,,
The Case of Unfaithful Klara (2009),Released,Italian,-,-,-,Claudio Santamaria,Laura Chiatti,Kierston Wareing,Paulina Nemcova,Miroslav ÅÊimÅønek,Yemi Akinyemi,Full Cast & Crew
The Bridges at Toko-Ri (1954),Released,English,1h 42m,-,-,William Holden,Grace Kelly,Fredric March,Mickey Rooney,Robert Strauss,Charles McGraw,Full Cast & Crew
Till Last Breath (2012),Released,Hindi,2h 56m,-,-,Shah Rukh Khan,Katrina Kaif,Anushka Sharma,Anupam Kher,Full Cast & Crew,,
Dr. M (1990),Released,English,1h 52m,-,-,Alan Bates,Jennifer Beals,Jan Niklas,Hanns Zischler,BenoÌ¨t RÌ©gent,Alexander Radszun,Full Cast & Crew
Die Spionin (2013),Released,German,1h 44m,-,-,Valerie Niehaus,Fritz Karl,Jochen Nickel,Nina Petri,Hansa Czypionka,Peter Kremer,Full Cast & Crew
The Bleeding House (2011),Released,English,1h 25m,-,-,Alexandra Chando,Patrick Breen,Charlie Hewson,Betsy Aidem,Richard Bekins,Nina Lisandrello,Full Cast & Crew
The Wicked Lady (1983),Released,English,1h 38m,-,-,Faye Dunaway,John Gielgud,Denholm Elliott,Alan Bates,Prunella Scales,Oliver Tobias,Full Cast & Crew
I Am Santa Claus (2014),Released,English,1h 29m,-,-,Mick Foley,Artie Lange,Roddy Piper,Jerry Lawler,Sid Haig,Thomas Laughlin,Full Cast & Crew
Boarding School (1978),Released,German,1h 40m,-,-,Nastassja Kinski,Gerry Sundquist,Stefano D'Amato,Gabriele Blum,Sean Chapman,VÌ©ronique Delbourg,Full Cast & Crew
"What's Up, Doc? (1972)",Released,English,1h 34m,-,-,Barbra Streisand,Ryan O'Neal,Madeline Kahn,Kenneth Mars,Austin Pendleton,Michael Murphy,Full Cast & Crew
Space Warriors (2013),Released,English,1h 33m,-,-,Josh Lucas,Mira Sorvino,Dermot Mulroney,Booboo Stewart,Danny Glover,Thomas Horn,Full Cast & Crew
Besties (2012),Released,English,-,-,-,Corin Nemec,Madison Riley,Olivia Crocicchia,Christopher Backus,Jackie Debatin,Full Cast & Crew,
PTU (2003),Released,Cantonese,1h 28m,-,-,Simon Yam,Lam Suet,Ruby Wong,Raymond Wong Ho-Yin,Maggie Shiu,Wong Wa-Wo,Full Cast & Crew
Stuntwoman (1977),Released,English,1h 40m,-,-,Jean-Paul Belmondo,Raquel Welch,Dany Saval,Raymond GÌ©rÌ«me,Jane Birkin,Johnny Hallyday,Full Cast & Crew
Michael Jordan to the Max (2000),Released,English,0h 46m,-,"$21,268,532.00",Michael Jordan,Phil Jackson,Bob Costas,Bill Murray,Laurence Fishburne,"Ken Griffey, Jr.",Full Cast & Crew
Scenes from a Marriage (1973),Released,Swedish,4h 41m,"$150,000.00",-,Liv Ullmann,Erland Josephson,Bibi Andersson,Jan MalmsjÌ_,Gunnel Lindblom,Wenche Foss,Full Cast & Crew
Collective Invention (2015),Released,Korean,1h 32m,-,-,Lee Chun-hee,Lee Kwang-Soo,Park Bo-yeong,Jang Gwang,Lee Byung-joon,Kim Hee-won,Full Cast & Crew
Pterodactyl (2005),Released,English,1h 29m,-,-,Cameron Daddo,Coolio,Amy Sloan,George Calil,Ivo Cutzarida,Steve Braun,Full Cast & Crew
Kill Buljo (2007),Released,Norwegian,1h 33m,"$160,000.00",-,Stig Frode Henriksen,Tommy Wirkola,Natasha Angel Dahle,Linda Ì÷verlie Nilsen,Full Cast & Crew,,
Master Spy (2016),Released,Dutch,1h 17m,-,-,Beau Schneider,Stijn van der Plas,Nienke de la Rive Box,Cynthia Abma,Frits Lambrechts,Julian Ras,Full Cast & Crew
A Summer in St. Tropez (1983),Released,English,0h 59m,-,-,Monica Broeke,Joan,Catherine,Esther,Full Cast & Crew,,
Go Lala Go! 2 (2015),Released,Mandarin,1h 41m,-,-,Ariel Lin,Vic Chou,Chen Bolin,Nana,Vivian Wu,Full Cast & Crew,
Dear Dumb Diary (2013),Released,English,1h 24m,-,-,Emily Alyn Lind,Sterling Griffith,David Mazouz,Natalie Alyn Lind,Mary-Charles Jones,James Waterston,Full Cast & Crew
Uncovered (1995),Released,English,1h 52m,-,-,Kate Beckinsale,John Wood,SinÌ©ad Cusack,Paudge Behan,Art Malik,Helen McCrory,Full Cast & Crew
Fist of the North Star: The Legend of Kenshiro (2008),Released,Japanese,1h 23m,-,-,Hiroshi Abe,Yuriko Ishida,Takuya Kirimoto,Chikao Ohtsuka,Full Cast & Crew,,
Vampyres (1974),Released,English,1h 27m,-,-,Marianne Morris,Anulka Dziubinska,Murray Brown,Brian Deacon,Sally Faulkner,Michael Byrne,Full Cast & Crew
PokÌ©mon Origins (2013),Released,German,1h 28m,-,-,Login to Edit Cast & Crew,,,,,,
Greetings From Fukushima (2016),Released,German,1h 42m,-,-,Rosalie Thomass,Kaori Momoi,Full Cast & Crew,,,,
Rise Of The Sufferfests (2016),Released,English,1h 34m,"$125,000.00",-,Login to Edit Cast & Crew,,,,,,
"Hi, Mom! (1970)",Released,English,1h 27m,-,-,Robert De Niro,Jennifer Salt,Allen Garfield,Charles Durning,Lara Parker,Abraham Goren,Full Cast & Crew
Wild Grass (2009),Released,English,1h 44m,-,-,AndrÌ© Dussollier,Sabine AzÌ©ma,Emmanuelle Devos,Mathieu Amalric,Anne Consigny,Michel Vuillermoz,Full Cast & Crew
The General (1998),Released,English,2h 4m,-,"$1,214,198.00",Brendan Gleeson,Adrian Dunbar,Sean McGinley,Maria Doyle Kennedy,Angeline Ball,Jon Voight,Full Cast & Crew
High Society (1956),Released,English,1h 51m,"$2,000,000.00",-,Bing Crosby,Grace Kelly,Frank Sinatra,Celeste Holm,John Lund,Louis Calhern,Full Cast & Crew
Elmer Gantry (1960),Released,English,2h 26m,-,-,Burt Lancaster,Jean Simmons,Arthur Kennedy,Dean Jagger,Shirley Jones,Patti Page,Full Cast & Crew
The Real Macaw (1998),Released,English,1h 31m,-,-,Jamie Croft,Deborra-Lee Furness,Joe Petruzzi,John Waters,Jason Robards,John Goodman,Full Cast & Crew
The Dawns Here Are Quiet (1972),Released,Russian,3h 8m,-,-,Andrey Martynov,Irina Dolganova,Elena Drapeko,Ekaterina Markova,Olga Ostroumova,Irina Shevchuk,Full Cast & Crew
Ai Weiwei: Never Sorry (2012),Released,English,1h 31m,-,"$181,107.00",Ai Weiwei,Dan-qing Chen,Full Cast & Crew,,,,
The Beast Within: Making 'Alien' (2003),Released,English,2h 58m,-,-,Ridley Scott,Sigourney Weaver,Tom Skerritt,John Hurt,Veronica Cartwright,Harry Dean Stanton,Full Cast & Crew
Two-Minute Warning (1976),Released,English,1h 55m,-,-,Charlton Heston,John Cassavetes,Martin Balsam,Beau Bridges,Marilyn Hassett,David Janssen,Full Cast & Crew
Katy Perry: The Prismatic World Tour (2015),Released,English,1h 56m,-,-,Katy Perry,Joshua Moreau,Max Hart,Lauren Allison Ball,Cherri Black,Casey Hooper,Full Cast & Crew
The Set-Up (1949),Released,English,1h 13m,-,-,Robert Ryan,Audrey Totter,George Tobias,Alan Baxter,Wallace Ford,Percy Helton,Full Cast & Crew
DC Showcase: Green Arrow (2010),Released,English,0h 11m,-,-,Neal McDonough,Malcolm McDowell,Grey Griffin,Ariel Winter,Steve Blum,John DiMaggio,Full Cast & Crew
Masks (2011),Released,English,1h 52m,-,-,Susen Ermich,Julita Witt,Magdalena Ritter,Dieter Rita Scholl,Teresa Nawrot,Norbert Losch,Full Cast & Crew
Cherry Tree Lane (2010),Released,English,1h 17m,-,-,Rachael Blake,Jennie Jacques,Tom Kane,Tom Butcher,Ashley Chin,Jumayn Hunter,Full Cast & Crew
Skinwalkers (2006),Released,English,1h 50m,-,-,Jason Behr,Elias Koteas,Rhona Mitra,Natassia Malthe,Kim Coates,Sarah Carter,Full Cast & Crew
American Violet (2008),Released,English,1h 43m,-,-,Nicole Beharie,Tim Blake Nelson,Will Patton,Michael O'Keefe,Full Cast & Crew,,
Macario (1960),Released,Spanish,1h 31m,-,-,Ignacio LÌ_pez Tarso,Pina Pellicer,Enrique Lucero,Mario Alberto RodrÌ_guez,JosÌ© GÌÁlvez,JosÌ© Luis JimÌ©nez,Full Cast & Crew
The Coming of Sin (1978),Released,Spanish,1h 31m,-,-,Patricia Granada,Lidia Zuazo,Rafael Machado,David Thomson,Lea Candle,Daisy Jules,Full Cast & Crew
Corner Gas: The Movie (2014),Released,English,1h 30m,"$8,500,000.00",-,Brent Butt,Gabrielle Miller,Fred Ewanuick,Eric Peterson,Janet Wright,Lorne Cardinal,Full Cast & Crew
Inkubus (2011),Released,English,1h 22m,-,-,Robert Englund,William Forsythe,Jonathan Silverman,Nicholas John Bilotta,Mike Cerrone,Jessica Conlan,Full Cast & Crew
Fists of Legend (2013),Released,English,2h 33m,-,-,Lee Yo-won,Hwang Jeong-min,Yoon Je-moon,Yu Jun-Sang,Jung Woong-in,Sung Ji-Ru,Full Cast & Crew
Java Heat (2013),Released,German,1h 44m,-,-,Kellan Lutz,Mickey Rourke,Ario Bayu,Tio Pakusodewo,Atiqah Hasiholan,Verdi Solaiman,Full Cast & Crew
Mix Tape (2014),Released,Turkish,1h 47m,-,-,Sarp Apak,Ì_zge Ì_zpirinÌ_ci,Full Cast & Crew,,,,
Suicide Note (2016),Released,English,1h 25m,-,-,Kirby Bliss Blanton,Brant Daugherty,Lexi Giovagnoli,Stephen Colletti,Gabrielle Carteris,Nthenya Ndunda,Full Cast & Crew
Basil (1998),Released,English,1h 53m,-,-,Jared Leto,Christian Slater,Claire Forlani,Full Cast & Crew,,,
Mom (2016),Released,English,0h 11m,-,-,Login to Edit Cast & Crew,,,,,,
Dead Connection (1994),Released,English,1h 33m,-,-,Michael Madsen,Lisa Bonet,Gary Stretch,Tim Russ,Damian Chapa,Carmen Argenziano,Full Cast & Crew
Sex with Love (2003),Released,English,1h 48m,-,-,Sigrid AlegrÌ_a,ÌÅlvaro Rudolphy,Patricio Contreras,MarÌ_a Izquierdo,Boris Quercia,Cecilia AmenÌÁbar,Full Cast & Crew
Misunderstood (2014),Released,Italian,1h 43m,-,-,Charlotte Gainsbourg,Gabriel Garko,Gianmarco Tognazzi,Giulia Salerno,Anna Lou Castoldi,Carolina Poccioni,Full Cast & Crew
Baby Bootcamp (2014),Released,French,-,-,-,Kavan Smith,Peter Benson,Danneel Ackles,Ryan McDonell,Eliza Faria,Miranda Frigon,Full Cast & Crew
Deserter (2002),Released,English,1h 30m,"$3,500,000.00",-,Paul Fox,Tom Hardy,Kate Maberly,Aitor Merino,FÌ©licitÌ© Du Jeu,Yorick van Wageningen,Full Cast & Crew
Metroland (1997),Released,English,1h 45m,-,-,Christian Bale,Emily Watson,Lee Ross,Elsa Zylberstein,Full Cast & Crew,,
Project Itoh: Empire of Corpses (2015),Released,Japanese,2h 0m,-,-,Ayumu Murase,Yoshimasa Hosoya,Akio ÌÓtsuka,Takayuki SugÅç,Taiten Kusunoki,Kana Hanazawa,Full Cast & Crew
Critical Condition (1987),Released,English,1h 40m,"$14,000,000.00",-,Richard Pryor,Rachel Ticotin,RubÌ©n Blades,Maria Cardinale,Joe Mantegna,Bob Dishy,Full Cast & Crew
Berlin Alexanderplatz (1980),Released,German,15h 31m,-,-,GÌ_nter Lamprecht,Claus Holm,Hanna Schygulla,Franz Buchrieser,Brigitte Mira,Karlheinz Braun,Full Cast & Crew
And Starring Pancho Villa as Himself (2003),Released,English,1h 52m,-,-,Antonio Banderas,Eion Bailey,Alan Arkin,Jim Broadbent,Matt Day,Michael McKean,Full Cast & Crew
Black and White (1999),Released,English,1h 38m,"$10,000,000.00","$5,241,315.00",Robert Downey Jr.,Scott Caan,Stacy Edwards,Allan Houston,Gaby Hoffmann,Jared Leto,Full Cast & Crew
Buffet Froid (1979),Released,French,1h 29m,-,-,GÌ©rard Depardieu,Bernard Blier,Jean Carmet,Michel Serrault,GeneviÌ¬ve Page,Jean Benguigui,Full Cast & Crew
The Iron Rose (1973),Released,French,1h 20m,-,-,FranÌ_oise Pascal,Hugues Quester,Natalie Perrey,Mireille Dargent,Full Cast & Crew,,
Moonlight (2002),Released,English,1h 31m,-,-,Laurien van den Broeck,Hunter Bussemaker,Andrew Howard,Johan Leysen,Full Cast & Crew,,
The Enforcer (1995),Released,English,1h 44m,-,-,Jet Li,Anita Mui,Tse Miu,Blacky Ko Sau-Leung,Yu Rong-Guang,Damian Lau,Full Cast & Crew
"Happy, Texas (1999)",Released,English,1h 38m,"$1,700,000.00","$1,943,649.00",Steve Zahn,William H. Macy,Jeremy Northam,Ally Walker,Ron Perlman,Illeana Douglas,Full Cast & Crew
Bonjour Tristesse (1958),Released,English,1h 34m,-,-,Jean Seberg,Deborah Kerr,David Niven,MylÌ¬ne Demongeot,Geoffrey Horne,Walter Chiari,Full Cast & Crew
Night of the Living Steelers (2016),Released,English,1h 0m,-,-,George A. Romero,Full Cast & Crew,,,,,
Amsterdamned (1988),Released,Dutch,1h 45m,-,-,Huub Stapel,Monique van de Ven,Serge-Henri Valcke,Tanneke Hartzuiker,Wim Zomer,Hidde Maas,Full Cast & Crew
Odds Against Tomorrow (1959),Released,English,1h 36m,-,-,Harry Belafonte,Robert Ryan,Shelley Winters,Ed Begley,Gloria Grahame,Will Kuluva,Full Cast & Crew
The Bank (2001),Released,English,1h 44m,-,-,David Wenham,Anthony LaPaglia,Sibylla Budd,Steve Rodgers,Mitchell Butel,Mandy McElhinney,Full Cast & Crew
The Perfect Roommate (2011),Released,English,1h 40m,-,-,Boti Bliss,Ashley Leggat,William R. Moses,Jon McLaren,Peter J. Gray,Full Cast & Crew,
Kaw (2007),Released,English,1h 33m,-,-,Sean Patrick Flanery,Kristin Booth,Megan Park,Stephen McHattie,Rod Taylor,John Ralston,Full Cast & Crew
Scarlet Street (1945),Released,English,1h 43m,"$1,202,007.00","$2,948,386.00",Edward G. Robinson,Joan Bennett,Dan Duryea,Margaret Lindsay,Jess Barker,Rosalind Ivan,Full Cast & Crew
Help Me I Am Dead (2013),Released,German,1h 59m,-,-,Margarethe von Stern,Antonio Mayans,Carsten Frank,Andreas Bethmann,Markus Hettich,Yingying Du,Full Cast & Crew
Scream at the Devil (2015),Released,English,1h 38m,-,-,Shari Shattuck,Eric Etebari,Jane Park Smith,Tony Todd,Kiko Ellsworth,Bill Oberst Jr.,Full Cast & Crew
Berlin: Symphony of a Great City (1927),Released,English,1h 9m,-,-,Paul von Hindenburg,Full Cast & Crew,,,,,
Predator: Dark Ages (2015),Released,English,0h 27m,-,-,Adrian Bouchet,Amed Hashimi,Sabine Crossen,Ben Loyd-Holmes,Jon Campling,Joe Egan,Full Cast & Crew
Atl€±kar€±nca (2011),Released,Turkish,-,-,-,Mert F€±rat,Nergis Ì_ztÌ_rk,Sema ÌàeyrekbaÅÙ€±,Sercan Badur,Full Cast & Crew,,
White: The Melody of the Curse (2011),Released,Korean,1h 46m,-,-,Hwang Woo-seul-hye,Maydoni,Choi Ah-ra,Byeon Jeong-su,Kim Young-min,Ham Eun-jeong,Full Cast & Crew
Danger island (1992),Released,English,1h 30m,-,-,Lisa Banes,Richard Beymer,Maria Celedonio,Gary Graham,Kathy Ireland,Christopher Pettiet,Full Cast & Crew
3 Godfathers (1948),Released,English,1h 46m,-,-,John Wayne,Pedro ArmendÌÁriz,"Harry Carey, Jr.",Ward Bond,Mae Marsh,Mildred Natwick,Full Cast & Crew
Big Deal on Madonna Street (1958),Released,Italian,1h 46m,-,-,Vittorio Gassman,Renato Salvatori,Memmo Carotenuto,Rossana Rory,Carla Gravina,Claudia Cardinale,Full Cast & Crew
