Movie Name,Studio,Status,Language,Runtime,Budget,Revenue,8,9,10,11,12,13,14
Twenty Bucks (1993),Trit,Released,English,1h 31m,-,-,Linda Hunt,Brendan Fraser,Shohreh Aghdashloo,Melora Walters,Elisabeth Shue,Steve Buscemi,Full Cast & Crew
Chasing Liberty (2004),WB,Released,English,1h 51m,"$23,000,000.00",$12.00,Mandy Moore,Stark Sands,Tony Jayawardena,Jeremy Piven,Annabella Sciorra,Terence Maynard,Full Cast & Crew
When Father Was Away on Business (1985),Can.,Released,English,2h 16m,-,-,Predrag 'Miki' Manojlovic,Mirjana Karanovi€à,Mustafa Nadarevi€à,Mira Furlan,Pavle Vuisic,Slobodan Aligrudi€à,Full Cast & Crew
I Love You to Death (1990),TriS,Released,English,1h 34m,-,-,Kevin Kline,Tracey Ullman,Joan Plowright,River Phoenix,William Hurt,Keanu Reeves,Full Cast & Crew
Eight Crazy Nights (2002),Sony,Released,English,1h 16m,-,"$23,833,131.00",Adam Sandler,Jackie Sandler,Kevin Nealon,Austin Stout,Rob Schneider,Norm Crosby,Full Cast & Crew
Foxfire (1996),Gold.,Released,English,1h 42m,-,"$258,263.00",Angelina Jolie,Hedy Burress,Jenny Lewis,Jenny Shimizu,Sarah Rosenberg,Full Cast & Crew,
Revenge of the Nerds II: Nerds in Paradise (1987),Fox,Released,English,1h 38m,-,"$22,642,033.00",Robert Carradine,Curtis Armstrong,Larry B. Scott,Timothy Busfield,Courtney Thorne-Smith,Andrew Cassese,Full Cast & Crew
Drop Dead Gorgeous (1999),NL,Released,English,1h 38m,"$10,000,000.00","$10,571,408.00",Kirsten Dunst,Ellen Barkin,Denise Richards,Amy Adams,Kirstie Alley,Allison Janney,Full Cast & Crew
The Dark Hours (2005),N/A,Released,English,1h 20m,"$500,000.00",-,Kate Greenhouse,Aidan Devine,Gordon Currie,Iris Graham,Dov Tiefenbach,David Calderisi,Full Cast & Crew
Climates (2006),Zeit.,Released,Turkish,1h 41m,-,-,Ebru Ceylan,Nuri Bilge Ceylan,Nazan Kirilmis,Mehmet Eryilmaz,Arif AsÌ_i,Can Ì_zbatur,Full Cast & Crew
Anne of the Thousand Days (1969),Uni.,Released,English,2h 25m,-,-,Richard Burton,GeneviÌ¬ve Bujold,Irene Papas,Anthony Quayle,John Colicos,Michael Hordern,Full Cast & Crew
Burglar (1987),WB,Released,English,1h 43m,-,-,Whoopi Goldberg,Bobcat Goldthwait,G. W. Bailey,Lesley Ann Warren,John Goodman,Vyto Ruginis,Full Cast & Crew
Stanley & Iris (1990),MGM,Released,English,1h 44m,"$23,000,000.00","$5,820,015.00",Jane Fonda,Robert De Niro,Swoosie Kurtz,Martha Plimpton,Jamey Sheridan,Feodor Chaliapin Jr.,Full Cast & Crew
The People Under the Stairs (1991),Uni.,Released,English,1h 42m,"$6,000,000.00",-,Brandon Quintin Adams,Everett McGill,Wendy Robie,Ving Rhames,A. J. Langer,Sean Whalen,Full Cast & Crew
Wanted: Dead or Alive (1987),NW,Released,English,1h 44m,-,-,Rutger Hauer,Gene Simmons,Eli Danker,Nick Faltas,Dennis Burkley,Mel Harris,Full Cast & Crew
The Butcher's Wife (1991),Par.,Released,English,1h 47m,-,-,Demi Moore,Jeff Daniels,George Dzundza,Mary Steenburgen,Frances McDormand,Margaret Colin,Full Cast & Crew
A Low Down Dirty Shame (1994),BV,Released,English,1h 40m,"$10,000,000.00","$29,392,418.00",Keenen Ivory Wayans,Charles S. Dutton,Jada Pinkett Smith,Salli Richardson-Whitfield,Andrew Divoff,Corwin Hawkins,Full Cast & Crew
Ricochet (1991),WB,Released,English,1h 49m,-,-,Denzel Washington,John Lithgow,Ice-T,Kevin Pollak,Lindsay Wagner,Mary Ellen Trainor,Full Cast & Crew
Beer for My Horses (2008),RAtt.,Released,English,1h 26m,-,"$666,045.00",Toby Keith,Rodney Carrington,Greg Serano,Claire Forlani,Ted Nugent,Barry Corbin,Full Cast & Crew
Jeremiah Johnson (1972),WB,Released,English,1h 48m,-,-,Robert Redford,Will Geer,Delle Bolton,Josh Albee,Joaquin Martinez,Allyn Ann McLerie,Full Cast & Crew
Guilty by Suspicion (1991),WB,Released,English,1h 40m,-,-,Robert De Niro,Annette Bening,George Wendt,Patricia Wettig,Sam Wanamaker,Luke Edwards,Full Cast & Crew
The Beguiled (1971),Uni.,Released,English,1h 45m,-,-,Clint Eastwood,Geraldine Page,Elizabeth Hartman,Jo Ann Harris,Darlene Carr,Mae Mercer,Full Cast & Crew
El Cid (1961),AAP,Released,English,3h 2m,-,-,Charlton Heston,Sophia Loren,Raf Vallone,GeneviÌ¬ve Page,John Fraser,Gary Raymond,Full Cast & Crew
I'll Do Anything (1994),Col.,Released,English,1h 55m,"$40,000,000.00",-,Nick Nolte,Whittni Wright,Albert Brooks,Julie Kavner,Joely Richardson,Vicki Lewis,Full Cast & Crew
The Jerk (1979),Uni.,Released,English,1h 34m,-,"$73,961,419.00",Steve Martin,Bernadette Peters,Catlin Adams,Mabel King,Richard Ward,Carl Gottlieb,Full Cast & Crew
Hey Arnold! The Movie (2002),Par.,Released,English,1h 16m,-,-,Spencer Klein,Francesca Smith,Jamil Walker Smith,Dan Castellaneta,Tress MacNeille,Full Cast & Crew,
Certain Women (2016),IFC,Released,English,1h 47m,-,-,Laura Dern,Michelle Williams,Kristen Stewart,Lily Gladstone,James Le Gros,Jared Harris,Full Cast & Crew
Henry V (1989),Gold.,Released,English,2h 17m,"$9,000,000.00",-,Kenneth Branagh,Derek Jacobi,Brian Blessed,James Larkin,Paul Scofield,Emma Thompson,Full Cast & Crew
The Mirror Has Two Faces (1996),Sony,Released,English,2h 6m,"$42,000,000.00",-,Barbra Streisand,Jeff Bridges,Lauren Bacall,George Segal,Mimi Rogers,Pierce Brosnan,Full Cast & Crew
When a Stranger Calls (2006),SGem,Released,English,1h 27m,"$15,000,000.00","$66,966,987.00",Camilla Belle,Katie Cassidy,Tommy Flanagan,Brian Geraghty,Clark Gregg,Derek de Lint,Full Cast & Crew
A Place in the Sun (1951),Par.,Released,English,2h 2m,-,-,Montgomery Clift,Elizabeth Taylor,Shelley Winters,Anne Revere,Keefe Brasselle,Fred Clark,Full Cast & Crew
Ellie Parker (2005),Strand,Released,English,1h 35m,-,-,Naomi Watts,Scott Coffey,Jennifer Syme,Mark Pellegrino,Greg Freitas,Gaye Pope,Full Cast & Crew
The Offence (1973),UA,Released,English,1h 52m,-,-,Sean Connery,Trevor Howard,Vivien Merchant,Ian Bannen,Peter Bowles,Full Cast & Crew,
Arachnophobia (1990),BV,Released,English,1h 43m,"$31,000,000.00","$53,208,180.00",Jeff Daniels,Harley Jane Kozak,Garette Ratliff Henson,Marlene Katz,Julian Sands,Brian McNamara,Full Cast & Crew
Gun Shy (2000),BV,Released,English,1h 41m,"$10,000,000.00","$1,631,839.00",Sandra Bullock,Liam Neeson,Oliver Platt,JosÌ© ZÌ_Ì±iga,Michael DeLorenzo,Richard Schiff,Full Cast & Crew
Janis: Little Girl Blue (2015),FR,Released,English,1h 46m,-,-,Janis Joplin,Cat Power,D.A. Pennebaker,Dick Cavett,Peter Albin,Karleen Bennett,Full Cast & Crew
City By The Sea (2002),WB,Released,English,1h 48m,"$40,000,000.00","$22,433,915.00",Robert De Niro,James Franco,Frances McDormand,Eliza Dushku,George Dzundza,Patti LuPone,Full Cast & Crew
Bugsy Malone (1976),Par.,Released,English,1h 33m,-,-,Jodie Foster,Martin Lev,John Cassisi,Scott Baio,Florrie Dugger,Paul Murphy,Full Cast & Crew
InAPPropriate Comedy (2013),Free,Released,English,1h 24m,-,$228.00,Rob Schneider,Michelle Rodriguez,Adrien Brody,Lindsay Lohan,Ari Shaffir,Vince Offer,Full Cast & Crew
Club Dread (2004),FoxS,Released,English,1h 44m,"$8,500,000.00","$5,001,655.00",Kevin Heffernan,Jay Chandrasekhar,Paul Soter,Erik Stolhanske,Tanja Reichert,Bill Paxton,Full Cast & Crew
Far from Home (1989),Vest,Released,English,1h 26m,-,-,Matt Frewer,Drew Barrymore,Richard Masur,Karen Austin,Susan Tyrrell,Andras Jones,Full Cast & Crew
Fluke (1995),MGM,Released,English,1h 36m,-,-,Samuel L. Jackson,Matthew Modine,Nancy Travis,Eric Stoltz,Max Pomeranc,Ron Perlman,Full Cast & Crew
The Preppie Connection (2016),IFC,Released,English,1h 50m,-,-,Thomas Mann,Lucy Fry,Sam Page,Logan Huffman,Amy Hargreaves,Bill Sage,Full Cast & Crew
The Bad and the Beautiful (1952),MGM,Released,English,1h 58m,"$1,558,000.00",-,Lana Turner,Kirk Douglas,Walter Pidgeon,Dick Powell,Barry Sullivan,Gloria Grahame,Full Cast & Crew
All Dogs Go to Heaven 2 (1996),MGM,Released,English,1h 22m,-,"$8,620,678.00",Ernest Borgnine,Bebe Neuwirth,Charlie Sheen,Hamilton Camp,Steve Mackall,Dan Castellaneta,Full Cast & Crew
High Spirits (1988),TriS,Released,English,1h 39m,-,"$7,399,763.00",Steve Guttenberg,Peter O'Toole,Daryl Hannah,Beverly D'Angelo,Liam Neeson,Jennifer Tilly,Full Cast & Crew
Body (2015),Osci.,Released,English,1h 15m,-,-,Helen Rogers,Alexandra Turshen,Lauren Molina,Larry Fessenden,Adam Cornelius,Full Cast & Crew,
Explorers (1985),Par.,Released,English,1h 49m,-,-,Ethan Hawke,River Phoenix,Bobby Fite,Bradley Gregg,Georg Olden,Chance Schwass,Full Cast & Crew
Boxing Helena (1993),Orion,Released,English,1h 47m,-,"$1,796,389.00",Julian Sands,Sherilyn Fenn,Bill Paxton,Kurtwood Smith,Art Garfunkel,Betsy Clark,Full Cast & Crew
Flashback (1990),Par.,Released,English,1h 48m,-,"$6,488,144.00",Dennis Hopper,Kiefer Sutherland,Carol Kane,Paul Dooley,Cliff DeYoung,Richard Masur,Full Cast & Crew
Joe Kidd (1972),Uni.,Released,English,1h 28m,-,"$6,330,000.00",Clint Eastwood,Robert Duvall,John Saxon,Don Stroud,Stella Garcia,James Wainwright,Full Cast & Crew
Saturn 3 (1980),AFD,Released,English,1h 28m,-,-,Farrah Fawcett,Kirk Douglas,Harvey Keitel,Roy Dotrice,Ed Bishop,Douglas Lambert,Full Cast & Crew
Something from Nothing: The Art of Rap (2012),IM,Released,English,1h 46m,-,"$288,312.00",Ice-T,Dr. Dre,Ice Cube,Snoop Dogg,Eminem,Afrika Bambaataa,Full Cast & Crew
The Changeling (1980),AFD,Released,English,1h 47m,-,"$12,000,000.00",George C. Scott,Trish Van Devere,Melvyn Douglas,Jean Marsh,John Colicos,Barry Morse,Full Cast & Crew
Cesar Chavez (2014),LGF,Released,English,1h 42m,"$10,000,000.00",-,Michael PeÌ±a,Rosario Dawson,America Ferrera,Jacob Vargas,Gabriel Mann,Lisa Brenner,Full Cast & Crew
Alexander the Great (1956),UA,Released,English,2h 16m,-,-,Richard Burton,Fredric March,Claire Bloom,Danielle Darrieux,Barry Jones,Harry Andrews,Full Cast & Crew
Gloria (1999),Sony,Released,English,1h 48m,"$30,000,000.00",-,Sharon Stone,Jeremy Northam,Cathy Moriarty,Jean-Luke Figueroa,Mike Starr,George C. Scott,Full Cast & Crew
S.O.B. (1981),Par.,Released,English,2h 1m,-,-,Julie Andrews,William Holden,Marisa Berenson,Larry Hagman,Robert Loggia,Stuart Margolin,Full Cast & Crew
The American Friend (1977),NYer,Released,German,2h 7m,-,-,Dennis Hopper,Bruno Ganz,Lisa Kreuzer,GÌ©rard Blain,Nicholas Ray,Samuel Fuller,Full Cast & Crew
Monsieur Ibrahim (2003),SPC,Released,English,1h 34m,-,"$11,576,431.00",Omar Sharif,Pierre Boulanger,Gilbert Melki,Isabelle Renauld,Lola Naymark,Anne Suarez,Full Cast & Crew
The Lady in the Car with Glasses and a Gun (2015),Magn.,Released,French,1h 33m,-,-,Freya Mavor,Stacy Martin,Benjamin Biolay,Elio Germano,Thierry Hancisse,NoÌ©mie Morales,Full Cast & Crew
Save the Date (2012),IFC,Released,English,1h 38m,-,-,Lizzy Caplan,Alison Brie,Martin Starr,Mark Webber,Geoffrey Arend,Melonie Diaz,Full Cast & Crew
Baby Face (1933),WB,Released,English,1h 11m,"$187,000.00",-,Barbara Stanwyck,George Brent,Donald Cook,Alphonse Ethier,Henry Kolker,Margaret Lindsay,Full Cast & Crew
I Am Ali (2014),Focus,Released,English,1h 51m,-,"$7,205.00",Muhammad Ali,Muhammad Ali Jr.,Hana Ali,Maryum Ali,Rahaman Ali,Jim Brown,Full Cast & Crew
Mrs. Parker and the Vicious Circle (1994),FL,Released,English,2h 5m,-,-,Jennifer Jason Leigh,Campbell Scott,Matthew Broderick,Gwyneth Paltrow,Jennifer Beals,Peter Gallagher,Full Cast & Crew
3 Ninjas Knuckle Up (1995),Sony,Released,English,1h 25m,-,-,Victor Wong,Charles Napier,Michael Treanor,Max Elliott Slade,Chad Power,Crystle Lightning,Full Cast & Crew
Safe (1995),SPC,Released,English,1h 59m,-,-,Julianne Moore,Xander Berkeley,Dean Norris,Peter Friedman,Kate McGregor-Stewart,James Le Gros,Full Cast & Crew
Can't Hardly Wait (1998),Sony,Released,English,1h 40m,"$10,000,000.00","$25,605,015.00",Jennifer Love Hewitt,Ethan Embry,Charlie Korsmo,Lauren Ambrose,Peter Facinelli,Seth Green,Full Cast & Crew
The Secret Life Of Bees (2008),FoxS,Released,English,1h 54m,"$11,000,000.00","$38,105,395.00",Dakota Fanning,Queen Latifah,Jennifer Hudson,Sophie Okonedo,Alicia Keys,Sharon Conley,Full Cast & Crew
Artists and Models (1955),Par.,Released,English,1h 49m,"$1,701,083.00",-,Dean Martin,Jerry Lewis,Shirley MacLaine,Dorothy Malone,Eddie Mayehoff,Eva Gabor,Full Cast & Crew
Malice (1993),Col.,Released,English,1h 47m,-,"$46,405,336.00",Alec Baldwin,Nicole Kidman,Bill Pullman,Bebe Neuwirth,George C. Scott,Anne Bancroft,Full Cast & Crew
Silver Streak (1976),Fox,Released,English,1h 54m,-,"$51,079,064.00",Gene Wilder,Jill Clayburgh,Richard Pryor,Patrick McGoohan,Ned Beatty,Clifton James,Full Cast & Crew
Neruda (2016),Orch.,Released,Spanish,1h 48m,-,-,Gael GarcÌ_a Bernal,Luis Gnecco,Mercedes MorÌÁn,Alfredo Castro,Michael Silva,Pablo Derqui,Full Cast & Crew
City of joy (1992),TriS,Released,English,2h 12m,"$27,000,000.00","$14,683,921.00",Patrick Swayze,Om Puri,Pauline Collins,Shabana Azmi,Ayesha Dharker,Art Malik,Full Cast & Crew
Satisfaction (1988),Fox,Released,English,1h 32m,-,$8.00,Liam Neeson,Julia Roberts,Justine Bateman,Trini Alvarado,Deborah Harry,Full Cast & Crew,
Boxcar Bertha (1972),AIP,Released,English,1h 32m,"$600,000.00",-,Barbara Hershey,David Carradine,Barry Primus,Bernie Casey,John Carradine,Victor Argo,Full Cast & Crew
Mr. Church (2016),Free,Released,English,1h 44m,-,-,Eddie Murphy,Britt Robertson,Natascha McElhone,Xavier Samuel,Lucy Fry,Madison Wolfe,Full Cast & Crew
In Cold Blood (1967),Col.,Released,English,2h 14m,"$3,500,000.00",-,Robert Blake,Scott Wilson,John Forsythe,Paul Stewart,Gerald S. O'Loughlin,Jeff Corey,Full Cast & Crew
Girlfight (2000),SGem,Released,English,1h 50m,-,-,Michelle Rodriguez,Jaime Tirelli,Paul Calderon,Santiago Douglas,Ray Santiago,VÌ_ctor Sierra,Full Cast & Crew
Indignation (2016),RAtt.,In Production,English,1h 50m,-,-,Logan Lerman,Sarah Gadon,Tracy Letts,Ben Rosenfield,Linda Emond,Margo Kazaryan,Full Cast & Crew
Marley (2012),Magn.,Released,English,2h 24m,-,-,Bob Marley,Ziggy Marley,Rita Marley,Cedella Marley,Jimmy Cliff,Chris Blackwell,Full Cast & Crew
Dirty Deeds (2005),Free,Released,Russian,1h 27m,-,-,Milo Ventimiglia,Lacey Chabert,Zoe Saldana,Arielle Kebbel,Charles Durning,Tom Amandes,Full Cast & Crew
Star 80 (1983),WB,Released,English,1h 43m,-,"$6,472,990.00",Mariel Hemingway,Eric Roberts,Cliff Robertson,Carroll Baker,Roger Rees,David Clennon,Full Cast & Crew
While She Was Out (2008),Anch.,Released,English,1h 48m,"$6,000,000.00","$391,410.00",Kim Basinger,Lukas Haas,Craig Sheffer,Luke Gair,Leonard Wu,Luis ChÌÁvez,Full Cast & Crew
Tin Men (1987),BV,Released,English,1h 52m,-,-,Richard Dreyfuss,Danny DeVito,Barbara Hershey,John Mahoney,Full Cast & Crew,,
Kid Galahad (1962),UA,Released,English,1h 35m,-,-,Elvis Presley,Gig Young,Lola Albright,Joan Blackman,Charles Bronson,Robert Emhardt,Full Cast & Crew
Om Shanti Om (2007),Eros,Released,Hindi,2h 50m,"$9,100,000.00","$37,707,444.00",Shah Rukh Khan,Deepika Padukone,Arjun Rampal,Shreyas Talpade,Kiron Kher,Nitish Pandey,Full Cast & Crew
Aqua Teen Hunger Force Colon Movie Film for Theaters (2007),First,Released,English,1h 26m,-,-,Dana Snyder,Carey Means,Dave Willis,Andy Merrill,Bruce Campbell,Fred Armisen,Full Cast & Crew
Summer Rental (1985),Par.,Released,English,1h 27m,-,"$24,689,703.00",John Candy,Karen Austin,Kerri Green,Joey Lawrence,Aubrey Jene,Richard Crenna,Full Cast & Crew
Valley of the Wolves: Iraq (2006),FmC.,Released,Turkish,2h 2m,"$10,000,000.00",-,Necati Å_aÅÙmaz,Billy Zane,Ghassan Massoud,Gurkan Uygun,BergÌ_zar Korel,Gary Busey,Full Cast & Crew
Scavenger Hunt (1979),Fox,Released,English,1h 56m,-,-,Richard Benjamin,Cleavon Little,James Coco,Scatman Crothers,Ruth Gordon,Cloris Leachman,Full Cast & Crew
The Keep (1983),Par.,Released,English,1h 36m,"$6,000,000.00","$3,661,757.00",Scott Glenn,Alberta Watson,JÌ_rgen Prochnow,Robert Prosky,Gabriel Byrne,Ian McKellen,Full Cast & Crew
Quigley Down Under (1990),MGM,Released,English,1h 59m,-,-,Tom Selleck,Laura San Giacomo,Alan Rickman,Chris Haywood,Ron Haddrick,Tony Bonner,Full Cast & Crew
A Prairie Home Companion (2006),PicH,Released,English,1h 45m,-,-,Meryl Streep,Lindsay Lohan,Virginia Madsen,Woody Harrelson,Garrison Keillor,John C. Reilly,Full Cast & Crew
King Kong Lives (1986),DEG,Released,English,1h 45m,"$10,000,000.00","$4,711,220.00",Linda Hamilton,Brian Kerwin,John Ashton,Peter Elliott,Peter Michael Goetz,Frank Maraden,Full Cast & Crew
The Big Country (1958),UA,Released,English,2h 45m,-,-,Gregory Peck,Jean Simmons,Carroll Baker,Charlton Heston,Burl Ives,Charles Bickford,Full Cast & Crew
Paris Countdown (2013),Scre.,Released,French,1h 32m,-,"$1,055.00",Jacques Gamblin,Olivier Marchal,Carlo Brandt,Reda Kateb,Igor Skreblin,Francis Renaud,Full Cast & Crew
She's So Lovely (1997),Mira.,Released,English,1h 40m,"$18,000,000.00",-,Sean Penn,Robin Wright,John Travolta,James Gandolfini,Harry Dean Stanton,Debi Mazar,Full Cast & Crew
High Anxiety (1977),Fox,Released,English,1h 34m,"$3,400,000.00","$31,063,038.00",Mel Brooks,Madeline Kahn,Cloris Leachman,Harvey Korman,Ron Carey,Howard Morris,Full Cast & Crew
Extreme Movie (2008),W/Dim.,Released,English,1h 28m,-,-,Patrick J. Adams,Ryan Pinkston,Denise Boutte,Michael Cera,Frankie Muniz,Cherilyn Wilson,Full Cast & Crew
Charlotte's Web (1973),Par.,Released,English,1h 34m,-,-,Debbie Reynolds,Henry Gibson,Danny Bonaduce,Agnes Moorehead,Bob Holt,Paul Lynde,Full Cast & Crew
The Pebble and the Penguin (1995),MGM,Released,English,1h 14m,"$28,000,000.00","$3,983,912.00",Martin Short,Annie Golden,Jim Belushi,Tim Curry,Alissa King,Stevie Vallance,Full Cast & Crew
Freeway (1996),Roxie,Released,English,1h 50m,"$3,000,000.00",-,Kiefer Sutherland,Reese Witherspoon,Wolfgang Bodison,Dan Hedaya,Amanda Plummer,Brooke Shields,Full Cast & Crew
I Think I Love My Wife (2007),FoxS,Released,English,1h 30m,"$11,000,000.00","$13,196,245.00",Chris Rock,Kerry Washington,Gina Torres,Steve Buscemi,Edward Herrmann,Welker White,Full Cast & Crew
Paid in Full (2002),Mira.,Released,Portuguese,1h 33m,-,"$3,090,862.00",Wood Harris,Cam'ron,Mekhi Phifer,Kevin Carroll,Chi McBride,Regina Hall,Full Cast & Crew
It Takes Two (1995),WB,Released,English,1h 41m,-,-,Kirstie Alley,Steve Guttenberg,Ashley Olsen,Mary-Kate Olsen,Jane Sibbett,Philip Bosco,Full Cast & Crew
The River Wild (1994),Uni.,Released,English,1h 48m,-,-,Meryl Streep,David Strathairn,Joseph Mazzello,Kevin Bacon,John C. Reilly,Stephanie Sawyer,Full Cast & Crew
Gardens of the Night (2008),CityL,Released,English,1h 50m,-,-,Gillian Jacobs,John Malkovich,Ryan Simpkins,Tom Arnold,Kevin Zegers,Jermaine Scooter Smith,Full Cast & Crew
He Was a Quiet Man (2007),Mitro.,Released,English,1h 35m,-,-,Christian Slater,John Gulager,Elisha Cuthbert,Jamison Jones,Michael DeLuise,K.C. Ramsey,Full Cast & Crew
Good (2008),Think,Released,English,1h 36m,-,-,Viggo Mortensen,Jason Isaacs,Mark Strong,Steven Mackintosh,Jodie Whittaker,Full Cast & Crew,
The Assignment (1997),Sony,Released,English,1h 59m,-,-,Aidan Quinn,Donald Sutherland,Ben Kingsley,Claudia Ferri,CÌ©line Bonnier,Vlasta VrÌÁna,Full Cast & Crew
The Power of One (1992),WB,Released,English,2h 7m,-,-,Stephen Dorff,Armin Mueller-Stahl,Alois Moyo,Morgan Freeman,Ian Roberts,Marius Weyers,Full Cast & Crew
Most Wanted (1997),NL,Released,English,1h 39m,"$25,000,000.00",-,Keenen Ivory Wayans,Jon Voight,Robert Kotecki,Rick Cramer,Kenn Whitaker,Wolfgang Bodison,Full Cast & Crew
Baby Boy (2001),Sony,Released,English,2h 10m,"$16,000,000.00","$29,381,649.00",Tyrese Gibson,Taraji P. Henson,Omar Gooding,Ving Rhames,Snoop Dogg,Adrienne-Joi Johnson,Full Cast & Crew
The Last Princess (2016),CJ,Released,Korean,2h 7m,-,-,Son Ye-Jin,Kim So-hyun,Park Hae-Il,Ra Mi-ran,Baek Yun-Shik,Yoon Je-moon,Full Cast & Crew
Bird (1988),WB,Released,English,2h 41m,-,-,Forest Whitaker,Diane Venora,Keith David,Damon Whitaker,Michael Zelniker,Samuel E. Wright,Full Cast & Crew
The Next Best Thing (2000),Par.,Released,English,1h 48m,"$25,000,000.00","$24,362,772.00",Madonna,Rupert Everett,Benjamin Bratt,Malcolm Stumpf,Josef Sommer,Suzanne Krull,Full Cast & Crew
Nurse Betty (2000),USA,Released,English,1h 48m,"$24,000,000.00",-,RenÌ©e Zellweger,Morgan Freeman,Chris Rock,Greg Kinnear,Aaron Eckhart,Tia Texada,Full Cast & Crew
Dare (2009),Imag.,Released,English,1h 40m,-,"$18,088.00",Emmy Rossum,Zach Gilford,Ashley Springer,Ana Gasteyer,Rooney Mara,Sandra Bernhard,Full Cast & Crew
Firewalker (1986),Can.,Released,English,1h 44m,-,"$11,949,484.00",Chuck Norris,"Louis Gossett, Jr.",Melody Anderson,Will Sampson,Sonny Landham,John Rhys-Davies,Full Cast & Crew
The Musketeer (2001),Uni.,Released,English,1h 44m,"$40,000,000.00","$27,053,815.00",Catherine Deneuve,Mena Suvari,Stephen Rea,Tim Roth,Justin Chambers,Bill Treacher,Full Cast & Crew
Twilight Zone: The Movie (1983),WB,Released,English,1h 41m,"$10,000,000.00","$29,450,919.00",Albert Brooks,Vic Morrow,John Larroquette,John Lithgow,Dan Aykroyd,Scatman Crothers,Full Cast & Crew
Come Early Morning (2006),IDP,Released,English,1h 37m,"$6,000,000.00",-,Ashley Judd,Laura Prepon,Jeffrey Donovan,Tim Blake Nelson,Christine Renee Ward,Candyce Hinkle,Full Cast & Crew
Head in the Clouds (2004),SPC,Released,English,2h 1m,-,-,Charlize Theron,PenÌ©lope Cruz,Stuart Townsend,Thomas Kretschmann,Peter Cockett,Gabriel Hogan,Full Cast & Crew
One True Thing (1998),Uni.,Released,English,2h 7m,-,-,Meryl Streep,RenÌ©e Zellweger,William Hurt,Tom Everett Scott,Lauren Graham,Full Cast & Crew,
Clambake (1967),UA,Released,English,1h 40m,-,-,Elvis Presley,Shelley Fabares,Teri Garr,Bill Bixby,Gary Merrill,James Gregory,Full Cast & Crew
Soldier Blue (1970),AVCO,Released,English,1h 52m,-,-,Candice Bergen,Peter Strauss,Donald Pleasence,John Anderson,Jorge Rivero,Dana Elcar,Full Cast & Crew
Silkwood (1983),Fox,Released,English,2h 11m,-,-,Meryl Streep,Kurt Russell,Cher,Craig T. Nelson,Fred Ward,Diana Scarwid,Full Cast & Crew
Dead Ringers (1988),Fox,Released,English,1h 55m,"$13,000,000.00","$8,038,508.00",Jeremy Irons,GeneviÌ¬ve Bujold,Heidi von Palleske,Barbara Gordon,Shirley Douglas,Stephen Lack,Full Cast & Crew
Inside Deep Throat (2005),Uni.,Released,English,1h 32m,"$2,000,000.00","$653,621.00",Dennis Hopper,Peter Bart,Warren Beatty,Carl Bernstein,Full Cast & Crew,,
The Ministers (2009),Maya,Released,English,1h 30m,-,-,John Leguizamo,Harvey Keitel,Florencia Lozano,Diane Venora,Wanda De Jesus,Full Cast & Crew,
Rhinestone (1984),Fox,Released,English,1h 51m,"$28,000,000.00",-,Sylvester Stallone,Dolly Parton,Richard Farnsworth,Ron Leibman,Tim Thomerson,Steve Peck,Full Cast & Crew
The Good Thief (2003),FoxS,Released,English,1h 48m,-,-,Nick Nolte,TchÌ©ky Karyo,Nutsa Kukhianidze,Marc Lavoine,SaÌød Taghmaoui,GÌ©rard Darmon,Full Cast & Crew
Only You (1994),TriS,Released,English,1h 55m,-,-,Marisa Tomei,Robert Downey Jr.,Bonnie Hunt,Joaquim de Almeida,Fisher Stevens,Billy Zane,Full Cast & Crew
Moms' Night Out (2014),TriS,Released,English,1h 38m,"$5,000,000.00","$10,429,707.00",Sarah Drew,Sean Astin,Patricia Heaton,Logan White,Robert Amaya,Harry Shum Jr.,Full Cast & Crew
Valmont (1989),Orion,Released,English,2h 17m,"$33,000,000.00","$1,132,112.00",Colin Firth,Annette Bening,Meg Tilly,Fairuza Balk,SiÌ¢n Phillips,Jeffrey Jones,Full Cast & Crew
A Dry White Season (1989),MGM,Released,English,1h 37m,-,-,Donald Sutherland,Janet Suzman,Zakes Mokae,JÌ_rgen Prochnow,Susan Sarandon,Marlon Brando,Full Cast & Crew
"The Adventures of Priscilla, Queen of the Desert (1994)",Gram.,Released,English,1h 44m,-,-,Terence Stamp,Hugo Weaving,Guy Pearce,Bill Hunter,Sarah Chadwick,June Marie Bennett,Full Cast & Crew
Lifeboat (1944),Fox,Released,English,1h 36m,"$1,590,000.00",-,Tallulah Bankhead,William Bendix,Walter Slezak,Mary Anderson,John Hodiak,Henry Hull,Full Cast & Crew
Listen Up Philip (2014),Trib.,Released,English,1h 48m,-,-,Jason Schwartzman,Elisabeth Moss,Jonathan Pryce,Krysten Ritter,JosÌ©phine de La Baume,Jess Weixler,Full Cast & Crew
Kambakkht Ishq (2009),Eros,Released,Hindi,2h 22m,"$16,000,000.00",-,Akshay Kumar,Kareena Kapoor,Aftab Shivdasani,Amrita Arora,Sylvester Stallone,Brandon Routh,Full Cast & Crew
You Can't Take It With You (1938),Col.,Released,English,2h 6m,"$1,000,000.00","$5,000,000.00",Jean Arthur,Lionel Barrymore,James Stewart,Edward Arnold,Mischa Auer,Ann Miller,Full Cast & Crew
