Movie Name,Studio,Status,Language,Runtime,Budget,Revenue,8,9,10,11,12,13,14
Intersection (1994),Par.,Released,English,1h 38m,"$45,000,000.00","$21,355,893.00",Richard Gere,Sharon Stone,Lolita Davidovich,Martin Landau,Jennifer Morrison,Full Cast & Crew,
Radio Flyer (1992),Col.,Released,English,1h 54m,"$35,000,000.00","$4,651,977.00",Elijah Wood,Lorraine Bracco,Adam Baldwin,John Heard,Joseph Mazzello,Ben Johnson,Full Cast & Crew
The Miracle Worker (1962),UA,Released,English,1h 46m,"$500,000.00","$2,500,000.00",Anne Bancroft,Patty Duke,Victor Jory,Inga Swenson,Andrew Prine,Kathleen Comegys,Full Cast & Crew
The Dry Land (2010),Free,Released,English,1h 32m,-,"$12,000.00",America Ferrera,Jason Ritter,Wilmer Valderrama,Ethan Suplee,Melissa Leo,Evan Jones,Full Cast & Crew
White Sands (1992),WB,Released,English,1h 41m,-,-,Willem Dafoe,Mary Elizabeth Mastrantonio,Mickey Rourke,Samuel L. Jackson,M. Emmet Walsh,James Rebhorn,Full Cast & Crew
Best Seller (1987),Orion,Released,English,1h 35m,-,"$4,278,150.00",James Woods,Brian Dennehy,Victoria Tennant,Allison Balson,Paul Shenar,George Coe,Full Cast & Crew
Love Aaj Kal (2009),Eros,Released,Hindi,2h 11m,"$12,500,000.00","$20,794,985.00",Saif Ali Khan,Deepika Padukone,Rishi Kapoor,Rahul Khanna,Giselle Monteiro,Rajendranath Zutshi,Full Cast & Crew
Someone to Watch Over Me (1987),Col.,Released,English,1h 46m,"$17,000,000.00","$10,278,549.00",Tom Berenger,Mimi Rogers,Lorraine Bracco,Jerry Orbach,John Rubinstein,Andreas Katsulas,Full Cast & Crew
Frankenhooker (1990),SGE,Released,English,1h 25m,"$2,500,000.00","$205,068.00",Patty Mullen,James Lorinz,Joanne Ritchie,J.J. Clark,Helmar Augustus Cooper,Louise Lasser,Full Cast & Crew
Mrs. Soffel (1984),MGM,Released,English,1h 52m,-,-,Diane Keaton,Mel Gibson,Matthew Modine,Edward Herrmann,Trini Alvarado,Jennifer Dundas,Full Cast & Crew
Sidewalls (2011),IFC,Released,Spanish,1h 35m,"$11,000,000.00",-,Javier Drolas,Pilar LÌ_pez de Ayala,InÌ©s Efron,AdriÌÁn Navarro,Rafael Ferro,Carla Peterson,Full Cast & Crew
Buffy the Vampire Slayer (1992),Fox,Released,English,1h 26m,-,-,Kristy Swanson,Donald Sutherland,Paul Reubens,Rutger Hauer,Luke Perry,Hilary Swank,Full Cast & Crew
The Illustrated Man (1969),WB,Released,English,1h 43m,-,-,Rod Steiger,Claire Bloom,Robert Drivas,Don Dubbins,Jason Evers,Tim Weldon,Full Cast & Crew
Atlas Shrugged Part III: Who is John Galt? (2014),ADC,Released,English,1h 39m,"$5,000,000.00","$846,704.00",Eric Allan Kramer,Rob Morrow,Stephen Tobolowsky,Kristoffer Polaha,Lew Temple,Mark Moses,Full Cast & Crew
Stella (1990),BV,Released,Japanese,1h 49m,-,"$20,240,128.00",Bette Midler,John Goodman,Trini Alvarado,Stephen Collins,Marsha Mason,Eileen Brennan,Full Cast & Crew
First Daughter (2004),Fox,Released,English,1h 45m,"$30,000,000.00",-,Katie Holmes,Marc Blucas,Michael Keaton,Margaret Colin,Lela Rochon,Amerie,Full Cast & Crew
Fur: An Imaginary Portrait of Diane Arbus (2006),PicH,Released,English,2h 2m,"$16,800,000.00","$2,281,089.00",Nicole Kidman,Robert Downey Jr.,Ty Burrell,Harris Yulin,Jane Alexander,Emmy Clarke,Full Cast & Crew
Loose Cannons (1990),TriS,Released,English,1h 34m,-,-,Gene Hackman,Dan Aykroyd,Dom DeLuise,Ronny Cox,Nancy Travis,Robert Prosky,Full Cast & Crew
Comet (2014),IFC,Released,English,1h 31m,-,-,Justin Long,Kayla Servi,Eric Winter,Emmy Rossum,Ben Scott,Full Cast & Crew,
The Chamber (1996),Uni.,Released,English,1h 53m,"$50,000,000.00","$22,540,359.00",Chris O'Donnell,Gene Hackman,Faye Dunaway,Robert Prosky,Lela Rochon,Bo Jackson,Full Cast & Crew
Inventing the Abbotts (1997),Fox,Released,English,1h 50m,-,"$5,926,128.00",Joaquin Phoenix,Liv Tyler,Jennifer Connelly,Billy Crudup,Joanna Going,Kathy Baker,Full Cast & Crew
Gold (2016),Wein.,Post Production,English,-,-,-,Matthew McConaughey,Bryce Dallas Howard,Edgar RamÌ_rez,Timothy Simons,Michael Landes,Stacy Keach,Full Cast & Crew
Repossessed (1990),NL,Released,English,1h 20m,-,"$1,382,462.00",Linda Blair,Ned Beatty,Leslie Nielsen,Anthony Starke,Thom Sharp,Lana Schwab,Full Cast & Crew
Something Wild (1986),Orion,Released,English,1h 53m,-,"$8,362,969.00",Jeff Daniels,Melanie Griffith,Ray Liotta,Margaret Colin,Tracey Walter,Dana Preu,Full Cast & Crew
Swiss Family Robinson (1960),Dis.,Released,English,2h 6m,-,-,John Mills,Dorothy McGuire,James MacArthur,Janet Munro,Sessue Hayakawa,Tommy Kirk,Full Cast & Crew
Heaven's Gate (1980),UA,Released,English,3h 39m,"$44,000,000.00","$3,484,331.00",Kris Kristofferson,Christopher Walken,John Hurt,Isabelle Huppert,Sam Waterston,Brad Dourif,Full Cast & Crew
Princess Kaiulani (2010),RAtt.,Released,English,2h 10m,"$9,000,000.00","$771,499.00",Q'orianka Kilcher,Barry Pepper,Will Patton,Jimmy Yuill,Shaun Evans,Full Cast & Crew,
Finding Vivian Maier (2014),IFC,Released,English,1h 23m,-,"$1,503,616.00",Login to Edit Cast & Crew,,,,,,
The Emperor's Club (2002),Uni.,Released,English,1h 48m,-,-,Kevin Kline,Emile Hirsch,Embeth Davidtz,Rob Morrow,Edward Herrmann,Helen Carey,Full Cast & Crew
Motherhood (2009),Free,Released,English,1h 30m,-,-,Uma Thurman,Minnie Driver,Anthony Edwards,David Schallipp,Matthew Schallipp,Daisy Tahan,Full Cast & Crew
Wazir (2016),Relbig.,Released,Hindi,1h 42m,"$5,200,000.00","$9,200,000.00",Amitabh Bachchan,Farhan Akhtar,Aditi Rao Hydari,John Abraham,Neil Nitin Mukesh,Manav Kaul,Full Cast & Crew
Made in Dagenham (2010),SPC,Released,English,1h 53m,"$7,200,000.00",-,Sally Hawkins,Bob Hoskins,Miranda Richardson,Geraldine James,Simon Nehan,Andrea Riseborough,Full Cast & Crew
The Quiet Man (1952),Rep.,Released,English,2h 9m,-,-,John Wayne,Maureen O'Hara,Victor McLaglen,Barry Fitzgerald,Ward Bond,Mildred Natwick,Full Cast & Crew
Bad Girls (1994),Fox,Released,English,1h 39m,-,"$15,240,435.00",Madeleine Stowe,Mary Stuart Masterson,Andie MacDowell,Drew Barrymore,James Russo,James Le Gros,Full Cast & Crew
The War Zone (1999),Lot47,Released,English,1h 38m,-,-,Ray Winstone,Tilda Swinton,Lara Belmont,Colin Farrell,Freddie Cunliffe,Kate Ashfield,Full Cast & Crew
Computer Chess (2013),KL,Released,English,1h 31m,-,-,Patrick Riester,Myles Paige,James Curry,Robin Schwartz,Gerald Peary,Wiley Wiggins,Full Cast & Crew
Who Killed the Electric Car? (2006),SPC,Released,English,1h 32m,"$1,000,000.00","$1,678,874.00",Martin Sheen,Mel Gibson,Tom Hanks,Full Cast & Crew,,,
For Love of the Game (1999),Uni.,Released,English,2h 17m,"$50,000,000.00",-,Kevin Costner,Kelly Preston,John C. Reilly,Jena Malone,J.K. Simmons,Brian Cox,Full Cast & Crew
3 Ninjas (1992),BV,Released,English,1h 24m,-,-,Victor Wong,Michael Treanor,Max Elliott Slade,Chad Power,Rand Kingsley,Alan McRae,Full Cast & Crew
Jesus Henry Christ (2012),EOne,Released,English,1h 32m,-,-,Michael Sheen,Toni Collette,Jason Spevack,Samantha Weinstein,Full Cast & Crew,,
Dishoom (2016),Eros,Released,Hindi,2h 0m,-,-,John Abraham,Varun Dhawan,Jacqueline Fernandez,Akshaye Khanna,Saqib Saleem,Rahul Dev,Full Cast & Crew
Starting Out in the Evening (2007),RAtt.,Released,English,1h 51m,-,-,Lauren Ambrose,Lilli Taylor,Frank Langella,Full Cast & Crew,,,
Club Life (2015),Orch.,Released,English,1h 30m,-,"$4,444.00",Jerry Ferrara,Jessica Szohr,Robert Davi,Jay R. Ferguson,Al Sapienza,Busta Rhymes,Full Cast & Crew
Permanent Midnight (1998),Art.,Released,English,1h 28m,-,-,Ben Stiller,Elizabeth Hurley,Maria Bello,Owen Wilson,Jay Paulson,Spencer Garrett,Full Cast & Crew
The Prize (1963),MGM,Released,English,2h 14m,-,-,Paul Newman,Edward G. Robinson,Elke Sommer,Diane Baker,Micheline Presle,GÌ©rard Oury,Full Cast & Crew
Roman Polanski: Wanted and Desired (2008),Think,Released,English,1h 39m,-,-,Istvan Bajzat,Steve Barshop,Marilyn Beck,Madeline Bessmer,Pierre-AndrÌ© Boutang,Andrew Braunsberg,Full Cast & Crew
The Flyboys (2008),DCoa.,Released,English,1h 58m,-,-,Jesse James,Reiley McClendon,Stephen Baldwin,Tom Sizemore,Jesse Plemons,Full Cast & Crew,
Ragtime (1981),Par.,Released,English,2h 35m,-,-,James Cagney,Brad Dourif,Moses Gunn,Elizabeth McGovern,Kenneth McMillan,Pat O'Brien,Full Cast & Crew
Sheena (1984),Col.,Released,English,1h 57m,"$25,000,000.00","$5,778,353.00",Tanya Roberts,Ted Wass,Donovan Scott,Elizabeth of Toro,France Zobda,Trevor Thomas,Full Cast & Crew
Heartburn (1986),Par.,Released,English,1h 48m,-,-,Meryl Streep,Jack Nicholson,Jeff Daniels,Maureen Stapleton,Stockard Channing,Richard Masur,Full Cast & Crew
Better Than Chocolate (1999),Trim.,Released,English,1h 41m,-,-,Karyn Dwyer,Christina Cox,Wendy Crewson,Ann-Marie MacDonald,Peter Outerbridge,Jay Brazeau,Full Cast & Crew
Wrong Is Right (1982),Col.,Released,English,1h 57m,-,-,Sean Connery,George Grizzard,Robert Conrad,Katharine Ross,G. D. Spradlin,John Saxon,Full Cast & Crew
Bad Asses on the Bayou (2015),Gold.,Released,English,1h 25m,"$5,300,000.00",-,Danny Trejo,Danny Glover,John Amos,Loni Love,Jimmy Bennett,Carol Sutton,Full Cast & Crew
Mansfield Park (1999),Mira.,Released,English,1h 52m,-,-,Frances O'Connor,Lindsay Duncan,James Purefoy,Sheila Gish,Harold Pinter,Victoria Hamilton,Full Cast & Crew
Prom Night (1980),Emb,Released,English,1h 32m,"$1,000,000.00","$14,796,236.00",Leslie Nielsen,Jamie Lee Curtis,Casey Stevens,Anne-Marie Martin,Antoinette Bower,Michael Tough,Full Cast & Crew
Royal Wedding (1951),MGM,Released,English,1h 33m,-,-,Fred Astaire,Jane Powell,Peter Lawford,Sarah Churchill,Keenan Wynn,Henri Letondal,Full Cast & Crew
Bad Dreams (1988),Fox,Released,English,1h 26m,"$4,000,000.00","$9,797,098.00",Jennifer Rubin,Bruce Abbott,Richard Lynch,Dean Cameron,Harris Yulin,E.G. Daily,Full Cast & Crew
No Holds Barred (1989),NL,Released,French,1h 33m,"$8,000,000.00","$16,093,651.00",Terry Gene Bollea,Tommy Lister,Joan Severance,Kurt Fuller,David Paymer,Jesse Ventura,Full Cast & Crew
The Producers (2005),Uni.,Released,English,2h 14m,"$45,000,000.00","$38,058,335.00",Matthew Broderick,Uma Thurman,Will Ferrell,Eileen Essell,Gary Beach,Michael McKean,Full Cast & Crew
Down and Out in Beverly Hills (1986),BV,Released,English,1h 43m,"$14,000,000.00","$62,134,225.00",Nick Nolte,Bette Midler,Richard Dreyfuss,Elizabeth PeÌ±a,Little Richard,Tracy Nelson,Full Cast & Crew
The Nativity Story (2006),NL,Released,English,1h 41m,"$35,000,000.00",$46.00,Keisha Castle-Hughes,Oscar Isaac,Hiam Abbass,Shaun Toub,CiarÌÁn Hinds,Shohreh Aghdashloo,Full Cast & Crew
Chimpanzee (2012),BV,Released,English,1h 18m,-,-,Tim Allen,Full Cast & Crew,,,,,
A Teacher (2013),Osci.,Released,English,1h 15m,"$100,000.00",-,Lindsay Burdge,Will Brittain,Jennifer Prediger,Jonny Mars,Julie Dell Phillips,Chris Doubek,Full Cast & Crew
Playing God (1997),BV,Released,English,1h 34m,"$12,000,000.00","$4,000,000.00",David Duchovny,Timothy Hutton,Angelina Jolie,Michael Massee,Stacey Travis,Bob Jennings,Full Cast & Crew
The Bad News Bears (1976),Par.,Released,English,1h 42m,"$35,000,000.00","$35,323,292.00",Walter Matthau,Tatum O'Neal,Christopher Daniel Barnes,Ben Piazza,Vic Morrow,Erin Blunt,Full Cast & Crew
Juwanna Mann (2002),WB,Released,English,1h 31m,"$15,600,000.00",-,"Miguel A. NÌ_Ì±ez, Jr.",Vivica A. Fox,Kevin Pollak,Tommy Davidson,Full Cast & Crew,,
A Star Is Born (1954),WB,Released,English,3h 1m,"$5,019,770.00",-,Judy Garland,James Mason,Jack Carson,Charles Bickford,Tommy Noonan,Lucy Marlow,Full Cast & Crew
Shopgirl (2005),BV,Released,English,1h 44m,"$10,284,523.00","$11,588,205.00",Steve Martin,Claire Danes,Jason Schwartzman,Bridgette Wilson,Frances Conroy,Sam Bottoms,Full Cast & Crew
Let's Get Harry (1986),TriS,Released,English,1h 42m,-,-,Michael Schoeffling,Robert Duvall,Gary Busey,Mark Harmon,Thomas F. Wilson,Matt Clark,Full Cast & Crew
Air Bud (1997),BV,Released,English,1h 38m,"$3,000,000.00","$23,144,499.00",Kevin Zegers,Wendy Makkena,Bill Cobbs,Brendan Fletcher,Norman Browning,Eric Christmas,Full Cast & Crew
Dead Heat (1988),NW,Released,English,1h 26m,"$5,000,000.00",-,Treat Williams,Joe Piscopo,Lindsay Frost,Darren McGavin,Vincent Price,Robert Picardo,Full Cast & Crew
Milk Money (1994),Par.,Released,English,1h 48m,-,"$18,137,661.00",Melanie Griffith,Ed Harris,Michael Patrick Carter,Malcolm McDowell,Anne Heche,Casey Siemaszko,Full Cast & Crew
The Holcroft Covenant (1985),Uni.,Released,English,1h 52m,-,-,Michael Caine,Anthony Andrews,Victoria Tennant,Lilli Palmer,Mario Adorf,Michael Lonsdale,Full Cast & Crew
Falling in Love (1984),Par.,Released,English,1h 42m,-,"$11,129,057.00",Robert De Niro,Meryl Streep,Harvey Keitel,Jane Kaczmarek,George Martin,David Clennon,Full Cast & Crew
Victory (1981),Par.,Released,English,1h 56m,-,-,Michael Caine,Sylvester Stallone,Max von Sydow,PelÌ©,Carole Laure,Bobby Moore,Full Cast & Crew
Duel in the Sun (1946),Selz.,Released,English,2h 24m,-,-,Jennifer Jones,Joseph Cotten,Gregory Peck,Lionel Barrymore,Herbert Marshall,Lillian Gish,Full Cast & Crew
Anthropoid (2016),BST,Released,English,2h 0m,-,-,Jamie Dornan,Cillian Murphy,Toby Jones,Charlotte Le Bon,Harry Lloyd,Detlef Bothe,Full Cast & Crew
Diplomacy (2014),Zeit.,Released,French,1h 24m,-,"$3,946,880.00",Niels Arestrup,AndrÌ© Dussollier,Robert Stadlober,Burghart KlauÌÙner,Lucas Prisor,Full Cast & Crew,
The Return (2006),Rog.,Released,English,1h 25m,"$15,000,000.00","$11,992,014.00",Adam Scott,Kate Beahan,Sarah Michelle Gellar,Peter O'Brien,Sam Shepard,Wally Welch,Full Cast & Crew
The Wasted Times (2016),CL,Post Production,Mandarin,1h 58m,-,-,Ge You,Zhang Ziyi,Tadanobu Asano,Wallace Chung,Gillian Chung,Chun Du,Full Cast & Crew
Juice (1992),Par.,Released,English,1h 36m,"$5,000,000.00","$20,146,880.00",Omar Epps,Tupac Shakur,Khalil Kain,Jermaine 'Huggy' Hopkins,Samuel L. Jackson,Queen Latifah,Full Cast & Crew
Bed of Roses (1996),NL,Released,English,1h 27m,-,"$19,030,691.00",Christian Slater,Mary Stuart Masterson,Pamela Adlon,Josh Brolin,Brian Tarantina,Debra Monk,Full Cast & Crew
The Believers (1987),Orion,Released,English,1h 54m,-,"$18,753,438.00",Martin Sheen,Helen Shaver,Harley Cross,Robert Loggia,Elizabeth Wilson,Harris Yulin,Full Cast & Crew
Yentl (1983),MGM,Released,English,2h 12m,"$12,000,000.00","$30,400,000.00",Barbra Streisand,Mandy Patinkin,Amy Irving,Nehemiah Persoff,Steven Hill,Miriam Margolyes,Full Cast & Crew
Ghost Story (1981),Uni.,Released,English,1h 50m,-,-,Fred Astaire,Melvyn Douglas,Douglas Fairbanks Jr.,John Houseman,Craig Wasson,Patricia Neal,Full Cast & Crew
Gray Lady Down (1978),Uni.,Released,English,1h 51m,-,"$5,438,927.00",Charlton Heston,David Carradine,Stacy Keach,Ned Beatty,Stephen McHattie,Ronny Cox,Full Cast & Crew
Jagged Edge (1985),Col.,Released,English,1h 48m,"$15,000,000.00",-,Glenn Close,Jeff Bridges,Peter Coyote,Lance Henriksen,Robert Loggia,Michael Dorn,Full Cast & Crew
The Quiet American (2002),Mira.,Released,English,1h 41m,"$30,000,000.00","$27,674,124.00",Michael Caine,Brendan Fraser,€ê‡ÈÑ Th‡ÈÜ H‡_£i Y‡_Àn,Tzi Ma,Rade Serbedzija,Robert Stanton,Full Cast & Crew
24 Hour Party People (2002),MGM,Released,English,1h 57m,-,-,Steve Coogan,Paddy Considine,Sean Harris,Lennie James,Shirley Henderson,Andy Serkis,Full Cast & Crew
Kicking It (2008),LibE,Released,English,1h 38m,-,-,Colin Farrell,Brandon Francis,Full Cast & Crew,,,,
Lullaby (2014),N/A,Released,English,1h 57m,-,-,Garrett Hedlund,Richard Jenkins,Jennifer Hudson,Jessica Brown Findlay,Amy Adams,Terrence Howard,Full Cast & Crew
Dunston Checks In (1996),Fox,Released,English,1h 28m,-,-,Jason Alexander,Faye Dunaway,Eric Lloyd,Rupert Everett,Graham Sack,Paul Reubens,Full Cast & Crew
"Farewell, My Lovely (1975)",Emb,Released,English,1h 35m,-,-,Robert Mitchum,Charlotte Rampling,Sylvia Miles,John Ireland,Anthony Zerbe,Harry Dean Stanton,Full Cast & Crew
The Black Balloon (2008),NeoC,Released,English,1h 37m,-,-,Toni Collette,Rhys Wakefield,Luke Ford,Gemma Ward,Lisa Kowalski,Nathin Butler,Full Cast & Crew
True Confessions (1981),MGM,Released,English,1h 48m,-,-,Robert De Niro,Robert Duvall,Charles Durning,Kenneth McMillan,Ed Flanders,Cyril Cusack,Full Cast & Crew
Welcome to Collinwood (2002),WB,Released,English,1h 26m,"$1,200,000.00",-,William H. Macy,Isaiah Washington,Sam Rockwell,Michael Jeter,Luis GuzmÌÁn,George Clooney,Full Cast & Crew
Polish Wedding (1998),FoxS,Released,English,1h 45m,-,-,Claire Danes,Lena Olin,Gabriel Byrne,Mili Avital,Daniel Lapaine,Jon Bradford,Full Cast & Crew
Summer Lovers (1982),Film,Released,English,1h 38m,-,-,Peter Gallagher,Daryl Hannah,ValÌ©rie Quennessen,Barbara Rush,Carole Cook,Hans van Tongeren,Full Cast & Crew
Made in America (1993),WB,Released,English,1h 51m,"$22,000,000.00",-,Whoopi Goldberg,Ted Danson,Nia Long,Will Smith,Jennifer Tilly,Full Cast & Crew,
Three Fugitives (1989),BV,Released,English,1h 36m,"$15,000,000.00","$40,590,000.00",Nick Nolte,Martin Short,Sarah Rowland Doroff,James Earl Jones,Alan Ruck,Bruce McGill,Full Cast & Crew
Grizzly Man (2005),Lions,Released,English,1h 43m,-,-,Timothy Treadwell,Kathleen Parker,Warren Queeney,Willy Fulton,Sam Egli,Werner Herzog,Full Cast & Crew
Music of the Heart (1999),Mira.,Released,English,2h 4m,"$27,000,000.00","$14,859,394.00",Meryl Streep,Angela Bassett,Cloris Leachman,Aidan Quinn,Michael Angarano,Henry Dinhofer,Full Cast & Crew
Suspect Zero (2004),Par.,Released,English,1h 39m,"$27,000,000.00","$13,000,000.00",Carrie-Anne Moss,Aaron Eckhart,Ben Kingsley,Harry Lennix,Kevin Chamberlin,Keith Campbell,Full Cast & Crew
My Bodyguard (1980),Fox,Released,English,1h 36m,-,"$22,482,952.00",Chris Makepeace,Adam Baldwin,Matt Dillon,Martin Mull,Ruth Gordon,Joan Cusack,Full Cast & Crew
Infinity (1996),First,Released,English,1h 59m,-,-,Matthew Broderick,Patricia Arquette,Peter Riegert,Jeffrey Force,David Drew Gallagher,Raffi Di Blasio,Full Cast & Crew
Somebody Up There Likes Me (1956),MGM,Released,English,1h 53m,"$1,920,000.00","$3,360,000.00",Paul Newman,Pier Angeli,Everett Sloane,Eileen Heckart,Sal Mineo,Harold J. Stone,Full Cast & Crew
A Midnight Clear (1992),Istr,Released,English,1h 48m,-,-,Peter Berg,Kevin Dillon,Arye Gross,Ethan Hawke,Gary Sinise,Frank Whaley,Full Cast & Crew
Lambert & Stamp (2015),SPC,Released,English,2h 0m,-,-,Roger Daltrey,Christopher Stamp,Pete Townshend,Terence Stamp,Full Cast & Crew,,
Who Was That Lady? (1960),Col.,Released,English,1h 55m,-,-,Tony Curtis,Dean Martin,Janet Leigh,James Whitmore,John McIntire,Barbara Nichols,Full Cast & Crew
James White (2015),TFA,Released,English,1h 25m,-,-,Christopher Abbott,Cynthia Nixon,Ron Livingston,Scott Mescudi,David Call,David Cale,Full Cast & Crew
Physical Evidence (1989),Col.,Released,English,1h 39m,-,-,Burt Reynolds,Theresa Russell,Ned Beatty,Kay Lenz,Ted McGinley,Tom O'Brien,Full Cast & Crew
Bloodsucking Bastards (2015),Shout!,Released,English,1h 24m,-,-,Fran Kranz,Pedro Pascal,Joey Kern,Joel Murray,Emma Fitzpatrick,Yvette Yates,Full Cast & Crew
Hubble 3D (2010),WB,Released,English,0h 44m,-,-,Leonardo DiCaprio,Full Cast & Crew,,,,,
Cirque du Soleil: Worlds Away (2012),Par.,Released,English,1h 31m,-,"$34,153,101.00",Erica Linz,Igor Zaripov,Matt Gillanders,Jason Berrent,Dallas Barnett,Sophia Elisabeth,Full Cast & Crew
In Love and War (1996),NL,Released,English,1h 53m,-,-,Sandra Bullock,Chris O'Donnell,Mackenzie Astin,Margot Steinberg,Alan Bennett,Ingrid Lacey,Full Cast & Crew
The Osterman Weekend (1983),Fox,Released,English,1h 43m,-,"$6,486,797.00",Rutger Hauer,John Hurt,Craig T. Nelson,Dennis Hopper,Chris Sarandon,Meg Foster,Full Cast & Crew
Dan in Real Life (2007),BV,Released,English,1h 38m,"$25,000,000.00","$68,377,859.00",Steve Carell,Juliette Binoche,Dane Cook,Dianne Wiest,John Mahoney,Emily Blunt,Full Cast & Crew
The Shaggy Dog (2006),BV,Released,English,1h 38m,"$50,000,000.00","$61,112,916.00",Tim Allen,Kristin Davis,Danny Glover,Spencer Breslin,Robert Downey Jr.,Zena Grey,Full Cast & Crew
The Accidental Tourist (1988),WB,Released,English,2h 1m,-,-,William Hurt,Kathleen Turner,Geena Davis,Amy Wright,David Ogden Stiers,Ed Begley Jr.,Full Cast & Crew
Calendar Girls (2003),BV,Released,English,1h 48m,"$10,000,000.00","$96,542,059.00",Helen Mirren,Julie Walters,John Alderton,Linda Bassett,Annette Crosbie,Philip Glenister,Full Cast & Crew
Carpool (1996),WB,Released,English,1h 29m,"$17,000,000.00",-,Tom Arnold,David Paymer,Rhea Perlman,Rod Steiger,Kim Coates,Rachael Leigh Cook,Full Cast & Crew
Not Without My Daughter (1991),MGM,Released,English,1h 56m,-,-,Sally Field,Alfred Molina,Sheila Rosenthal,Roshan Seth,Sarah Badel,Full Cast & Crew,
Traveller (1997),Oct.,Released,English,1h 41m,-,-,Bill Paxton,Mark Wahlberg,Julianna Margulies,James Gammon,Nikki DeLoach,Luke Askew,Full Cast & Crew
The Man (2005),NL,Released,English,1h 23m,-,"$12,382,362.00",Samuel L. Jackson,Eugene Levy,Luke Goss,Miguel Ferrer,Susie Essman,Anthony Mackie,Full Cast & Crew
The Slammin' Salmon (2009),Anch.,Released,English,1h 30m,-,-,Michael Clarke Duncan,Jay Chandrasekhar,Kevin Heffernan,Steve Lemme,Erik Stolhanske,Paul Soter,Full Cast & Crew
Consenting Adults (1992),BV,Released,English,1h 39m,"$18,000,000.00","$21,591,728.00",Kevin Kline,Mary Elizabeth Mastrantonio,Kevin Spacey,Rebecca Miller,Forest Whitaker,E.G. Marshall,Full Cast & Crew
The Devil's Hand (2014),RAtt.,Released,English,1h 26m,"$7,000,000.00",-,Rufus Sewell,Alycia Debnam-Carey,Adelaide Kane,Leah Pipes,Thomas McDonell,Jennifer Carpenter,Full Cast & Crew
Stardust Memories (1980),UA,Released,English,1h 31m,"$10,000,000.00","$10,389,003.00",Woody Allen,Charlotte Rampling,Jessica Harper,Marie-Christine Barrault,Tony Roberts,Daniel Stern,Full Cast & Crew
